Country_Name,Country Code,Year,Control_of_Corruption_Score,Government_Effectiveness_Score,Political_Stability_Score,Regulatory_Quality_Score,Rule_of_Law_Score,Free_Speech_Score,Weighted_Governance
Panama,PAN,2019,-0.5822327,0.0645118,0.3036199,0.3612367,-0.1187436,0.5951817,5.5020797
Panama,PAN,2020,-0.5141932,0.0715803,0.2297324,0.3191189,-0.2077735,0.5704456,4.9157787
Papua New Guinea,PNG,2016,-0.9332389,-0.7375593,-0.5047721,-0.5559897,-0.7766212,0.1584232,-8.7042746
Papua New Guinea,PNG,2017,-0.9014524,-0.6654483,-0.6978666,-0.651908,-0.823908,0.1328718,-9.8769333
Papua New Guinea,PNG,2018,-0.8735843,-0.6704652,-0.6772177,-0.5347608,-0.7689355,0.0567654,-9.5695821
Papua New Guinea,PNG,2019,-0.9914853,-0.8091748,-0.6973711,-0.5426779,-0.8012539,0.0933476,-10.1545372
Papua New Guinea,PNG,2020,-0.5739502,-0.8467313,-0.7393168,-0.6815091,-0.7197714,0.0286327,-10.6008822
Paraguay,PRY,2016,-0.7095437,-0.7924384,0.1417897,-0.2999762,-0.7299343,-0.0631443,-5.8379249
Paraguay,PRY,2017,-0.7041839,-0.8088629,0.001771,-0.3021692,-0.7051968,-0.0437271,-6.3062779
Paraguay,PRY,2018,-0.8349028,-0.5197215,-0.0797712,-0.0753872,-0.5235263,0.0295726,-4.2710816
Paraguay,PRY,2019,-0.8308774,-0.5343443,-0.0103485,-0.2042026,-0.5564749,0.0582158,-4.5343748
Paraguay,PRY,2020,-0.8706585,-0.4658506,0.0151681,-0.2023511,-0.4150999,0.0662908,-4.107307
Peru,PER,2016,-0.3672633,-0.1788173,-0.2017269,0.5083464,-0.4821758,0.2689729,1.5955075
Peru,PER,2017,-0.4985409,-0.1301121,-0.2595458,0.4183767,-0.5033391,0.2744299,0.8095225
Peru,PER,2018,-0.5298323,-0.2468995,-0.2704434,0.49744,-0.5290633,0.2022388,0.2894328
Peru,PER,2019,-0.4528491,-0.0678705,-0.152365,0.5636055,-0.4871095,0.2613717,2.1803785
Peru,PER,2020,-0.4895027,-0.2374633,-0.2868988,0.5264729,-0.3429749,0.2190309,0.7645845
Philippines,PHL,2016,-0.4881241,-0.0104617,-1.379819,-0.0041014,-0.3550694,0.1634221,-5.9219531
Philippines,PHL,2017,-0.476546,-0.0546969,-1.18508,0.019665,-0.417701,0.0841495,-5.6719817
Philippines,PHL,2018,-0.5422267,0.0531931,-1.092062,-0.0615247,-0.4749934,0.0136249,-5.9939896
Philippines,PHL,2019,-0.5730505,0.0520084,-0.9151124,0.0083691,-0.4769835,0.0065084,-5.046613
Philippines,PHL,2020,-0.4816633,0.0608745,-0.7937949,0.0299304,-0.5518214,-0.1036209,-4.9797775
Poland,POL,2016,0.7813226,0.6533463,0.507242,0.9519957,0.6099276,0.8441846,15.9866658
Poland,POL,2017,0.7294688,0.5678334,0.5183783,0.881161,0.4414217,0.775966,14.7389737
Poland,POL,2018,0.6541066,0.5629848,0.4925416,0.9425502,0.4204909,0.7007455,14.3050489
Poland,POL,2019,0.6421292,0.534801,0.5636535,1.013399,0.4312604,0.6731718,14.6805616
Poland,POL,2020,0.6507944,0.3764992,0.5743839,0.8859966,0.5398862,0.6171156,13.4011848
Portugal,PRT,2016,0.8978634,1.18345,0.9740514,0.844399,1.074871,1.157669,21.4851624
Portugal,PRT,2017,0.8611922,1.333176,1.118587,0.9111117,1.138645,1.198198,23.0796519
Portugal,PRT,2018,0.8402586,1.218545,1.129285,0.8849584,1.142829,1.167727,22.4272752
Portugal,PRT,2019,0.7784246,1.168682,1.066231,0.9698351,1.138518,1.196466,22.4943087
Portugal,PRT,2020,0.7510967,1.023436,1.026339,0.8331245,1.183432,1.260278,21.5885799
Puerto Rico,PRI,2016,0.0351422,0.3954151,0.689354,0.9498481,0.6593824,0.4102972,11.8843518
Puerto Rico,PRI,2017,0.1400786,-0.0988716,0.4847353,0.8722246,0.6252677,0.4922182,9.8621835
Puerto Rico,PRI,2018,0.0411964,-0.159219,0.2777765,0.9458223,0.5869438,0.4632958,8.8116719
Puerto Rico,PRI,2019,0.0136583,-0.1645184,0.1380345,0.7320309,0.5874102,0.4697495,7.1519611
Puerto Rico,PRI,2020,0.0164234,-0.2595392,0.4316497,0.793277,0.6325482,0.5009385,8.5853922
Qatar,QAT,2016,0.9008223,0.7351737,0.9002346,0.6959444,0.7942954,-1.151067,4.9757195
Qatar,QAT,2017,0.7364429,0.742582,0.6611612,0.4202242,0.7264165,-1.176477,2.1139521
Qatar,QAT,2018,0.7255781,0.6294053,0.6635707,0.5984121,0.7347725,-1.210584,2.4569839
Qatar,QAT,2019,0.8493823,0.7049138,0.7001042,0.6793981,0.7344219,-1.307918,2.8978272
Qatar,QAT,2020,0.7839146,0.9082767,0.6707044,0.8512264,1.000929,-1.287635,4.5067279
Reunion,REU,2016,0.6408444,1.06265,0.3168583,1.23882,1.102981,0,13.034153
Reunion,REU,2017,0.6463867,1.113619,0.3198934,1.209727,1.117699,0,13.079538
Reunion,REU,2018,0.6324254,1.107289,0.2596771,1.193258,1.12029,0,12.7120062
Reunion,REU,2019,0.6253356,1.088741,0.2390863,1.228282,0.8455459,0,12.4601953
Reunion,REU,2020,0.6787988,0.9790366,0.2291354,0.9409034,0.6886193,0,10.6043853
Romania,ROU,2016,-0.1026778,-0.0409146,0.2771966,0.5874754,0.4245778,0.5409048,7.3880706
Romania,ROU,2017,-0.0743129,-0.0524346,0.0564023,0.4881797,0.4195111,0.5985827,6.3715854
Romania,ROU,2018,-0.1516164,-0.1330298,0.0468848,0.4241509,0.359746,0.5243305,5.1117005
Romania,ROU,2019,-0.1613596,-0.1621793,0.5617022,0.4615858,0.4016761,0.5163251,7.2451074
Romania,ROU,2020,-0.0285288,-0.2205489,0.5892175,0.3826097,0.3688681,0.5843964,7.4264607
Russian Federation,RUS,2016,-0.8225474,-0.1974346,-0.9462103,-0.4155626,-0.7923563,-1.131712,-15.6826811
Russian Federation,RUS,2017,-0.8921309,-0.0756785,-0.6406305,-0.4741596,-0.7936877,-1.089872,-14.277537
Russian Federation,RUS,2018,-0.8506647,-4.42E-05,-0.541189,-0.5028223,-0.7823287,-1.074536,-13.6098742
Russian Federation,RUS,2019,-0.8100985,0.1501806,-0.5573844,-0.4316002,-0.7236124,-1.117828,-12.9877742
Russian Federation,RUS,2020,-0.9105806,0.0334169,-0.7314647,-0.4377571,-0.7602831,-1.076748,-14.0563259
Rwanda,RWA,2016,0.6441798,0.0978688,-0.0548993,0.1071192,0.1017746,-1.152952,-4.9179726
Rwanda,RWA,2017,0.6268088,0.2621303,0.0880958,0.146575,0.1211631,-1.119961,-3.4733362
Rwanda,RWA,2018,0.5805086,0.2057738,0.1104013,0.0867606,0.1168691,-1.145612,-4.1030561
Rwanda,RWA,2019,0.5647855,0.1845681,0.0642397,0.0775343,0.0765001,-1.097687,-4.1817163
Rwanda,RWA,2020,0.5545963,0.3421282,0.0325207,0.1564013,0.1073663,-1.104483,-3.4718652
Samoa,WSM,2016,0.2764556,0.5403722,1.197349,-0.1030717,0.761978,0.7743595,11.8562003
Samoa,WSM,2017,0.6232969,0.5906206,1.178782,-0.0800506,0.8020398,0.7765051,12.794401
Samoa,WSM,2018,0.6334496,0.5919284,1.167804,-0.1136799,0.8072889,0.7721792,12.585865
Samoa,WSM,2019,0.6398521,0.4351541,1.157789,-0.2246639,1.079298,0.7788016,11.8451106
Samoa,WSM,2020,0.6941885,0.5234683,1.155737,-0.2006688,0.8797514,0.8120753,12.3305891
San Marino,SMR,2016,0,0,0.9504054,0,0,1.191461,10.9503876
San Marino,SMR,2017,0,0,0.8745483,0,0,1.189854,10.6373172
San Marino,SMR,2018,0,0,0.8498075,0,0,1.112811,10.076096
San Marino,SMR,2019,0,0,0.8984475,0,0,1.163793,10.576548
San Marino,SMR,2020,0,0,0.87713,0,0,1.122467,10.243322
Sao Tome and Principe,STP,2016,-0.0660744,-0.672242,0.2232869,-0.8124583,-0.6633283,0.3642224,-3.7960126
Sao Tome and Principe,STP,2017,0.1616542,-0.7487336,0.1860471,-0.8314196,-0.7022804,0.3003822,-4.2357892
Sao Tome and Principe,STP,2018,0.1867451,-0.6335805,0.522385,-0.8397979,-0.6840167,0.1325258,-3.5255627
Sao Tome and Principe,STP,2019,0.1965523,-0.6277019,0.51391,-0.906838,-0.6794825,0.3474372,-2.5634104
Sao Tome and Principe,STP,2020,0.1639229,-0.6447411,0.4817928,-0.9014867,-0.6857361,0.3490323,-2.7781821
Saudi Arabia,SAU,2016,0.2309858,0.2609961,-0.4648285,0.0793312,0.3375647,-1.727506,-10.2451694
Saudi Arabia,SAU,2017,0.3661138,0.2589448,-0.6378249,0.0007821,0.1009025,-1.691297,-11.0852066
Saudi Arabia,SAU,2018,0.3605623,0.3214861,-0.6224066,-0.0758674,0.1418254,-1.69599,-11.2174951
Saudi Arabia,SAU,2019,0.2751487,0.306174,-0.6058908,-0.0681779,0.1685323,-1.659705,-11.085331
Saudi Arabia,SAU,2020,0.2689767,0.1460869,-0.6610959,0.2643954,0.2406326,-1.610713,-9.7698379
Senegal,SEN,2016,9.11E-05,-0.4540811,-0.2182553,-0.1430723,-0.1066034,0.3713109,-0.8291818
Senegal,SEN,2017,-0.0916629,-0.3182059,-0.0505368,-0.1465519,-0.1485602,0.3183766,-0.3111508
Senegal,SEN,2018,-0.0246192,-0.2663279,-0.101474,-0.1100483,-0.2072071,0.2132075,-0.7323217
Senegal,SEN,2019,0.0387791,-0.0581013,0.0465478,-0.1123866,-0.1904918,0.2355982,0.7506099
Senegal,SEN,2020,0.0303711,0.0108911,-0.0207329,-0.2078334,-0.2755702,0.2446147,0.1634349
Serbia,SRB,2016,-0.3223662,0.079421,0.1401536,0.0562996,-0.15936,0.1999042,1.4757082
Serbia,SRB,2017,-0.3775188,0.1177542,0.0868554,0.0095592,-0.1962158,0.1172196,0.5005444
Serbia,SRB,2018,-0.3381808,0.1212776,0.0089511,0.1292206,-0.184353,-0.0223516,0.050916
Serbia,SRB,2019,-0.389201,0.0484762,-0.0659501,0.1321523,-0.1621674,-0.0462226,-0.6755153
Serbia,SRB,2020,-0.4258816,0.0324048,-0.0928664,0.1202637,-0.184858,-0.1175094,-1.4146103
Seychelles,SYC,2016,0.776205,0.36974,0.7330045,-0.2591546,0.1508065,0.1615192,5.4177967
Seychelles,SYC,2017,0.6720986,0.4083837,0.7933625,-0.1759432,0.0938101,0.1907692,6.1015076
Seychelles,SYC,2018,0.7057564,0.5030127,0.6875581,-0.1609532,0.1980097,0.1854927,6.1769832
Seychelles,SYC,2019,0.9700111,0.516902,0.6827319,-0.1536177,0.1717875,0.3105193,7.4884706
Seychelles,SYC,2020,1.230001,0.5116493,0.7166618,-0.1309807,0.2092119,0.4450338,9.0861083
Sierra Leone,SLE,2016,-0.8189905,-1.170724,-0.1599265,-0.9254888,-0.7775531,-0.1965125,-12.3739311
Sierra Leone,SLE,2017,-0.5674595,-1.170156,-0.0358612,-0.9183713,-0.7814531,-0.1928306,-11.319125
Sierra Leone,SLE,2018,-0.4900537,-1.143427,-0.0852979,-0.8876426,-0.7672427,-0.1889348,-11.0906445
Sierra Leone,SLE,2019,-0.4321528,-1.126064,-0.0528448,-0.8818939,-0.7662208,-0.1194318,-10.3461579
Sierra Leone,SLE,2020,-0.3603601,-1.016485,-0.2436621,-0.8576535,-0.7564426,-0.0909128,-10.3350105
Singapore,SGP,2016,2.088079,2.20568,1.495759,2.180612,1.825398,-0.1503981,28.6023034
Singapore,SGP,2017,2.137123,2.223338,1.61567,2.118332,1.827708,-0.1690625,28.811933
Singapore,SGP,2018,2.174483,2.230585,1.487936,2.126329,1.844995,-0.0839707,28.9652808
Singapore,SGP,2019,2.159583,2.220709,1.500786,2.161546,1.878919,-0.2060103,28.4350242
Singapore,SGP,2020,2.151986,2.3353,1.465074,2.205607,1.880382,-0.2021155,28.865892
Slovak Republic,SVK,2016,0.1863193,0.8302189,0.7211707,0.8890519,0.6252691,0.9614294,16.5870831
Slovak Republic,SVK,2017,0.1321426,0.7037069,0.9099894,0.8261192,0.5429751,0.9120529,16.161252
Slovak Republic,SVK,2018,0.2620581,0.6173107,0.7434435,0.8082806,0.5021188,0.8372356,14.9167577
Slovak Republic,SVK,2019,0.2180149,0.5852264,0.6671577,1.006871,0.5284449,0.8628442,15.6002049
Slovak Republic,SVK,2020,0.4447879,0.5440794,0.6392572,0.7844779,0.6785191,0.8820801,14.972232
Slovenia,SVN,2016,0.8230363,1.12686,0.990436,0.6402694,1.082729,1.010921,19.3379986
Slovenia,SVN,2017,0.8164077,1.173108,0.8733998,0.5802526,1.026974,1.006713,18.6142536
Slovenia,SVN,2018,0.8705902,1.124266,0.9011371,0.6537443,1.058605,0.959887,18.8051753
Slovenia,SVN,2019,0.9221385,1.081091,0.8074292,1.00893,1.118611,0.9790307,20.354712
Slovenia,SVN,2020,0.8073283,1.166243,0.7064864,0.9220372,1.066489,0.935846,19.2310822
Solomon Islands,SLB,2016,-0.3442692,-0.9847264,0.5060284,-0.9580071,-0.3190676,0.4674503,-3.9230053
Solomon Islands,SLB,2017,0.0982467,-1.011195,0.1990407,-0.7953451,-0.2301479,0.4899799,-3.3079228
Solomon Islands,SLB,2018,0.0072425,-1.018458,0.3645273,-0.8370585,-0.2328003,0.5233266,-2.860913
Solomon Islands,SLB,2019,-0.0071937,-0.9993162,0.5082222,-0.8320891,-0.1392097,0.4898392,-2.3400672
Solomon Islands,SLB,2020,0.0968989,-0.9127187,0.6357331,-0.8383006,-0.0995416,0.5541903,-0.9673287
Somalia,SOM,2016,-1.701097,-2.190937,-2.357363,-2.265274,-2.346823,-1.908592,-44.529202
Somalia,SOM,2017,-1.712957,-2.205673,-2.259042,-2.286752,-2.299067,-1.780464,-43.494712
Somalia,SOM,2018,-1.788003,-2.185711,-2.260305,-2.256654,-2.328754,-1.849525,-43.883533
Somalia,SOM,2019,-1.709903,-2.236429,-2.386645,-2.203409,-2.350949,-1.849944,-44.143331
Somalia,SOM,2020,-1.670352,-2.093571,-2.518731,-2.063496,-2.299745,-1.79679,-43.094306
South Africa,ZAF,2016,0.1184792,0.3061665,-0.141504,0.2118435,0.1161583,0.6512255,5.6721707
South Africa,ZAF,2017,-0.0263975,0.2908573,-0.2775617,0.2337251,-0.0425192,0.6327685,4.6322474
South Africa,ZAF,2018,-0.0258746,0.3326285,-0.2277793,0.1297222,-0.1022561,0.6290036,4.3553956
South Africa,ZAF,2019,0.0729309,0.3676561,-0.2676704,0.1561929,-0.0761623,0.6436217,4.7446809
South Africa,ZAF,2020,0.0640369,0.2993964,-0.2368584,0.2039087,-0.1154166,0.6972312,5.1663435
South Sudan,SSD,2016,-1.714616,-2.353247,-2.418966,-1.858261,-1.929818,-1.796339,-42.163994
South Sudan,SSD,2017,-1.707709,-2.475142,-2.452472,-1.940352,-1.920971,-1.822168,-43.206471
South Sudan,SSD,2018,-1.710797,-2.429042,-2.442854,-2.046948,-1.951642,-1.990078,-44.606986
South Sudan,SSD,2019,-1.773469,-2.451946,-2.511948,-2.048774,-1.97004,-1.988805,-45.097308
South Sudan,SSD,2020,-1.905176,-2.34441,-2.168307,-2.180991,-1.92503,-1.829846,-43.325871
Spain,ESP,2016,0.6071717,1.129903,0.4131883,1.008604,0.9971728,1.041618,18.5467064
Spain,ESP,2017,0.5475208,1.038661,0.2828842,0.9452308,1.059366,1.021468,17.2568894
Spain,ESP,2018,0.64632,1.004939,0.287804,0.948625,1.013062,1.019294,17.330624
Spain,ESP,2019,0.6989556,1.001175,0.3106858,1.050283,1.025826,1.037762,18.1479924
Spain,ESP,2020,0.7411525,0.8949537,0.3952676,0.7676963,0.9019612,1.007932,16.5362712
Sri Lanka,LKA,2016,-0.3106176,-0.0263917,-0.0040295,-0.1000357,0.1105179,-0.0810782,-1.5926581
Sri Lanka,LKA,2017,-0.4532179,-0.1512185,-0.0711655,-0.1308368,0.0484503,-0.0619051,-2.6219176
Sri Lanka,LKA,2018,-0.3320415,-0.232434,-0.1452709,-0.1755948,0.0257045,-0.0154676,-2.8875437
Sri Lanka,LKA,2019,-0.2891587,-0.1143393,-0.2176228,-0.1844314,-0.0118801,-0.0884782,-3.2567328
Sri Lanka,LKA,2020,-0.31243,-0.0702101,-0.0465375,-0.1790705,-0.0452499,-0.0518834,-2.2735431
St. Kitts and Nevis,KNA,2016,0.5139871,0.141353,0.6263307,0.368028,0.5054599,1.006597,12.3425379
St. Kitts and Nevis,KNA,2017,0.5241385,0.3258416,0.6470767,0.2927027,0.5409001,0.9956469,12.5924036
St. Kitts and Nevis,KNA,2018,0.4534099,0.5495368,0.6962385,0.5110556,0.5603855,0.8535784,13.5775181
St. Kitts and Nevis,KNA,2019,0.3855519,0.5423087,0.7239246,0.5021414,0.4798416,0.8169473,13.1859607
St. Kitts and Nevis,KNA,2020,0.3771998,0.6968508,0.9338933,0.5294037,0.5296315,0.8166679,14.6571826
St. Lucia,LCA,2016,0.6306165,0.0278941,1.018932,0.290406,0.5169517,1.012719,13.465939
St. Lucia,LCA,2017,0.5623927,0.2360964,0.9894348,0.3068754,0.5667552,0.9856997,13.8061442
St. Lucia,LCA,2018,0.5214695,0.2144511,1.006895,0.2790565,0.5993176,0.8411874,12.7555968
St. Lucia,LCA,2019,0.5235761,0.2226826,0.9132686,0.2328423,0.5703948,0.9001437,12.5037429
St. Lucia,LCA,2020,0.5112875,0.1528237,0.8724012,0.2882809,0.623391,0.8780571,12.303789
St. Vincent and the Grenadines,VCT,2016,0.6759608,0.2169585,1.018932,0.2793267,0.404182,0.9553661,13.6115372
St. Vincent and the Grenadines,VCT,2017,0.7043971,0.2360964,0.8884665,0.2450408,0.3981628,0.9443328,12.960313
St. Vincent and the Grenadines,VCT,2018,0.7648326,0.2144511,0.8408569,0.2496106,0.4262559,0.8451599,12.2817144
St. Vincent and the Grenadines,VCT,2019,0.7815572,0.2226826,0.9535552,0.2101836,0.4476969,0.8995823,12.9414917
St. Vincent and the Grenadines,VCT,2020,0.8065515,0.1528237,1.034534,0.2644302,0.5650526,0.9112332,13.5643129
Sudan,SDN,2016,-1.525485,-1.515171,-2.337218,-1.491437,-1.258443,-1.832892,-36.658335
Sudan,SDN,2017,-1.528241,-1.42955,-1.97747,-1.55794,-1.106437,-1.837903,-35.178567
Sudan,SDN,2018,-1.419316,-1.611979,-1.823437,-1.619956,-1.119601,-1.85073,-35.292078
Sudan,SDN,2019,-1.365432,-1.622059,-1.701787,-1.673408,-1.140721,-1.6516,-33.82155
Sudan,SDN,2020,-1.386456,-1.48648,-1.763156,-1.606018,-1.067483,-1.432993,-31.980507
Suriname,SUR,2016,-0.3033756,-0.3381316,0.1620813,-0.6269572,-0.1549865,0.4152985,-1.7708023
Suriname,SUR,2017,-0.1724229,-0.6161672,0.1266813,-0.5362548,-0.1493488,0.4305241,-1.9341004
Suriname,SUR,2018,-0.2103329,-0.657892,0.0650854,-0.6513091,-0.0638731,0.2883931,-3.7240602
Suriname,SUR,2019,-0.392585,-0.5902826,0.1014941,-0.6795763,-0.0597261,0.3643707,-3.4214248
Suriname,SUR,2020,-0.4340073,-0.5390079,0.4155418,-0.7700764,-0.1075155,0.4182287,-2.2713964
Sweden,SWE,2016,2.152424,1.699182,1.017941,1.854203,1.993451,1.564696,34.1268
Sweden,SWE,2017,2.148431,1.716437,0.9844168,1.801465,1.861854,1.569253,33.6685372
Sweden,SWE,2018,2.149015,1.71131,0.9405567,1.83254,1.82619,1.568371,33.5933028
Sweden,SWE,2019,2.13129,1.709257,1.039473,1.80182,1.832539,1.560975,33.755732
Sweden,SWE,2020,2.128127,1.719101,1.022893,1.682474,1.806388,1.504241,32.749333
Switzerland,CHE,2016,1.98834,2.008059,1.30629,1.911901,1.947713,1.531853,35.924353
Switzerland,CHE,2017,1.992473,2.059372,1.256805,1.886934,1.932935,1.556876,35.899143
Switzerland,CHE,2018,2.008586,2.038619,1.333553,1.798568,1.931327,1.57996,35.871168
Switzerland,CHE,2019,1.983491,1.951758,1.324953,1.664615,1.907008,1.497049,34.334445
Switzerland,CHE,2020,2.078857,2.020098,1.191969,1.590316,1.828168,1.541333,34.01363
Syrian Arab Republic,SYR,2016,-1.571932,-1.818869,-2.916323,-1.666154,-1.990969,-1.986766,-42.508098
Syrian Arab Republic,SYR,2017,-1.562064,-1.76965,-2.620819,-1.827085,-2.092132,-1.969529,-41.961085
Syrian Arab Republic,SYR,2018,-1.624953,-1.674355,-2.743687,-1.737641,-2.047781,-1.970162,-41.804677
Syrian Arab Republic,SYR,2019,-1.687623,-1.711438,-2.729881,-1.758002,-2.076591,-1.993847,-42.258767
Syrian Arab Republic,SYR,2020,-1.71257,-1.729342,-2.731418,-1.86165,-2.072158,-1.93447,-42.526066
"Taiwan, China",TWN,2016,0.8802445,1.361005,0.9256644,1.28786,1.141401,1.00935,23.1829626
"Taiwan, China",TWN,2017,0.9674955,1.266099,0.8647215,1.372124,1.141149,1.01574,23.288383
"Taiwan, China",TWN,2018,1.028268,1.36093,0.8462771,1.381821,1.112381,0.9454338,23.2185232
"Taiwan, China",TWN,2019,1.052174,1.43642,0.7884589,1.402878,1.141316,0.9778342,23.5901548
"Taiwan, China",TWN,2020,1.156046,1.585903,0.7660569,1.370848,1.270575,1.102084,24.8713476
Tajikistan,TJK,2016,-1.14638,-1.026927,-0.7777599,-1.093137,-1.148247,-1.689523,-25.2356506
Tajikistan,TJK,2017,-1.331715,-1.107547,-0.6735291,-1.058203,-1.349738,-1.721339,-25.6489744
Tajikistan,TJK,2018,-1.405362,-1.093717,-0.7474654,-1.047202,-1.278814,-1.701238,-25.8039886
Tajikistan,TJK,2019,-1.320806,-1.048751,-0.5208747,-1.01063,-1.227982,-1.796872,-24.9337278
Tajikistan,TJK,2020,-1.320146,-0.7100464,-0.5178772,-1.017401,-1.217985,-1.783667,-23.848932
Tanzania,TZA,2016,-0.5067786,-0.5457509,-0.4409948,-0.4353084,-0.3768395,-0.2219924,-8.300125
Tanzania,TZA,2017,-0.462876,-0.6317972,-0.5619287,-0.5779683,-0.4476728,-0.2773875,-10.0706977
Tanzania,TZA,2018,-0.4415197,-0.7537562,-0.570935,-0.6239105,-0.554099,-0.3867174,-11.4220039
Tanzania,TZA,2019,-0.4008237,-0.8793442,-0.3735242,-0.6408716,-0.5778359,-0.5248889,-11.8653041
Tanzania,TZA,2020,-0.3900995,-0.7727987,-0.4095079,-0.657513,-0.6031871,-0.7138085,-12.9102298
Thailand,THA,2016,-0.3888684,0.3417524,-0.9885814,0.1680702,-0.0049648,-1.023132,-9.010211
Thailand,THA,2017,-0.3881467,0.3820223,-0.7528449,0.1410585,0.0373115,-1.045534,-8.1722061
Thailand,THA,2018,-0.3968431,0.3478801,-0.7996719,0.1023715,0.0227488,-1.022456,-8.5488632
Thailand,THA,2019,-0.4113744,0.3565671,-0.4836834,0.1164975,0.1031694,-0.8468075,-6.0829692
Thailand,THA,2020,-0.4222212,0.3007005,-0.6245449,0.1833952,0.1213088,-0.8098914,-6.2615841
Timor-Leste,TLS,2016,-0.510558,-1.014373,-0.0105038,-0.9773058,-1.158385,0.2208168,-8.8262634
Timor-Leste,TLS,2017,-0.543368,-0.9976667,0.0715113,-0.7369812,-1.162094,0.3432258,-6.5813361
Timor-Leste,TLS,2018,-0.4615829,-0.9660568,0.2340893,-0.791912,-1.127586,0.3135072,-6.0910818
Timor-Leste,TLS,2019,-0.3830416,-0.8858545,0.2336398,-0.7848517,-1.11124,0.3573884,-5.3802556
Timor-Leste,TLS,2020,-0.3236951,-0.80157,0.177466,-0.7758869,-1.172515,0.3716898,-5.1640469
Togo,TGO,2016,-0.6772624,-1.068596,-0.1723536,-0.7933024,-0.6337274,-0.544174,-13.1150106
Togo,TGO,2017,-0.7149166,-1.122198,-0.882036,-0.7883667,-0.715842,-0.6237714,-16.7248751
Togo,TGO,2018,-0.7347275,-1.052646,-0.8939125,-0.6510134,-0.5895712,-0.7636091,-16.6293358
Togo,TGO,2019,-0.7546404,-0.9173684,-0.9195643,-0.6785822,-0.588656,-0.7409773,-16.367074
Togo,TGO,2020,-0.7368346,-0.690933,-0.9249914,-0.5908297,-0.6609387,-0.7467294,-15.3418974
Tonga,TON,2016,-0.4450608,-0.2822334,0.917815,-0.4052489,0.2584811,0.6427538,4.0231976
Tonga,TON,2017,-0.182631,-0.2221107,0.7902956,-0.3959075,0.2669213,0.6030468,4.0352529
Tonga,TON,2018,-0.0714803,0.1503263,0.8651862,-0.3497502,0.384106,0.6459597,6.2798763
Tonga,TON,2019,-0.3470466,0.1606909,1.032307,-0.3276921,0.460519,0.6330363,6.5374838
Tonga,TON,2020,-0.3533451,0.1563914,1.019067,-0.3949929,0.4389693,0.6396024,6.1403712
Trinidad and Tobago,TTO,2016,-0.2401665,0.227521,0.286352,0.0867226,-0.1541808,0.5585466,4.9783498
Trinidad and Tobago,TTO,2017,-0.3288649,0.2087561,0.2765044,0.1222486,-0.0867845,0.5548863,4.9283324
Trinidad and Tobago,TTO,2018,-0.3162641,0.1942115,0.2376814,-0.1057298,-0.120081,0.5374645,3.4768889
Trinidad and Tobago,TTO,2019,-0.2034451,0.0991704,0.1008337,-0.1511111,-0.1198971,0.598372,3.0087352
Trinidad and Tobago,TTO,2020,-0.1149029,0.1799108,0.1775635,-0.1389572,-0.1256215,0.6444309,4.0663585
Tunisia,TUN,2016,-0.1347428,-0.2291936,-1.141327,-0.4700933,-0.0031901,0.3045838,-6.0485282
Tunisia,TUN,2017,-0.1285137,-0.0985326,-1.024682,-0.3971246,0.0586774,0.1625191,-5.6031842
Tunisia,TUN,2018,-0.0553238,-0.103091,-0.8688817,-0.5147808,0.0387995,0.183877,-5.3272899
Tunisia,TUN,2019,-0.0855062,-0.1029492,-0.8699231,-0.4374437,0.0624796,0.256517,-4.5451893
Tunisia,TUN,2020,-0.0680283,-0.2039159,-0.6339517,-0.3649223,0.1375134,0.2730745,-3.3322622
Turkey,TUR,2016,-0.1914557,0.0482446,-2.009063,0.1961425,-0.2087604,-0.6071846,-11.1455851
Turkey,TUR,2017,-0.1944939,0.0732635,-1.788514,0.0358436,-0.2548287,-0.7058599,-11.6340234
Turkey,TUR,2018,-0.3298205,0.0062523,-1.318893,0.0151102,-0.3175219,-0.851069,-11.264841
Turkey,TUR,2019,-0.3082614,0.0478893,-1.371728,-0.007641,-0.2826563,-0.8342999,-11.2864276
Turkey,TUR,2020,-0.3407802,-0.0440451,-1.18776,-0.0106597,-0.3586216,-0.8616992,-11.146851
Turkmenistan,TKM,2016,-1.518446,-1.126665,-0.1896925,-2.090988,-1.490112,-2.170843,-32.145767
Turkmenistan,TKM,2017,-1.475602,-1.214653,-0.1259023,-1.996331,-1.481706,-2.159949,-31.5218272
Turkmenistan,TKM,2018,-1.499961,-1.282505,-0.0128366,-2.003166,-1.465324,-2.154146,-31.3048134
Turkmenistan,TKM,2019,-1.510924,-1.157497,-0.1852784,-1.956706,-1.415011,-2.185215,-31.5452836
Turkmenistan,TKM,2020,-1.542138,-1.157503,-0.2890817,-1.992943,-1.406723,-2.032845,-31.2816198
Tuvalu,TUV,2016,0.030646,-0.9257045,1.413419,-0.5901173,0.4657974,1.0818,6.9438654
Tuvalu,TUV,2017,0.035612,-0.74608,1.241721,-0.7858735,0.5117167,1.080547,5.8654992
Tuvalu,TUV,2018,0.0284043,-0.6643421,1.417627,-0.5861989,0.5117694,1.112811,7.9919312
Tuvalu,TUV,2019,0.4090157,-0.6488501,1.196917,-0.5577604,0.4823242,1.19603,8.5288513
Tuvalu,TUV,2020,0.4863857,-0.6513966,1.182583,-0.49174,0.5269589,1.175454,8.8698965
