Year,Country_Name,Country_Code,Current_GDP,GDP_growth_annual,GDP_per_capita,Land_area,Weighted_gdp
2019,Lebanon,LBN,51953744507,-7.15724707,7578.172368,10230,-16.55599459
2020,Lebanon,LBN,31735217785,-21.46426628,4649.547646,10230,-78.44382003
2016,Lesotho,LSO,2114323794,3.588364597,1018.931093,30360,16.0157891
2017,Lesotho,LSO,2306843529,-3.141949946,1102.94441,30360,-10.77223759
2018,Lesotho,LSO,2514146888,-1.223137311,1192.48432,30360,-2.954988863
2019,Lesotho,LSO,2366213069,-0.381431982,1113.37214,30360,0.286411468
2020,Lesotho,LSO,1875227642,-9.614037019,875.353433,30360,-37.02140555
2016,Liberia,LBR,3398419600,-1.554958617,740.914906,96320,-4.894687597
2017,Liberia,LBR,3390703400,2.45515592,721.085044,96320,11.11436669
2018,Liberia,LBR,3422754800,1.157575122,710.2659984,96320,5.906951162
2019,Liberia,LBR,3319596500,-2.467297635,672.3404992,96320,-8.652702112
2020,Liberia,LBR,3201187800,-2.982916281,632.9363856,96320,-10.77769733
2016,Libya,LBY,26197143268,-2.79546889,4035.196802,1759540,-2.055463648
2017,Libya,LBY,37883243650,26.68090263,5756.699325,1759540,118.5888863
2018,Libya,LBY,52607888718,15.13279989,7877.12461,1759540,75.77039189
2019,Libya,LBY,52091152228,2.535953478,7685.948132,1759540,25.07974156
2020,Libya,LBY,25418916029,-31.30000005,3699.294765,1759540,-116.6062841
2016,Lithuania,LTU,43018087238,2.518828273,14998.12506,62642,33.96618701
2017,Lithuania,LTU,47640770634,4.282596951,16843.69965,62641,43.94849131
2018,Lithuania,LTU,53724663843,3.993310328,19176.81215,62630,46.49210783
2019,Lithuania,LTU,54697379017,4.573771737,19575.76848,62630,49.44670025
2020,Lithuania,LTU,56546957475,-0.132431461,20233.64135,62630,31.66555765
2016,Low & middle income,LMY,2.69453E+13,4.61461561,4339.347951,94132254.24,200.9664771
2017,Low & middle income,LMY,2.95959E+13,5.168628802,4705.596406,94131711.23,206.7884357
2018,Low & middle income,LMY,3.14124E+13,4.828861035,4933.137291,94120894.43,207.8473374
2019,Low & middle income,LMY,3.22202E+13,3.989481259,4999.985276,94120894.43,205.5181793
2020,Low & middle income,LMY,3.09932E+13,-1.352160949,4754.8241,94120894.43,182.3622048
2016,Low income,LIC,3.87204E+11,2.219230176,646.1046361,14953599.34,33.35523652
2017,Low income,LIC,4.09138E+11,3.132787385,665.3024541,14953573.03,37.06486672
2018,Low income,LIC,4.25615E+11,3.543556322,674.3506031,14953572.23,38.74108234
2019,Low income,LIC,4.4844E+11,4.416360912,692.1752812,14953572.23,42.28658728
2020,Low income,LIC,4.5973E+11,0.621414106,691.1683328,14953572.23,27.11809842
2016,Lower middle income,LMC,6.73746E+12,5.936798517,2139.539533,25599991.4,74.22627042
2017,Lower middle income,LMC,7.24652E+12,5.179460909,2268.424167,25599710.4,71.98187401
2018,Lower middle income,LMC,7.34692E+12,4.610893635,2267.546848,25599745,69.82092657
2019,Lower middle income,LMC,7.73577E+12,3.564290579,2354.578725,25599745,66.21635806
2020,Lower middle income,LMC,7.38477E+12,-3.415832133,2217.214884,25599745,37.67755852
2016,Luxembourg,LUX,62174650367,4.978190437,106826.7264,2430,189.1178024
2017,Luxembourg,LUX,65549868207,1.317187663,109921.0314,2430,179.3766139
2018,Luxembourg,LUX,71250208996,2.00437712,117197.4817,2430,193.652109
2019,Luxembourg,LUX,70195715496,3.283806756,113218.7133,2430,192.4693544
2020,Luxembourg,LUX,73353132794,-1.776240229,116014.6025,2430,176.6592821
2016,"Macao SAR, China",MAC,45070605746,-0.6789426,73545.75824,30.5,113.7749228
2017,"Macao SAR, China",MAC,50440941939,9.983192244,81019.47377,30.8,168.2621376
2018,"Macao SAR, China",MAC,55284360483,6.464613521,87526.07999,32.9,164.4947515
2019,"Macao SAR, China",MAC,55204758070,-2.511980044,86197.36569,32.9,126.4846382
2020,"Macao SAR, China",MAC,25586111076,-54.01140215,39403.13591,32.9,-153.6324735
2016,Madagascar,MDG,11848613735,3.993146064,475.9555568,581800,17.63503337
2017,Madagascar,MDG,13176313594,3.933307595,515.2933234,581800,17.45947605
2018,Madagascar,MDG,13760033097,3.194356515,523.9459714,581800,14.51803738
2019,Madagascar,MDG,14104664515,4.41123213,522.9895243,581800,19.38441913
2020,Madagascar,MDG,13056079982,-7.140611591,471.4914963,581800,-26.90568596
2016,Malawi,MWI,5433040160,2.484040625,315.7779871,94280,10.58740771
2017,Malawi,MWI,8943543677,4.000030517,506.1372944,94280,16.95675698
2018,Malawi,MWI,9880675786,4.391688296,544.5934354,94280,18.58534284
2019,Malawi,MWI,11025357838,5.448181336,591.8463896,94280,22.88743405
2020,Malawi,MWI,12182348213,0.799998331,636.8205368,94280,4.367227287
2016,Malaysia,MYS,3.01255E+11,4.449781398,9817.78709,328550,34.1925052
2017,Malaysia,MYS,3.19112E+11,5.81272241,10259.30481,328550,40.36368116
2018,Malaysia,MYS,3.58792E+11,4.84305661,11380.08209,328550,38.30476863
2019,Malaysia,MYS,3.65276E+11,4.439471288,11432.823,328550,36.78133315
2020,Malaysia,MYS,3.37006E+11,-5.646944836,10412.34898,328550,-5.21225078
2016,Maldives,MDV,4379136462,6.338300636,9209.443564,300,39.93924804
2017,Maldives,MDV,4754175869,7.209910123,9577.346946,300,44.00858657
2018,Maldives,MDV,5300962660,8.123128908,10279.07998,300,48.77308448
2019,Maldives,MDV,5607762625,6.883688846,10561.61351,300,44.26298757
2020,Maldives,MDV,3742769967,-33.4999021,6924.105745,300,-123.0324841
2016,Mali,MLI,14026048691,5.852299199,780.7235695,1220190,26.53911374
2017,Mali,MLI,15365714371,5.305456084,830.0215153,1220190,24.43132067
2018,Mali,MLI,17070866299,4.746484327,894.8047765,1220190,22.29994708
2019,Mali,MLI,17280251194,4.756160808,879.0431873,1220190,22.31393804
2020,Mali,MLI,17465392916,-1.235450447,862.4530188,1220190,-1.678561458
2016,Malta,MLT,11721521913,4.090917429,25741.44606,320,57.13194162
2017,Malta,MLT,13221298308,8.119425289,28250.69777,320,77.22038537
2018,Malta,MLT,14864712990,5.179224796,30672.29224,320,69.29537895
2019,Malta,MLT,15215714309,5.539566337,30186.19596,320,69.96754818
2020,Malta,MLT,14647384608,-7.001129615,27884.64283,320,16.16024847
2016,Marshall Islands,MHL,201510900,1.313258123,3490.998389,180,10.78056102
2017,Marshall Islands,MHL,213204100,3.250554809,3672.576783,180,18.81723982
2018,Marshall Islands,MHL,221588900,3.574750982,3793.550983,180,20.30556296
2019,Marshall Islands,MHL,239462200,6.644663737,4073.10983,180,33.02783778
2020,Marshall Islands,MHL,244462400,-2.207605402,4129.850998,180,-2.291399264
2016,Mauritania,MRT,6398744505,1.260909224,1536.854888,1030700,9.070346195
2017,Mauritania,MRT,6799075419,6.270545694,1587.611263,1030700,29.18970779
2018,Mauritania,MRT,7354430040,4.526746225,1670.204165,1030700,22.34590691
2019,Mauritania,MRT,7889662452,5.75993059,1743.302901,1030700,27.39498703
2020,Mauritania,MRT,7913680231,-1.763321794,1701.991163,1030700,-2.763400678
2016,Mauritius,MUS,12232463656,3.837932654,9681.618567,2030,30.6969641
2017,Mauritius,MUS,13259351418,3.814152108,10484.90836,2030,31.87479973
2018,Mauritius,MUS,14181951059,3.759677227,11208.34382,2030,32.80331188
2019,Mauritius,MUS,14045808843,3.012375903,11097.16898,2030,29.63793678
2020,Mauritius,MUS,10920606198,-14.89468757,8627.843157,2030,-45.90337407
2016,Mexico,MEX,1.07849E+12,2.630532425,8744.515559,1943950,28.58992209
2017,Mexico,MEX,1.15891E+12,2.113129135,9287.849587,1943950,27.47236656
2018,Mexico,MEX,1.22241E+12,2.194994725,9686.984927,1943950,28.50425781
2019,Mexico,MEX,1.26943E+12,-0.176599456,9950.45008,1943950,19.48870653
2020,Mexico,MEX,1.07392E+12,-8.309034659,8329.271313,1943950,-15.83099383
2016,"Micronesia, Fed. Sts.",FSM,332265200,0.900180417,3014.700358,700,8.375114815
2017,"Micronesia, Fed. Sts.",FSM,366666800,2.682185944,3289.642117,700,15.93846973
2018,"Micronesia, Fed. Sts.",FSM,401932300,0.2116536,3568.291016,700,6.497543372
2019,"Micronesia, Fed. Sts.",FSM,408057100,1.174799228,3585.392449,700,10.37720822
2020,"Micronesia, Fed. Sts.",FSM,410083600,-1.765415152,3565.293294,700,-1.415468384
2016,Middle East & North Africa,MEA,3.10514E+12,4.584012413,7161.033137,11223348,50.49196976
2017,Middle East & North Africa,MEA,3.22552E+12,1.659198446,7309.14272,11223349,39.16467396
2018,Middle East & North Africa,MEA,3.36828E+12,1.475677069,7502.176788,11223349,38.89923933
2019,Middle East & North Africa,MEA,3.40615E+12,1.16101939,7458.022736,11223349,37.6139445
2020,Middle East & North Africa,MEA,3.03558E+12,-3.987742524,6534.395623,11223349,15.13341242
2016,Middle East & North Africa (excluding high income),MNA,1.4039E+12,6.714220549,3791.302622,8641089,47.76097715
2017,Middle East & North Africa (excluding high income),MNA,1.38469E+12,2.816720599,3676.931343,8641089,31.96796882
2018,Middle East & North Africa (excluding high income),MNA,1.32022E+12,0.599138759,3447.444185,8641089,22.66068606
2019,Middle East & North Africa (excluding high income),MNA,1.34354E+12,0.556792432,3449.765626,8641089,22.52160575
2020,Middle East & North Africa (excluding high income),MNA,1.19575E+12,-3.487914766,3018.433655,8641089,5.491112005
2016,Middle East & North Africa (IDA & IBRD countries),TMN,1.38849E+12,6.692319274,3794.449568,8635069,47.65149725
2017,Middle East & North Africa (IDA & IBRD countries),TMN,1.36856E+12,2.831242058,3677.608552,8635069,31.99944452
2018,Middle East & North Africa (IDA & IBRD countries),TMN,1.30394E+12,0.592702744,3446.056905,8635069,22.60489362
2019,Middle East & North Africa (IDA & IBRD countries),TMN,1.3264E+12,0.548480373,3447.243891,8635069,22.4555345
2020,Middle East & North Africa (IDA & IBRD countries),TMN,1.18018E+12,-3.404155854,3015.703551,8635069,5.794783911
2016,Middle income,MIC,2.6558E+13,4.651009919,4733.851353,79178654.9,178.2811737
2017,Middle income,MIC,2.9186E+13,5.198841618,5143.322474,79178138.2,184.121057
2018,Middle income,MIC,3.09856E+13,4.84756093,5401.503494,79167322.2,185.163141
2019,Middle income,MIC,3.17711E+13,3.983347831,5481.373758,79167322.2,182.7297299
2020,Middle income,MIC,3.05353E+13,-1.379661305,5216.947891,79167322.2,159.4478728
2016,Moldova,MDA,8071480541,4.408886724,2880.439281,32880,22.25573727
2017,Moldova,MDA,9669759987,4.69079339,3509.69345,32890,24.38145282
2018,Moldova,MDA,11456728401,4.301477742,4230.363037,32885.3,23.96720276
2019,Moldova,MDA,11970233940,3.683404261,4491.688827,32885.3,21.90923168
2020,Moldova,MDA,11915547263,-6.969047157,4547.059721,32885.3,-20.61297209
2016,Monaco,MCO,6472990923,3.451551047,170028.6557,2.027,283.0065102
2017,Monaco,MCO,6431314957,-3.500961422,167517.0597,2.027,251.2200016
2018,Monaco,MCO,7194024563,5.95627042,185978.6093,2.027,318.2785099
2019,Monaco,MCO,7383745662,6.905665492,189487.1471,2.027,327.6310971
2020,Monaco,MCO,6816219303,-11.75277338,173688.1894,2.027,227.9834544
2016,Mongolia,MNG,11181350461,1.489784485,3658.3903,1557255.4,14.16052345
2017,Mongolia,MNG,11480847745,5.63687639,3687.100003,1557255.4,30.79468689
2018,Mongolia,MNG,13178094459,7.74488062,4156.84697,1557255,39.97235458
2019,Mongolia,MNG,14206359007,5.602244219,4404.84583,1557255,31.79562019
2020,Mongolia,MNG,13312981595,-4.557751973,4060.950518,1557255,-9.389847015
2016,Montenegro,MNE,4374128319,2.949280321,7028.936577,13450,22.95117448
2017,Montenegro,MNE,4844592067,4.716465276,7784.06529,13450,31.21598707
2018,Montenegro,MNE,5504166667,5.077888811,8845.914219,13450,34.34357577
2019,Montenegro,MNE,5542674317,4.062944992,8910.650834,13450,30.38633683
2020,Montenegro,MNE,4769860741,-15.30689376,7677.152226,13450,-49.0468014
2016,Morocco,MAR,1.03312E+11,1.05985639,2896.722196,446300,9.630399706
2017,Morocco,MAR,1.09683E+11,4.254603273,3035.454433,446300,22.63630658
2018,Morocco,MAR,1.18096E+11,3.148502656,3226.982794,446300,18.52474376
2019,Morocco,MAR,1.1987E+11,2.607935495,3235.00066,446300,16.37719526
2020,Morocco,MAR,1.14725E+11,-6.29325316,3058.691689,446300,-19.51257125
2016,Mozambique,MOZ,11936999283,3.824214319,428.9266729,786380,17.1997937
2017,Mozambique,MOZ,13219084261,3.741317593,461.4150941,786380,16.92110724
2018,Mozambique,MOZ,14845870051,3.44381384,503.3179252,786380,15.7992914
2019,Mozambique,MOZ,15384701798,2.31460601,506.6416391,786380,11.28833759
2020,Mozambique,MOZ,14019446610,-1.233905711,448.5442807,786380,-2.999249324
2016,Myanmar,MMR,60291738935,10.50778078,1136.610665,653080,44.90455385
2017,Myanmar,MMR,61449391917,5.7500645,1151.114462,652790,25.89752714
2018,Myanmar,MMR,67144726168,6.404977325,1250.173691,652790,28.68051497
2019,Myanmar,MMR,68697761477,6.750460146,1271.111575,652790,30.09736906
2020,Myanmar,MMR,79852046611,3.1737744,1467.604281,652790,16.11445528
2016,Namibia,NAM,10721994677,0.03379445,4546.986688,823290,8.613328721
2017,Namibia,NAM,12895153160,-1.027250827,5367.114674,823290,5.670073011
2018,Namibia,NAM,13682062249,1.059943471,5588.392864,823290,14.37008107
2019,Namibia,NAM,12496781720,-0.88809916,5009.685904,823290,5.660336075
2020,Namibia,NAM,10619194505,-8.500149038,4179.278066,823290,-26.10472658
2016,Nauru,NRU,99723394.96,3.571428571,9521.042101,20,29.35977121
2017,Nauru,NRU,109359680.2,-5.747126437,10339.38548,20,-6.618819532
2018,Nauru,NRU,124021393.7,6.097560976,11614.66508,20,42.77899609
2019,Nauru,NRU,118724073.8,0,11029.73558,20,17.46267358
2020,Nauru,NRU,114626625.6,1.149425287,10580.26819,20,21.3487639
2016,Nepal,NPL,24524098184,0.433113719,899.523581,143350,3.405217169
2017,Nepal,NPL,28971589213,8.977279356,1048.453755,143350,37.82274797
2018,Nepal,NPL,33111525183,7.622376105,1178.525932,143350,32.61379562
2019,Nepal,NPL,34186180695,6.657055428,1194.956876,143350,28.77975395
2020,Nepal,NPL,33657175561,-2.088378695,1155.142854,143350,-6.265621039
2016,Netherlands,NLD,7.83528E+11,2.191713719,46007.85292,33670,82.55402851
2017,Netherlands,NLD,8.3181E+11,2.910902513,48554.99228,33670,89.51860407
2018,Netherlands,NLD,9.13597E+11,2.360915095,53018.62936,33670,94.47897601
2019,Netherlands,NLD,9.10194E+11,1.955588416,52476.27325,33670,91.99511399
2020,Netherlands,NLD,9.13865E+11,-3.798635993,52397.11671,33670,68.8570863
2016,New Zealand,NZL,1.88943E+11,3.730079893,40080.49411,263310,78.99758813
2017,New Zealand,NZL,2.06951E+11,3.613281553,42992.89527,263310,83.16193257
2018,New Zealand,NZL,2.12226E+11,3.20574788,43306.07,263310,82.03364667
2019,New Zealand,NZL,2.12891E+11,1.633932613,42755.21626,263310,74.87502226
2020,New Zealand,NZL,2.10701E+11,1.862851533,41441.46667,263310,73.70824106
2016,Nicaragua,NIC,13286083645,4.562954429,2107.57406,120340,21.78894542
2017,Nicaragua,NIC,13785876629,4.632533981,2159.156714,120340,22.14950111
2018,Nicaragua,NIC,13025239912,-3.363687646,2014.575189,120340,-10.0651585
2019,Nicaragua,NIC,12611218627,-3.674794578,1926.699694,120340,-11.44918535
2020,Nicaragua,NIC,12621505383,-1.977329393,1905.261152,120340,-4.693254806
2016,Niger,NER,10398862245,5.740893151,500.2149113,1266700,25.71681798
2017,Niger,NER,11185102400,5.001359945,517.7715723,1266700,22.78737909
2018,Niger,NER,12808660528,7.210803008,570.723922,1266700,31.71084066
2019,Niger,NER,12916455161,5.941396863,554.0993893,1266700,26.60701887
2020,Niger,NER,13741378450,3.580006403,567.6698923,1266700,17.18388417
2016,Nigeria,NGA,4.0465E+11,-1.61686895,2176.002772,910770,-1.158632935
2017,Nigeria,NGA,3.75746E+11,0.80588662,1968.565398,910770,8.170963228
2018,Nigeria,NGA,3.9719E+11,1.922757342,2027.778549,910770,12.75668201
2019,Nigeria,NGA,4.4812E+11,2.208429277,2229.858652,910770,14.2774676
2020,Nigeria,NGA,4.32294E+11,-1.794253082,2097.092473,910770,-1.961533568
2016,North America,NAC,2.028E+13,1.654818141,56451.5175,18113064,147.0291392
2017,North America,NAC,2.11994E+13,2.388332081,58605.34429,18113064,154.4231239
2018,North America,NAC,2.23444E+13,2.978078505,61391.26977,18113064,162.5004305
2019,North America,NAC,2.31827E+13,2.138541211,63342.98218,18113064,163.1895964
2020,North America,NAC,2.26053E+13,-3.548586605,61502.09595,18113064,136.8671511
2016,North Macedonia,MKD,10672471861,2.848205194,5149.589074,25220,19.59675809
2017,North Macedonia,MKD,11307058382,1.081772738,5450.492881,25220,13.00815012
2018,North Macedonia,MKD,12683070061,2.88059671,6108.740108,25220,21.2471681
2019,North Macedonia,MKD,12606338449,3.910419538,6070.388054,25220,25.30565201
2020,North Macedonia,MKD,12263710123,-5.208444057,5917.262575,25220,-11.41262509
2016,Northern Mariana Islands,MNP,1230000000,29.21212121,21891.18479,460,151.5091773
2017,Northern Mariana Islands,MNP,1560000000,23.17073171,27584.74351,460,136.358157
2018,Northern Mariana Islands,MNP,1302000000,-19.34501142,22886.67405,460,-41.14319164
2019,Northern Mariana Islands,MNP,1182000000,-11.14258735,20659.64029,460,-11.85951862
2020,Northern Mariana Islands,MNP,993000000,-28.29924687,17197.08868,460,-85.96835643
2016,Norway,NOR,3.68827E+11,1.071558977,70460.56053,365145.73,116.8240029
2017,Norway,NOR,3.98394E+11,2.323290208,75496.75406,365122.96,129.8380637
2018,Norway,NOR,4.37E+11,1.118828479,82267.80932,365107.85,135.7843559
2019,Norway,NOR,4.04941E+11,0.745798219,75719.7529,365107.85,123.8886059
2020,Norway,NOR,3.62198E+11,-0.717182669,67329.67779,365107.85,104.7045293
2016,OECD members,OED,4.8398E+13,1.851697927,36072.08446,35507743.36,174.4313897
2017,OECD members,OED,5.05016E+13,2.5089281,37407.26433,35507720.04,181.5764442
2018,OECD members,OED,5.34691E+13,2.373009707,39372.83592,35511888.36,187.5398632
2019,OECD members,OED,5.39831E+13,1.741390627,39552.6618,35511888.36,185.8851248
2020,OECD members,OED,5.23927E+13,-4.469142563,38218.87237,35511888.36,157.1150597
2016,Oman,OMN,75128738622,5.046423946,16772.73921,309500,47.30275345
2017,Oman,OMN,80856697009,0.304057566,17329.18546,309500,29.22080638
2018,Oman,OMN,91505851756,1.287103915,18947.3665,309500,35.72709072
2019,Oman,OMN,88060858257,-1.129206457,17700.70349,309500,24.0841723
2020,Oman,OMN,73971391417,-3.20093599,14485.38612,309500,10.69060696
2016,Other small states,OSS,3.65871E+11,2.985016112,12384.39739,2031704,35.09185535
2017,Other small states,OSS,3.98012E+11,1.237858633,13201.51869,2031705,29.43361439
2018,Other small states,OSS,4.4155E+11,2.209113589,14354.44671,2032281,35.19457884
2019,Other small states,OSS,4.32772E+11,2.096898089,13799.58669,2032281,33.85722772
2020,Other small states,OSS,3.75853E+11,-5.107580294,11766.97374,2032281,1.756239147
2016,Pacific island small states,PSS,9456355296,3.729491329,3963.692373,64200,21.30296673
2017,Pacific island small states,PSS,10212037558,4.348110547,4220.256561,64200,24.18450434
2018,Pacific island small states,PSS,10656209173,2.917547276,4340.020744,64200,18.65237164
2019,Pacific island small states,PSS,10641343380,0.911326114,4270.411064,64200,10.51726252
2020,Pacific island small states,PSS,9530487872,-9.895311721,3768.543357,64200,-33.5051248
2016,Pakistan,PAK,2.78655E+11,5.526735845,1368.426961,770880,25.77804539
2017,Pakistan,PAK,3.04567E+11,5.554277437,1464.926195,770880,26.07058276
2018,Pakistan,PAK,3.14568E+11,5.836417498,1482.213067,770880,27.23793196
2019,Pakistan,PAK,2.79057E+11,1.144749605,1288.556325,770880,8.124106614
2020,Pakistan,PAK,2.6261E+11,-0.935389533,1188.859757,770880,-0.373073134
2016,Palau,PLW,298300000,-0.08336373,16835.986,460,26.32267754
2017,Palau,PLW,285300000,-3.283788455,16019.98989,460,12.22906175
2018,Palau,PLW,284700000,-0.107219442,15895.2599,460,24.73786198
2019,Palau,PLW,274200000,-1.896243292,15232.48708,460,16.53243887
2020,Palau,PLW,257700000,-9.737417943,14243.86469,460,-16.39748616
2016,Panama,PAN,57907695409,4.953434937,14343.98026,74120,42.70362581
2017,Panama,PAN,62202725204,5.591328274,15146.40851,74120,46.53052508
2018,Panama,PAN,64929409212,3.685344349,15544.99908,74177,39.54084779
2019,Panama,PAN,66984427150,2.979715461,15774.25494,74177,37.08364166
2020,Panama,PAN,53977036995,-17.944864,12509.83529,74177,-51.79782744
2016,Papua New Guinea,PNG,20759069103,5.489573153,2509.629637,452860,26.65223694
2017,Papua New Guinea,PNG,22742613554,3.534610818,2695.249009,452860,19.1285292
2018,Papua New Guinea,PNG,24109509853,-0.279252285,2801.371393,452860,4.042652919
2019,Papua New Guinea,PNG,24751344552,4.480430608,2820.306397,452860,23.11209574
2020,Papua New Guinea,PNG,24668899683,-3.5,2757.21753,452860,-8.909604452
2016,Paraguay,PRY,36089550659,4.268025833,5324.609068,397300,26.15478325
2017,Paraguay,PRY,38997129474,4.810078856,5678.869972,397300,28.88718895
2018,Paraguay,PRY,40225448341,3.204250341,5782.78455,397300,22.62979732
2019,Paraguay,PRY,37906944075,-0.401855101,5380.963322,397300,7.566556148
2020,Paraguay,PRY,35670301496,-0.565695447,5001.07276,397300,6.307189933
2016,Peru,PER,1.91896E+11,3.953318715,6204.996457,1280000,27.82618166
2017,Peru,PER,2.11007E+11,2.518835442,6710.507602,1280000,22.91040882
2018,Peru,PER,2.22575E+11,3.96915687,6957.793411,1280000,29.11641229
2019,Peru,PER,2.28471E+11,2.203974749,7027.612207,1280000,22.17295568
2020,Peru,PER,2.02014E+11,-11.14881188,6126.87454,1280000,-32.69447004
2016,Philippines,PHL,3.18627E+11,7.14945675,3073.654686,298170,34.28683917
2017,Philippines,PHL,3.28481E+11,6.930988326,3123.245642,298170,33.50273199
2018,Philippines,PHL,3.46842E+11,6.341485571,3252.110274,298170,31.3697101
2019,Philippines,PHL,3.76823E+11,6.118525663,3485.340844,298170,30.88136354
2020,Philippines,PHL,3.61489E+11,-9.573029875,3298.829586,298170,-32.19765802
2016,Poland,POL,4.7263E+11,3.141725778,12447.43959,306190,33.2848968
2017,Poland,POL,5.26509E+11,4.830656005,13864.68176,306190,42.34595263
2018,Poland,POL,5.87412E+11,5.353703355,15468.48222,306170,47.04683074
2019,Poland,POL,5.97281E+11,4.744950156,15732.20313,306170,45.04061627
2020,Poland,POL,5.96624E+11,-2.540658682,15720.99466,306170,15.87968607
2016,Portugal,PRT,2.06286E+11,2.019485396,19978.40121,91605.6,40.08471367
2017,Portugal,PRT,2.20811E+11,3.506345285,21437.3475,91605.6,48.35857459
2018,Portugal,PRT,2.42195E+11,2.849325934,23551.04829,91605.6,49.10137182
2019,Portugal,PRT,2.39987E+11,2.682759921,23330.81729,91605.6,48.08391214
2020,Portugal,PRT,2.28539E+11,-8.442456428,22176.29671,91605.6,1.742112811
2016,Post-demographic dividend,PST,4.56631E+13,1.770852815,41442.76238,31345078.86,173.0815349
2017,Post-demographic dividend,PST,4.75926E+13,2.381474518,43033.4408,31344837.84,180.2455125
2018,Post-demographic dividend,PST,5.04857E+13,2.280491612,45492.80202,31348558.26,187.0448192
2019,Post-demographic dividend,PST,5.09838E+13,1.7002241,45819.48008,31348558.26,185.8097827
2020,Post-demographic dividend,PST,4.95945E+13,-4.679619243,44475.18917,31348558.26,156.5755631
2016,Pre-demographic dividend,PRE,1.20555E+12,2.299667203,1385.784918,20270524.3,43.96520682
2017,Pre-demographic dividend,PRE,1.25867E+12,1.566307674,1407.096929,20270522.03,41.12615787
2018,Pre-demographic dividend,PRE,1.34463E+12,2.532169677,1462.374181,20270500.84,45.17525945
2019,Pre-demographic dividend,PRE,1.40774E+12,3.293799931,1489.822323,20270500.84,48.33730198
2020,Pre-demographic dividend,PRE,1.29315E+12,-3.071148477,1332.049211,20270500.84,22.4968609
2016,Puerto Rico,PRI,1.04337E+11,-1.263002925,30627.1634,8870,43.57035161
2017,Puerto Rico,PRI,1.03446E+11,-2.885954759,31108.76057,8870,37.84000125
2018,Puerto Rico,PRI,1.00925E+11,-4.147474747,31604.70151,8870,33.57622697
2019,Puerto Rico,PRI,1.04915E+11,1.484814635,32850.54861,8870,58.08239159
2020,Puerto Rico,PRI,1.03138E+11,-3.903305193,32290.92114,8870,35.64186992
2016,Qatar,QAT,1.51732E+11,3.064191884,57162.96801,11490,102.949326
2017,Qatar,QAT,1.61099E+11,-1.497604702,59124.86727,11490,87.81895616
2018,Qatar,QAT,1.83335E+11,1.234872202,65907.94844,11490,109.5133719
2019,Qatar,QAT,1.76371E+11,0.68824096,62276.42869,11490,101.5693968
2020,Qatar,QAT,1.44411E+11,-3.557603999,50124.38594,11490,65.31015246
2016,Romania,ROU,1.88129E+11,4.702997747,9548.587403,230080,34.49843817
2017,Romania,ROU,2.11695E+11,7.319448529,10807.00917,230080,46.98351318
2018,Romania,ROU,2.41457E+11,4.474523775,12398.98198,230080,38.15824596
2019,Romania,ROU,2.49882E+11,4.188260341,12899.34611,230080,37.8149993
2020,Romania,ROU,2.48716E+11,-3.930454057,12896.08862,230080,5.333652802
2016,Russian Federation,RUS,1.27679E+12,0.193690072,8704.898413,16376870,41.21818007
2017,Russian Federation,RUS,1.5742E+12,1.825790064,10720.33266,16376870,51.27709327
2018,Russian Federation,RUS,1.65733E+12,2.80724541,11287.35528,16376870,56.19556797
2019,Russian Federation,RUS,1.68745E+12,2.032982739,11497.64925,16376870,53.4658548
2020,Russian Federation,RUS,1.4835E+12,-2.951273899,10126.72179,16376870,31.12544192
2016,Rwanda,RWA,8690485823,5.970744298,744.7607488,24670,25.10998871
2017,Rwanda,RWA,9253098954,3.976289694,772.3169891,24670,17.17644039
2018,Rwanda,RWA,9640280084,8.579424541,783.6371628,24670,35.60734426
2019,Rwanda,RWA,10355974217,9.460682482,820.1492886,24670,39.19100009
2020,Rwanda,RWA,10333991456,-3.355472122,797.8555207,24670,-12.10893939
2016,Samoa,WSM,799493884.3,8.126249353,4109.663228,2830,39.01677017
2017,Samoa,WSM,832025574,1.042433719,4258.978767,2830,10.91794426
2018,Samoa,WSM,821286927.5,-1.233162407,4187.504729,2830,1.702388304
2019,Samoa,WSM,852007112.7,4.379825545,4322.868457,2830,24.36868587
2020,Samoa,WSM,807100820.6,-2.5926083,4067.843459,2830,-3.924861683
2016,San Marino,SMR,1468377272,2.344405861,43828.23246,60,78.76916358
2017,San Marino,SMR,1528630707,0.258265466,45399.02906,60,72.91158872
2018,San Marino,SMR,1655300873,1.544761129,48996.59225,60,83.75345303
2019,San Marino,SMR,1616369646,2.374701565,47731.20854,60,85.06978846
2020,San Marino,SMR,1709391014,-6.000155716,50111.41886,60,55.33886414
2016,Sao Tome and Principe,STP,345495615,4.164768974,1700.097997,960,19.35257843
2017,Sao Tome and Principe,STP,375614126.2,3.848980918,1813.807434,960,18.26948775
2018,Sao Tome and Principe,STP,412253809.7,2.945268909,1953.513257,960,14.87586673
2019,Sao Tome and Principe,STP,427425039.7,2.210855833,1987.579702,960,11.99216646
2020,Sao Tome and Principe,STP,472914469.9,3.089725555,2157.840446,960,15.77725765
2016,Saudi Arabia,SAU,6.44936E+11,1.670624758,19878.76384,2149690,42.19978754
2017,Saudi Arabia,SAU,6.88586E+11,-0.741502653,20802.46631,2149690,34.06355066
2018,Saudi Arabia,SAU,7.86522E+11,2.434110781,23337.01755,2149690,50.89059812
