Year,Country_Name,Country_Code,Current_GDP,GDP_growth_annual,GDP_per_capita,Land_area,Weighted_gdp
2020,"Egypt, Arab Rep.",EGY,3.65253E+11,3.569669475,3569.206841,995450,21.87860032
2016,El Salvador,SLV,24191430000,2.545926086,3805.995686,20720,16.26894945
2017,El Salvador,SLV,24979190000,2.246670039,3910.254403,20720,15.23788943
2018,El Salvador,SLV,26020850000,2.432287587,4052.624775,20720,16.20695291
2019,El Salvador,SLV,26896660000,2.382581398,4167.730939,20720,16.19136678
2020,El Salvador,SLV,24638720000,-8.581312158,3798.636521,20720,-28.25114392
2016,Equatorial Guinea,GNQ,11240808847,-8.816417232,9250.316493,28050,-20.56437019
2017,Equatorial Guinea,GNQ,12200913888,-5.667502957,9667.857801,28050,-7.306556581
2018,Equatorial Guinea,GNQ,13097012189,-6.236550982,10005.61679,28050,-9.046978293
2019,Equatorial Guinea,GNQ,11417278045,-5.978936905,8419.933336,28050,-10.52892728
2020,Equatorial Guinea,GNQ,10021856754,-4.893356474,7143.238705,28050,-8.209488628
2016,Estonia,EST,24056487771,3.155564814,18282.92339,43470,41.66253557
2017,Estonia,EST,26857880622,5.792044675,20387.28315,43470,55.54332033
2018,Estonia,EST,30474612057,4.133819798,23052.30126,43470,53.13386322
2019,Estonia,EST,31045591753,4.096342644,23397.12001,43470,53.53053089
2020,Estonia,EST,30650285472,-2.951069313,23027.027,43470,24.75449266
2016,Eswatini,SWZ,3816022047,1.062610193,3425.531957,17200,9.704642499
2017,Eswatini,SWZ,4402969226,2.026578156,3914.418484,17200,14.33519996
2018,Eswatini,SWZ,4665420239,2.371610521,4105.893683,17200,16.01877666
2019,Eswatini,SWZ,4495679481,2.61303529,3915.643467,17200,16.68307379
2020,Eswatini,SWZ,3972728948,-1.85052471,3424.282212,17200,-1.949696783
2016,Ethiopia,ETH,74296618481,9.433482658,717.1248698,1129304.039,40.69211269
2017,Ethiopia,ETH,81770791971,9.564189643,768.5230154,1129279.999,41.30481352
2018,Ethiopia,ETH,84269348327,6.816147797,771.5248663,1129300.39,30.32028339
2019,Ethiopia,ETH,95912590628,8.364085699,855.7608852,1129300.39,36.65869544
2020,Ethiopia,ETH,1.07645E+11,6.056617792,936.3404611,1129300.39,27.56979718
2016,Euro area,EMU,1.19645E+13,1.864543389,35139.82359,2678840.6,80.877995
2017,Euro area,EMU,1.26462E+13,2.613704509,37062.14036,2678829.05,87.69663678
2018,Euro area,EMU,1.36922E+13,1.832626591,40038.18717,2682452.479,90.48412285
2019,Euro area,EMU,1.34136E+13,1.564929992,39188.63654,2682452.479,87.75009142
2020,Euro area,EMU,1.3021E+13,-6.394221053,37967.80187,2682452.479,53.53239179
2016,Europe & Central Asia,ECS,2.04456E+13,1.969857214,22446.16875,27454601.39,109.0168004
2017,Europe & Central Asia,ECS,2.16489E+13,2.818593992,23670.07971,27454570.07,115.7235507
2018,Europe & Central Asia,ECS,2.32173E+13,2.172781601,25290.33145,27447886.69,117.4863622
2019,Europe & Central Asia,ECS,2.2934E+13,1.803888188,24906.43673,27447886.69,115.0794731
2020,Europe & Central Asia,ECS,2.21216E+13,-5.580397754,23955.30516,27447886.69,83.10871264
2016,Europe & Central Asia (excluding high income),ECA,2.96586E+12,1.755445573,7189.28646,22637353,56.62924581
2017,Europe & Central Asia (excluding high income),ECA,3.32988E+12,4.127844222,8026.773317,22637366,67.86048559
2018,Europe & Central Asia (excluding high income),ECA,3.42399E+12,3.227980625,8213.360066,22626524.3,64.64722452
2019,Europe & Central Asia (excluding high income),ECA,3.49393E+12,2.314428807,8343.550431,22626524.3,61.27900694
2020,Europe & Central Asia (excluding high income),ECA,3.2224E+12,-1.543960022,7668.524344,22626524.3,44.46666568
2016,Europe & Central Asia (IDA & IBRD countries),TEC,3.49078E+12,1.962641173,7677.400469,23000133,59.38857845
2017,Europe & Central Asia (IDA & IBRD countries),TEC,3.9126E+12,4.211475574,8562.5074,23000146,70.26695761
2018,Europe & Central Asia (IDA & IBRD countries),TEC,4.07365E+12,3.508360617,8876.153964,22989284.3,68.11826327
2019,Europe & Central Asia (IDA & IBRD countries),TEC,4.15345E+12,2.662220002,9013.795649,22989284.3,65.04275556
2020,Europe & Central Asia (IDA & IBRD countries),TEC,3.87673E+12,-1.776853311,8387.390693,22989284.3,45.97871946
2016,European Union,EUU,1.38852E+13,2.008319143,31168.43604,3996050.6,79.38603261
2017,European Union,EUU,1.47348E+13,2.813667733,33023.7909,3996029.05,86.51505705
2018,European Union,EUU,1.59715E+13,2.065582359,35737.30125,3999622.479,89.23669111
2019,European Union,EUU,1.56894E+13,1.816940715,35083.80749,3999622.479,86.88525561
2020,European Union,EUU,1.52919E+13,-5.955627684,34148.9199,3999622.479,53.86100436
2016,Fiji,FJI,4930204230,2.445652008,5651.272721,18270,18.76356798
2017,Fiji,FJI,5353404422,5.353364937,6101.02389,18270,31.1069584
2018,Fiji,FJI,5581371848,3.81235097,6317.41372,18270,25.28575576
2019,Fiji,FJI,5496264766,-0.445563044,6175.890653,18270,8.029940241
2020,Fiji,FJI,4533883782,-15.71180398,5057.631913,18270,-54.80657306
2016,Finland,FIN,2.40608E+11,2.811457767,43784.28396,303910,81.30849847
2017,Finland,FIN,2.55017E+11,3.19240963,46297.49635,303920,86.82774572
2018,Finland,FIN,2.7558E+11,1.141947509,49964.49991,303920,84.45505706
2019,Finland,FIN,2.68508E+11,1.220754143,48628.64176,303920,82.64724885
2020,Finland,FIN,2.69595E+11,-2.800135891,48744.98813,303920,66.74913161
2016,Fragile and conflict affected situations,FCS,1.40779E+12,2.186045989,1656.735971,19958955.34,43.69115219
2017,Fragile and conflict affected situations,FCS,1.44015E+12,1.918631794,1657.340925,19958631.03,42.65890692
2018,Fragile and conflict affected situations,FCS,1.57283E+12,2.74408837,1770.231058,19947735.23,46.27420702
2019,Fragile and conflict affected situations,FCS,1.66177E+12,3.054483251,1828.649338,19947735.23,47.70983785
2020,Fragile and conflict affected situations,FCS,1.50864E+12,-4.737796181,1622.216976,19947735.23,16.0390327
2016,France,FRA,2.47129E+12,1.095464404,37037.37419,547557,66.68500818
2017,France,FRA,2.58874E+12,2.291419994,38685.25849,547557,74.21192562
2018,France,FRA,2.78959E+12,1.865066071,41572.48501,547557,77.30699509
2019,France,FRA,2.72887E+12,1.842971814,40578.64429,547557,75.5758041
2020,France,FRA,2.63032E+12,-7.855256037,39030.36037,547557,34.21907343
2016,Gabon,GAB,14023890620,2.091442208,6984.419712,257670,19.83621018
2017,Gabon,GAB,14929488771,0.472642031,7230.434912,257670,13.75154003
2018,Gabon,GAB,16867325127,0.837916581,7959.007267,257670,16.36834211
2019,Gabon,GAB,16874405840,3.920808795,7766.996554,257670,28.39592369
2020,Gabon,GAB,15316826192,-1.83776093,6881.715192,257670,3.958270187
2016,"Gambia, The",GMB,1484579844,1.943359655,690.7804932,10120,8.884366461
2017,"Gambia, The",GMB,1504909753,4.822611249,679.7550717,10120,20.38394038
2018,"Gambia, The",GMB,1670670669,7.234890333,732.7207273,10120,30.11710233
2019,"Gambia, The",GMB,1812529105,6.15363195,772.0459142,10120,25.85449126
2020,"Gambia, The",GMB,1868086275,-0.215576043,773.0020701,10120,0.379236536
2016,Georgia,GEO,15141758567,2.90643878,4062.169888,69490,18.18130192
2017,Georgia,GEO,16242916916,4.842603225,4357.000936,69490,26.39399985
2018,Georgia,GEO,17599700091,4.842919885,4722.787783,69490,26.97593725
2019,Georgia,GEO,17477255562,4.982350475,4697.983652,69490,27.49424937
2020,Georgia,GEO,15846489611,-6.760439817,4266.690795,69490,-20.16160592
2016,Germany,DEU,3.4675E+12,2.229999868,42107.51727,349360,80.08292964
2017,Germany,DEU,3.68173E+12,2.680231114,44542.2952,349370,85.98331042
2018,Germany,DEU,3.97535E+12,1.086024514,47950.18081,349380,85.33723375
2019,Germany,DEU,3.88833E+12,1.055508247,46794.89929,349380,83.28672825
2020,Germany,DEU,3.84641E+12,-4.569616717,46208.42947,349380,59.80985396
2016,Ghana,GHA,56165172899,3.37346575,1971.956935,227540,17.03022355
2017,Ghana,GHA,60406382899,8.128894881,2074.290733,227540,36.2188004
2018,Ghana,GHA,67299280680,6.200077681,2260.860567,227540,28.80678433
2019,Ghana,GHA,68337537816,6.507774794,2246.625578,227540,30.01622131
2020,Ghana,GHA,68532281806,0.414443458,2205.529016,227540,5.57805342
2016,Greece,GRC,1.93017E+11,-0.487173294,17911.79938,128900,26.82843418
2017,Greece,GRC,1.99351E+11,1.09214912,18536.19072,128900,34.14150617
2018,Greece,GRC,2.11946E+11,1.668428636,19747.34258,128900,38.37852833
2019,Greece,GRC,2.05144E+11,1.803595256,19133.75776,128900,37.93998716
2020,Greece,GRC,1.88835E+11,-9.019129085,17622.541,128900,-7.762124387
2016,Greenland,GRL,2707146783,4.68195411,48181.87419,410450,95.64512743
2017,Greenland,GRL,2851610656,0.052728183,50765.69565,410450,81.21914868
2018,Greenland,GRL,3040414278,1.845848009,54270.82231,410450,93.94123316
2019,Greenland,GRL,2982247279,1.67877331,53041.30331,410450,91.32626784
2020,Greenland,GRL,2924080279,1.51169861,51811.78431,410450,88.71130252
2016,Grenada,GRD,1061640741,3.739651388,9628.259169,340,30.20400172
2017,Grenada,GRD,1125685185,4.438675669,10152.83281,340,33.83068791
2018,Grenada,GRD,1166523556,4.299405392,10466.88221,340,33.77086299
2019,Grenada,GRD,1212694407,0.7355827,10827.43529,340,20.08646009
2020,Grenada,GRD,1042100556,-13.70773068,9261.551876,340,-40.1661275
2016,Guam,GUM,5901000000,0.181983621,36214.00692,540,58.0702747
2017,Guam,GUM,6013000000,0.890099909,36601.91988,540,61.51701963
2018,Guam,GUM,6060000000,-0.720201656,36556.67491,540,55.00423427
2019,Guam,GUM,6364000000,2.538991658,38040.58699,540,70.3907152
2020,Guam,GUM,5844000000,-11.85001769,34624.34013,540,7.425410785
2016,Guatemala,GTM,66053725049,2.677802555,4173.301666,107160,17.55881624
2017,Guatemala,GTM,71654134379,3.079851491,4454.04815,107160,19.61789116
2018,Guatemala,GTM,73208583759,3.322097997,4478.424646,107160,20.62724569
2019,Guatemala,GTM,77020015201,3.866856575,4638.634943,107160,23.06428082
2020,Guatemala,GTM,77604632171,-1.519328029,4603.339617,107160,1.464329725
2016,Guinea,GIN,8595955581,10.82062144,732.2915119,245720,44.82983816
2017,Guinea,GIN,10324668267,10.30000049,855.5752706,245720,42.94451394
2018,Guinea,GIN,11857030337,6.358491927,955.1112811,245720,27.33781707
2019,Guinea,GIN,13513809258,5.646175568,1058.143368,245720,24.65356617
2020,Guinea,GIN,15681050917,6.988559971,1194.037865,245720,30.2407297
2016,Guinea-Bissau,GNB,1179004941,6.262805638,661.4578387,28120,26.14307875
2017,Guinea-Bissau,GNB,1350177128,5.919176626,738.5499449,28120,24.890812
2018,Guinea-Bissau,GNB,1504630121,1.283736703,802.7673851,28120,6.450899081
2019,Guinea-Bissau,GNB,1439638443,4.499999992,749.453747,28120,19.23147075
2020,Guinea-Bissau,GNB,1431758243,-2.399999999,727.5201717,28120,-8.403263902
2016,Guyana,GUY,4482697337,3.807918837,5811.397924,196850,24.74046796
2017,Guyana,GUY,4748174334,3.734374061,6124.95367,196850,24.94302001
2018,Guyana,GUY,4787636237,4.441013589,6145.819277,196850,27.80265805
2019,Guyana,GUY,5173760192,5.352627426,6609.51128,196850,32.18368118
2020,Guyana,GUY,5471256595,43.47955594,6955.939217,196850,185.2402069
2016,Haiti,HTI,13987693739,1.812468078,1290.380508,27560,9.351217285
2017,Haiti,HTI,15035560373,2.510271345,1369.063734,27560,12.26819991
2018,Haiti,HTI,16455034353,1.667810955,1479.345827,27560,9.074580247
2019,Haiti,HTI,14785839383,-1.684595081,1312.770636,27560,-4.60067538
2020,Haiti,HTI,14508218017,-3.343372612,1272.367992,27560,-11.30006884
2016,Heavily indebted poor countries (HIPC),HPC,6.68494E+11,4.423451767,905.3437711,19357335.24,49.68101911
2017,Heavily indebted poor countries (HIPC),HPC,7.20194E+11,5.004218502,948.7389983,19357309.95,52.13179051
2018,Heavily indebted poor countries (HIPC),HPC,7.68422E+11,4.345091512,984.8605238,19357325.11,49.60756972
2019,Heavily indebted poor countries (HIPC),HPC,7.89832E+11,4.418947623,985.1862838,19357325.11,49.92795904
2020,Heavily indebted poor countries (HIPC),HPC,7.97697E+11,0.381128608,968.6904998,19357325.11,33.75954872
2016,High income,HIC,4.90962E+13,1.82709096,41112.5094,34942329.89,182.2402763
2017,High income,HIC,5.13172E+13,2.377837435,42754.56422,34942307.87,189.5792246
2018,High income,HIC,5.45575E+13,2.351877378,45240.56275,34946338.29,197.1177951
2019,High income,HIC,5.50456E+13,1.763695621,45462.37168,34946338.29,195.6737156
2020,High income,HIC,5.34611E+13,-4.487604662,44003.41371,34946338.29,166.549132
2016,Honduras,HND,21566622850,3.892972197,2326.297278,111890,19.45175543
2017,Honduras,HND,22975415842,4.842913911,2436.671636,111890,23.42787807
2018,Honduras,HND,23900438564,3.84499477,2492.868968,111890,19.52623064
2019,Honduras,HND,24915522849,2.653066255,2556.456891,111890,14.8603495
2020,Honduras,HND,23662231634,-8.964760184,2389.012431,111890,-31.87748903
2016,"Hong Kong SAR, China",HKG,3.20838E+11,2.169494388,43731.10682,1050,78.28197972
2017,"Hong Kong SAR, China",HKG,3.41244E+11,3.791005986,46165.85651,1050,88.64607617
2018,"Hong Kong SAR, China",HKG,3.61692E+11,2.846447939,48542.68187,1050,88.65423367
2019,"Hong Kong SAR, China",HKG,3.63016E+11,-1.67975617,48354.47337,1050,70.25295456
2020,"Hong Kong SAR, China",HKG,3.46586E+11,-6.081467784,46323.86344,1050,49.41244104
2016,Hungary,HUN,1.28636E+11,2.191960369,13107.37791,91260,29.80706062
2017,Hungary,HUN,1.43136E+11,4.268557419,14623.69665,91260,40.53067495
2018,Hungary,HUN,1.60587E+11,5.359496489,16427.37276,91260,47.76997687
2019,Hungary,HUN,1.63526E+11,4.554063072,16735.65978,91260,45.03968663
2020,Hungary,HUN,1.55808E+11,-4.675686993,15980.74089,91260,6.91666927
2016,IBRD only,IBD,2.59858E+13,4.66947383,5526.653885,71070976.9,166.4792541
2017,IBRD only,IBD,2.86801E+13,5.206204101,6042.981493,71070991.2,172.5204513
2018,IBRD only,IBD,3.04789E+13,4.850668055,6366.562673,71071078.2,173.664938
2019,IBRD only,IBD,3.11841E+13,3.979380403,6461.334545,71071078.2,171.1350956
2020,IBRD only,IBD,2.99006E+13,-1.501036995,6149.361544,71071078.2,147.2537942
2016,Iceland,ISL,20793168031,6.303687107,61987.92636,100250,123.5333526
2017,Iceland,ISL,24728285177,4.194948829,72010.14903,100250,130.970285
2018,Iceland,ISL,26267063758,4.892180731,74469.80406,100830,137.6560396
2019,Iceland,ISL,24857740445,2.434823,68941.46223,100830,119.0724133
2020,Iceland,ISL,21718075725,-6.50391225,59270.18005,100830,68.00211138
2016,IDA & IBRD total,IBT,2.79441E+13,4.557698931,4461.24653,96071736.24,205.0571882
2017,IDA & IBRD total,IBT,3.07045E+13,5.12409418,4840.465332,96071433.23,211.0749998
2018,IDA & IBRD total,IBT,3.26238E+13,4.822949872,5080.875749,96060596.43,212.4261876
2019,IDA & IBRD total,IBT,3.34226E+13,3.979622132,5144.345338,96060596.43,210.0655031
2020,IDA & IBRD total,IBT,3.21393E+13,-1.402399848,4891.090255,96060596.43,186.6710247
2016,IDA blend,IDB,9.42118E+11,1.685486017,1795.212451,4384558,17.40775585
2017,IDA blend,IDB,9.25119E+11,2.854073248,1723.164886,4384557,21.94862384
2018,IDA blend,IDB,9.66188E+11,3.637637718,1759.496365,4384525,25.18725331
2019,IDA blend,IDB,9.98391E+11,2.338671221,1777.851069,4384525,20.05722156
2020,IDA blend,IDB,9.61669E+11,-1.320759928,1674.917871,4384525,5.214595759
2016,IDA only,IDX,1.01597E+12,4.610322123,979.6875448,20616201.34,52.88037242
2017,IDA only,IDX,1.10037E+12,5.258808501,1037.689587,20615885.03,55.6620417
2018,IDA only,IDX,1.17994E+12,5.252169389,1088.072474,20604993.23,55.78936198
2019,IDA only,IDX,1.24094E+12,5.530195817,1118.853957,20604993.23,57.01986342
2020,IDA only,IDX,1.27844E+12,1.009544864,1126.932467,20604993.23,38.99287164
2016,IDA total,IDA,1.95809E+12,3.143279009,1253.714436,25000759.34,55.26963907
2017,IDA total,IDA,2.02549E+12,4.069685864,1268.089953,25000442.03,59.0745061
2018,IDA total,IDA,2.14613E+12,4.4631218,1313.77412,24989518.23,60.8415383
2019,IDA total,IDA,2.23934E+12,3.982771814,1340.363459,24989518.23,59.06867168
2020,IDA total,IDA,2.23942E+12,-0.11019519,1310.67516,24989518.23,42.64990231
2016,India,IND,2.2948E+12,8.256305502,1732.554242,2973190,42.96449088
2017,India,IND,2.65147E+12,6.795383419,1980.66702,2973190,37.92093161
2018,India,IND,2.70111E+12,6.532989011,1996.915087,2973190,36.95376427
2019,India,IND,2.8705E+12,4.041554187,2100.751461,2973190,27.34586164
2020,India,IND,2.66025E+12,-7.251754782,1927.707823,2973190,-18.3414496
2016,Indonesia,IDN,9.31877E+11,5.033069183,3562.816334,1877519,29.72663146
2017,Indonesia,IDN,1.01562E+12,5.069785901,3837.578024,1877519,30.40413683
2018,Indonesia,IDN,1.04227E+12,5.17429154,3893.859578,1877519,30.94170217
2019,Indonesia,IDN,1.11909E+12,5.018159715,4135.201531,1877519,30.78699822
2020,Indonesia,IDN,1.05842E+12,-2.069543499,3869.588427,1877519,1.946380852
2016,"Iran, Islamic Rep.",IRN,4.17984E+11,13.39624262,5253.42656,1628760,64.88624993
2017,"Iran, Islamic Rep.",IRN,4.45345E+11,3.755196452,5520.314782,1628760,26.77585445
2018,"Iran, Islamic Rep.",IRN,2.94357E+11,-6.025971803,3598.483454,1628760,-15.56392625
2019,"Iran, Islamic Rep.",IRN,2.58245E+11,-6.78422367,3114.622753,1628760,-19.40422991
2020,"Iran, Islamic Rep.",IRN,2.03471E+11,3.388261665,2422.480657,1628760,20.12734721
2016,Iraq,IRQ,1.66602E+11,13.78737302,4550.658638,434128,63.21255663
2017,Iraq,IRQ,1.87218E+11,-1.819750351,4985.452879,434128,1.495980343
2018,Iraq,IRQ,2.27367E+11,2.633850991,5915.850854,434128,20.82926101
2019,Iraq,IRQ,2.35097E+11,5.957327503,5980.626918,434128,34.23454896
2020,Iraq,IRQ,1.66757E+11,-15.67309279,4145.862936,434128,-55.27001115
2016,Ireland,IRL,2.98725E+11,2.042232527,62818.96636,68890,108.0723816
2017,Ireland,IRL,3.34602E+11,8.940012772,69601.68388,68890,146.4430128
2018,Ireland,IRL,3.84854E+11,9.0301611,79068.97461,68890,161.8498036
2019,Ireland,IRL,3.99122E+11,4.917006978,80886.61574,68890,148.2912085
2020,Ireland,IRL,4.25889E+11,5.866975509,85267.76474,68890,159.057976
2016,Isle of Man,IMN,6846691871,6.952311475,82197.12677,570,157.9541458
2017,Isle of Man,IMN,6979581725,4.688811187,83477.83429,570,150.9279392
2018,Isle of Man,IMN,7491969313,2.213403992,89112.66772,570,149.9480813
2019,Isle of Man,IMN,7315388052,0.25486132,86481.55259,570,137.9480727
2020,Isle of Man,IMN,8137246754,-2.52550349,96028.20866,570,141.9420168
2016,Israel,ISR,3.19024E+11,4.462753818,37330.2618,21640,77.35068306
2017,Israel,ISR,3.55277E+11,4.377044428,40774.12961,21640,82.50164837
2018,Israel,ISR,3.73641E+11,3.983424594,42063.45313,21640,82.98942403
2019,Israel,ISR,3.97935E+11,3.77358981,43951.24773,21640,85.16662291
2020,Israel,ISR,4.07101E+11,-2.153428489,44168.94364,21640,61.81367785
2016,Italy,ITA,1.8758E+12,1.293462732,30939.71425,294140,56.75302782
2017,Italy,ITA,1.95695E+12,1.667859041,32326.67421,294140,60.5391512
2018,Italy,ITA,2.09091E+12,0.925810941,34605.26273,297730,61.33697116
2019,Italy,ITA,2.00938E+12,0.410278294,33641.63375,297730,57.65610179
2020,Italy,ITA,1.88871E+12,-8.9385925,31714.22095,297730,17.07129205
2016,Jamaica,JAM,14077109397,1.375223064,4843.7499,10830,13.20236076
2017,Jamaica,JAM,14808989993,0.997123062,5070.099503,10830,12.04915794
2018,Jamaica,JAM,15730793853,1.889923681,5359.993789,10830,16.08037976
2019,Jamaica,JAM,15830768550,0.892291654,5369.498371,10830,12.10501367
2020,Jamaica,JAM,13812425037,-10,4664.530242,10830,-32.58257806
2016,Japan,JPN,5.00368E+12,0.753826746,39400.73936,364500,71.67037948
2017,Japan,JPN,4.93084E+12,1.675331752,38891.08627,364500,74.46632481
2018,Japan,JPN,5.03689E+12,0.558851275,39808.16856,364500,71.5734575
2019,Japan,JPN,5.14878E+12,0.270304645,40777.6087,364500,72.08188394
2020,Japan,JPN,5.05776E+12,-4.585508281,40193.25244,364500,51.62952182
2016,Jordan,JOR,39892551127,1.994180849,4175.356602,88780,14.76942123
2017,Jordan,JOR,41408960845,2.087114551,4231.51828,88780,15.23180407
2018,Jordan,JOR,42932112676,1.934091701,4308.151074,88780,14.7427787
2019,Jordan,JOR,44502895915,1.955466358,4405.487109,88780,14.98417555
2020,Jordan,JOR,43697659296,-1.551384466,4282.765825,88780,0.761557802
2016,Kazakhstan,KAZ,1.37278E+11,1.1,7714.841844,2699700,20.92583653
2017,Kazakhstan,KAZ,1.66806E+11,4.1,9247.581331,2699700,35.3862211
2018,Kazakhstan,KAZ,1.7934E+11,4.1,9812.626371,2699700,36.29512584
2019,Kazakhstan,KAZ,1.81667E+11,4.5,9812.595808,2699700,37.89773504
2020,Kazakhstan,KAZ,1.71082E+11,-2.5,9122.23343,2699700,8.792651408
2016,Kenya,KEN,74815121315,4.213517068,1525.235192,569140,20.23018114
2017,Kenya,KEN,82035800868,3.815506427,1633.491216,569140,18.81777756
2018,Kenya,KEN,92202956321,5.62910144,1794.091175,569140,26.33803339
2019,Kenya,KEN,1.00555E+11,4.981132628,1912.647867,569140,23.9433979
2020,Kenya,KEN,1.01014E+11,-0.316182729,1878.580703,569140,2.700723923
2016,Kiribati,KIR,178328984.1,5.137719245,1584.738015,810,23.06131744
2017,Kiribati,KIR,187276124.8,0.889757537,1640.571205,810,6.157877102
2018,Kiribati,KIR,200157020.6,3.775954286,1727.845001,810,17.8408525
2019,Kiribati,KIR,188391770.6,3.926445438,1601.861869,810,18.24334455
2020,Kiribati,KIR,197508774.3,-1.947556647,1653.540297,810,-5.170835012
2016,"Korea, Rep.",KOR,1.50011E+12,2.946881715,29288.87044,97489,60.02139089
2017,"Korea, Rep.",KOR,1.6239E+12,3.15963574,31616.8434,97510,64.69949883
2018,"Korea, Rep.",KOR,1.72485E+12,2.907403774,33422.94421,97520,66.66531785
2019,"Korea, Rep.",KOR,1.65142E+12,2.24397786,31936.79635,97520,61.57486751
2020,"Korea, Rep.",KOR,1.6379E+12,-0.852031429,31631.46945,97520,48.69198288
2016,Kosovo,XKX,6682832632,5.571756507,3759.560246,10887,28.26362656
2017,Kosovo,XKX,7180813376,4.825690427,4009.380987,10887,25.67545232
2018,Kosovo,XKX,7878508503,3.406631008,4384.048892,10887,20.59319343
2019,Kosovo,XKX,7899879086,4.756830619,4416.108358,10887,26.04477349
2020,Kosovo,XKX,7716925356,-5.340275302,4346.637931,10887,-14.45384615
2016,Kuwait,KWT,1.0942E+11,2.925868226,27653.15762,17820,55.63690677
2017,Kuwait,KWT,1.20707E+11,-4.712106209,29759.46747,17820,28.4326529
2018,Kuwait,KWT,1.38182E+11,1.246129408,33399.06044,17820,58.04783065
2019,Kuwait,KWT,1.36197E+11,0.42746394,32373.25112,17820,53.14681856
2020,Kuwait,KWT,1.0596E+11,-8.685261653,24811.76971,17820,4.68989206
2016,Kyrgyz Republic,KGZ,6813092066,4.335855917,1120.666513,191800,19.42064197
2017,Kyrgyz Republic,KGZ,7702934800,4.739937225,1242.769643,191800,21.2312996
2018,Kyrgyz Republic,KGZ,8271108638,3.757910125,1308.140165,191800,17.40733601
2019,Kyrgyz Republic,KGZ,8871026074,4.600625666,1374.032105,191800,20.88320475
2020,Kyrgyz Republic,KGZ,7735976273,-8.616551031,1173.611304,191800,-32.30410862
2016,Lao PDR,LAO,15912495369,7.022836255,2324.400917,230800,32.14475198
2017,Lao PDR,LAO,17071162084,6.892530873,2455.211559,230800,31.83195574
2018,Lao PDR,LAO,18141651381,6.247960008,2569.093892,230800,29.43519563
2019,Lao PDR,LAO,18897252233,5.457735092,2635.800015,230800,26.38076937
2020,Lao PDR,LAO,19132635712,0.50303183,2629.714583,230800,6.552590533
2016,Late-demographic dividend,LTE,1.85202E+13,4.444204888,8156.791158,44558200.9,120.4142859
2017,Late-demographic dividend,LTE,2.05513E+13,5.295685621,8992.624769,44558193.2,127.4629215
2018,Late-demographic dividend,LTE,2.2532E+13,5.394096535,9805.567547,44558553.2,131.4060657
2019,Late-demographic dividend,LTE,2.29586E+13,4.70913464,9945.172444,44558553.2,129.3744907
2020,Late-demographic dividend,LTE,2.24334E+13,0.142014398,9683.425159,44558553.2,110.0917881
2016,Latin America & Caribbean,LCN,5.24921E+12,-0.152699274,8352.056223,20039160,49.44655619
2017,Latin America & Caribbean,LCN,5.83053E+12,1.87589604,9188.21003,20038920,59.54822486
2018,Latin America & Caribbean,LCN,5.70388E+12,1.625375788,8905.581337,20038977,57.95414043
2019,Latin America & Caribbean,LCN,5.62726E+12,0.797500501,8705.117098,20038977,54.23775905
2020,Latin America & Caribbean,LCN,4.72552E+12,-6.722427286,7244.659419,20038977,20.8160665
2016,Latin America & Caribbean (excluding high income),LAC,4.52726E+12,-0.232559819,7930.901915,18211020,44.82242779
2017,Latin America & Caribbean (excluding high income),LAC,5.04719E+12,2.053169951,8744.995172,18210780,55.8476048
2018,Latin America & Caribbean (excluding high income),LAC,4.9056E+12,1.65484389,8408.174698,18210837,53.55943598
2019,Latin America & Caribbean (excluding high income),LAC,4.8494E+12,0.78715465,8226.236324,18210837,49.73644966
2020,Latin America & Caribbean (excluding high income),LAC,4.03527E+12,-6.78442876,6779.199717,18210837,16.22943072
2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.0145E+12,-0.151234155,8186.788135,19913412,48.72920438
2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.59091E+12,1.984439359,9037.221549,19913412,59.27656079
2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.46207E+12,1.729455104,8743.527883,19913469,57.64459397
2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,5.37651E+12,0.800405257,8525.421861,19913469,53.48538648
2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,4.47821E+12,-6.658719393,7035.753075,19913469,20.26457535
2016,Latvia,LVA,28064533352,2.367609543,14322.02268,62120,32.27301287
2017,Latvia,LVA,30408509602,3.31308889,15656.34749,62110,38.17012247
2018,Latvia,LVA,34412210812,3.989480387,17856.30712,62090,44.36325171
2019,Latvia,LVA,34308783825,2.484326355,17926.84159,62090,38.45418911
2020,Latvia,LVA,33707320816,-3.618565992,17726.25294,62090,13.72435674
2016,Least developed countries: UN classification,LDC,9.36301E+11,3.830085498,971.750509,20373314.34,49.28208378
2017,Least developed countries: UN classification,LDC,1.02544E+12,4.47427809,1039.597402,20372998.03,52.06758243
2018,Least developed countries: UN classification,LDC,1.06322E+12,4.515572956,1053.010576,20372993.23,52.29712481
2019,Least developed countries: UN classification,LDC,1.10736E+12,5.022681493,1071.583498,20372993.23,54.40537838
2020,Least developed countries: UN classification,LDC,1.11428E+12,0.685682026,1053.752571,20372993.23,37.03704776
2016,Lebanon,LBN,51389318291,1.582054551,7653.73363,10230,18.5201975
2017,Lebanon,LBN,53324800959,0.782014001,7819.60467,10230,15.58485605
2018,Lebanon,LBN,55276157552,-1.702174807,8058.444337,10230,6.028465141
