Country Name,Country Code,Expected Years of School,Fraction of Children Under 5 Not Stunted,Harmonized Test Scores, Human Capital Index (0-1),Human Capital Index Lower Bound (0-1),Human Capital Index Upper Bound (0-1),Learning Adjusted Years of School,Probability of Survival to Age 5,Survival Rate from Age 15-60
Tunisia,TUN,10.5675792694092,0.915920376777649,384.078735351563,0.516809940338135,0.508155465126038,0.524860441684723,6.49405193328857,0.983007907867432,0.914562702178955
Turkey,TUR,12.06618309021,0.939999997615814,477.962646484375,0.649261832237244,0.640502750873566,0.657944321632385,9.22749519348145,0.989395081996918,0.910988688468933
Turkmenistan,TKM,..,..,..,..,..,..,..,..,..
Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..
Tuvalu,TUV,10.8185768127441,..,346.497955322266,0.447577118873596,0.42813828587532,0.463706195354462,5.99778366088867,0.975619494915009,0.787000000476837
Uganda,UGA,6.82325077056885,0.710828065872192,397.15966796875,0.384176582098007,0.371235489845276,0.396288335323334,4.33587217330933,0.953565239906311,0.737031519412994
Ukraine,UKR,12.9065580368042,..,478.17333984375,0.631387114524841,0.620419085025787,0.642555415630341,9.87451553344727,0.99126535654068,0.814607322216034
United Arab Emirates,ARE,13.4558057785034,..,448.040679931641,0.673011898994446,0.661788403987885,0.683658003807068,9.64599704742432,0.992411136627197,0.938642501831055
United Kingdom,GBR,13.8582963943481,..,520.3564453125,0.782942950725555,0.774944484233856,0.79124253988266,11.5380058288574,0.995742082595825,0.933411657810211
United States,USA,12.8917512893677,..,511.798675537109,0.701764345169067,0.692523181438446,0.710881412029266,10.556770324707,0.993467271327972,0.889483511447906
Uruguay,URY,12.2105159759522,..,437.696624755859,0.59876024723053,0.589142382144928,0.608074367046356,8.55120277404785,0.992419898509979,0.893717527389526
Uzbekistan,UZB,12.0410289764404,0.891524195671082,474.075134277344,0.622805714607239,0.604297757148743,0.640962541103363,9.13336372375488,0.978553593158722,0.866114258766174
Vanuatu,VUT,10.1101665496826,0.711041986942291,347.685821533203,0.454658538103104,0.435553818941116,0.470412790775299,5.62425851821899,0.973555505275726,0.873641133308411
"Venezuela, RB",VEN,..,..,..,..,..,..,..,..,..
Vietnam,VNM,12.8594398498535,0.76199996471405,519.100280761719,0.689964532852173,0.671133279800415,0.708236813545227,10.6805419921875,0.979317009449005,0.867066919803619
Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..
West Bank and Gaza,PSE,12.1982545852661,0.926040410995483,412.317749023438,0.579996645450592,0.567181944847107,0.591090142726898,8.04729080200195,0.979734480381012,0.8921018242836
"Yemen, Rep.",YEM,8.12793731689453,0.535905301570892,321.327026367188,0.372784405946732,0.352850139141083,0.388250797986984,4.17876148223877,0.945041358470917,0.80375212430954
Zambia,ZMB,8.78896331787109,0.654127299785614,358.140441894531,0.396927535533905,0.381383776664734,0.410318464040756,5.03629302978516,0.942158281803131,0.732387900352478
Zimbabwe,ZWE,11.054536819458,0.765030264854431,396.138824462891,0.46689310669899,0.44448059797287,0.488258600234985,7.00661039352417,0.953772246837616,0.650399327278137
