Country Name,Country Code,Expected Years of School,Fraction of Children Under 5 Not Stunted,Harmonized Test Scores, Human Capital Index (0-1),Human Capital Index Lower Bound (0-1),Human Capital Index Upper Bound (0-1),Learning Adjusted Years of School,Probability of Survival to Age 5,Survival Rate from Age 15-60
China,CHN,13.1377935409546,0.919000029563904,441,0.65310263633728,0.639979422092438,0.665241241455078,9.27002716064453,0.991399228572845,0.923591136932373
Colombia,COL,12.8603744506836,0.872555792331696,419.027526855469,0.60433030128479,0.591710686683655,0.61637419462204,8.62216186523438,0.985790491104126,0.88665109872818
Comoros,COM,8.17353343963623,0.688687562942505,392.225524902344,0.40468829870224,0.360101789236069,0.434066563844681,5.12938976287842,0.932531476020813,0.78199964761734
"Congo, Dem. Rep.",COD,9.13184547424316,0.573082327842712,310.197143554688,0.366369277238846,0.343863993883133,0.384989798069,4.53227567672729,0.911896467208862,0.753556191921234
"Congo, Rep.",COG,8.91276931762695,0.788127779960632,370.614074707031,0.41926571726799,0.392945200204849,0.440487414598465,5.28511667251587,0.949888348579407,0.742921948432922
Costa Rica,CRI,13.1157264709473,..,428.555694580078,0.628635048866272,0.61889111995697,0.638374447822571,8.99331092834473,0.9912109375,0.915990591049194
Cote d'Ivoire,CIV,8.05733776092529,0.783707201480865,373.230529785156,0.379889339208603,0.361500650644302,0.397576600313187,4.81159114837646,0.919122159481049,0.660045504570007
Croatia,HRV,13.390284538269,..,487.581237792969,0.709693968296051,0.70036256313324,0.718851804733276,10.4461622238159,0.995332956314087,0.917376697063446
Cuba,CUB,..,..,..,..,..,..,..,..,..
Curacao,CUW,..,..,..,..,..,..,..,..,..
Cyprus,CYP,13.5876054763794,..,502.162170410156,0.755520224571228,0.745917916297913,0.764445602893829,10.9170904159546,0.997616946697235,0.952006638050079
Czech Republic,CZE,13.5641040802002,..,512.221618652344,0.752257406711578,0.742869734764099,0.7615647315979,11.1165237426758,0.996626973152161,0.922457218170166
Denmark,DNK,13.3946027755737,..,517.877807617188,0.755094826221466,0.747646927833557,0.762225031852722,11.0988283157349,0.995776534080505,0.931700646877289
Djibouti,DJI,..,..,..,..,..,..,..,..,..
Dominica,DMA,12.396614074707,..,403.783233642578,0.544749319553375,0.529065787792206,0.558903872966766,8.00887203216553,0.96431428194046,0.859372973442078
Dominican Republic,DOM,11.8739490509033,0.928761720657349,345.216522216797,0.502766907215118,0.488703846931458,0.515102922916412,6.55853319168091,0.971153199672699,0.844707489013672
Ecuador,ECU,12.9366292953491,0.7606320977211,420.148559570313,0.594254851341248,0.585349440574646,0.603065609931946,8.69649028778076,0.985769808292389,0.876447916030884
"Egypt, Arab Rep.",EGY,11.4635009765625,0.777311325073242,355.986511230469,0.494374662637711,0.480260193347931,0.507678270339966,6.52936267852783,0.978774666786194,0.856793642044067
El Salvador,SLV,10.9498882293701,0.863515734672546,435.922760009766,0.546176612377167,0.530962347984314,0.55970561504364,7.63728857040405,0.986346542835236,0.821133434772491
Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..
Eritrea,ERI,..,..,..,..,..,..,..,..,..
Estonia,EST,13.4839639663696,..,543.2060546875,0.77720320224762,0.765454649925232,0.788717150688171,11.7193126678467,0.997352659702301,0.897445440292358
Eswatini,SWZ,6.42372179031372,0.744505286216736,440.304504394531,0.37250080704689,0.352485179901123,0.389619916677475,4.52542972564697,0.945634841918945,0.603710412979126
Ethiopia,ETH,7.80644083023071,0.631999969482422,348.199035644531,0.382784843444824,0.372133255004883,0.392203897237778,4.34911251068115,0.944755375385284,0.792981684207916
Faroe Islands,FRO,..,..,..,..,..,..,..,..,..
Fiji,FJI,11.3332958221435,0.908999979496002,383.335968017578,0.508573293685913,0.496498584747315,0.520610868930817,6.95113611221313,0.974379062652588,0.78399932384491
Finland,FIN,13.7467031478882,..,533.707641601563,0.796001017093658,0.787025034427643,0.80467289686203,11.7387523651123,0.998304605484009,0.930211067199707
France,FRA,13.8026580810547,..,510.260589599609,0.762737214565277,0.754485845565796,0.771440088748932,11.268723487854,0.995955765247345,0.926030695438385
French Polynesia,PYF,..,..,..,..,..,..,..,..,..
Gabon,GAB,8.25553798675537,0.829655706882477,456.127685546875,0.457612454891205,0.433462828397751,0.478370934724808,6.02492713928223,0.955239474773407,0.790453851222992
"Gambia, The",GMB,9.52009296417236,0.810327887535095,352.899627685547,0.421570628881455,0.394228160381317,0.441803723573685,5.37541961669922,0.941635072231293,0.752527832984924
Georgia,GEO,12.9356689453125,..,399.766296386719,0.568925797939301,0.561714708805084,0.57585483789444,8.27399158477783,0.990186214447021,0.852845549583435
Germany,DEU,13.3306179046631,..,517.281433105469,0.751162469387054,0.740105748176575,0.762275040149689,11.0330896377563,0.996339559555054,0.930892467498779
Ghana,GHA,12.1200742721558,0.824999988079071,307.275787353516,0.450056403875351,0.437522232532501,0.461756646633148,5.95872831344604,0.952091753482819,0.768254458904266
Gibraltar,GIB,..,..,..,..,..,..,..,..,..
Greece,GRC,13.2888927459717,..,468.63623046875,0.690006494522095,0.680386543273926,0.700130164623261,9.9642505645752,0.995549917221069,0.933005094528198
Greenland,GRL,..,..,..,..,..,..,..,..,..
Grenada,GRD,13.0994386672974,..,394.749145507813,0.565070509910584,0.553347826004028,0.576623678207397,8.27358818054199,0.984778940677643,0.850867509841919
Guam,GUM,..,..,..,..,..,..,..,..,..
Guatemala,GTM,9.71248054504395,0.532863855361938,405.257568359375,0.461270093917847,0.451281309127808,0.470376640558243,6.29768991470337,0.973814964294434,0.846656262874603
Guinea,GIN,6.99361658096313,0.696694314479828,408.249084472656,0.37094247341156,0.352458745241165,0.386690765619278,4.5682201385498,0.899221658706665,0.759966254234314
Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..
Guyana,GUY,12.2039461135864,0.887291073799133,346.365905761719,0.495226472616196,0.477365136146545,0.509675323963165,6.76324939727783,0.969855308532715,0.774362802505493
Haiti,HTI,11.3780002593994,0.780539035797119,337.815307617188,0.446564912796021,0.428226679563522,0.46255362033844,6.14986038208008,0.935236394405365,0.77589213848114
Honduras,HND,9.59004306793213,0.773775815963745,399.750793457031,0.481023132801056,0.469157963991165,0.491263329982758,6.1338038444519,0.982401430606842,0.860411643981934
"Hong Kong SAR, China",HKG,13.5414037704468,..,548.631408691406,0.812756538391113,0.802408695220947,0.822600364685059,11.8867826461792,0.991399228572845,0.954613506793976
Hungary,HUN,12.9565553665161,..,495.481231689453,0.683087289333344,0.674525618553162,0.691527485847473,10.2715682983398,0.995729386806488,0.879628777503967
Iceland,ISL,13.4602708816528,..,497.682769775391,0.745281875133514,0.739062607288361,0.751472234725952,10.7183113098144,0.998038172721863,0.95481938123703
India,IND,11.1249532699585,0.652999997138977,399,0.493510901927948,0.4892657995224,0.49779936671257,7.10217046737671,0.963425755500793,0.825507640838623
Indonesia,IDN,12.3883724212647,0.723299980163574,394.915100097656,0.540038466453552,0.530018210411072,0.549938440322876,7.82776832580566,0.975016117095947,0.849707961082459
"Iran, Islamic Rep.",IRN,11.849552154541,..,432.108215332031,0.593404471874237,0.581339716911316,0.603761494159698,8.19246196746826,0.985598683357239,0.934482455253601
Iraq,IRQ,6.93192768096924,0.873570203781128,363.432495117188,0.407643288373947,0.40058308839798,0.413814187049866,4.03086042404175,0.973287522792816,0.844261884689331
Ireland,IRL,13.9005393981934,..,521.328552246094,0.792599022388458,0.783532738685608,0.801084518432617,11.5947971343994,0.996342957019806,0.944304645061493
Isle of Man,IMN,..,..,..,..,..,..,..,..,..
Israel,ISR,13.7629480361938,..,480.752197265625,0.733995318412781,0.722771167755127,0.744976282119751,10.5865087509155,0.99626761674881,0.950315594673157
Italy,ITA,13.2506809234619,..,492.987823486328,0.727819681167603,0.719787061214447,0.735481381416321,10.4518785476685,0.996968865394592,0.95279335975647
Jamaica,JAM,11.3946399688721,0.940020859241486,387.132995605469,0.534977912902832,0.517991423606873,0.547929584980011,7.05798578262329,0.985583305358887,0.861376643180847
Japan,JPN,13.6398515701294,..,537.723449707031,0.804714262485504,0.796795904636383,0.81325364112854,11.7351493835449,0.997510313987732,0.948549091815948
Jordan,JOR,11.1438150405884,..,429.954071044922,0.553174376487732,0.541209638118744,0.563964486122131,7.6661262512207,0.983848035335541,0.894166231155396
Kazakhstan,KAZ,13.7080001831055,0.919641673564911,416.154632568359,0.628506422042847,0.621939837932587,0.634843647480011,9.12743663787842,0.990088999271393,0.844640254974365
Kenya,KEN,11.6346340179443,0.738091707229614,454.958404541016,0.546752512454987,0.527030169963837,0.564601123332977,8.46923923492432,0.958882212638855,0.77360212802887
Kiribati,KIR,11.2123680114746,..,411.484497070313,0.492592930793762,0.462539911270142,0.516819953918457,7.38194513320923,0.947486937046051,0.808998703956604
"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..
"Korea, Rep.",KOR,13.5934190750122,..,537.209716796875,0.798776268959045,0.788339078426361,0.809219837188721,11.684027671814,0.996808230876923,0.944547057151794
Kosovo,XKX,13.168999671936,..,373.548767089844,0.567331731319427,0.560718834400177,0.57336163520813,7.87082147598267,0.985000014305115,0.906000018119812
Kuwait,KWT,12.0337619781494,..,383.402221679688,0.562588036060333,0.552965342998505,0.572192251682281,7.38203382492065,0.992147386074066,0.941962718963623
Kyrgyz Republic,KGZ,12.8724975585938,0.882465779781342,420.086517333984,0.596617102622986,0.58721125125885,0.605376899242401,8.65210056304932,0.981058835983276,0.849434614181519
Lao PDR,LAO,10.614652633667,0.669367790222168,368.14208984375,0.456665337085724,0.441417753696442,0.470381379127502,6.25232076644897,0.952666699886322,0.821788012981415
Latvia,LVA,13.6181030273438,..,503.869781494141,0.70658141374588,0.69415694475174,0.71914279460907,10.9788007736206,0.996137797832489,0.844131171703339
Lebanon,LBN,10.1555166244507,..,389.889038085938,0.515125513076782,0.504966795444489,0.523942470550537,6.33523941040039,0.992562294006348,0.934591948986053
Lesotho,LSO,10.0436792373657,0.653985023498535,392.911987304688,0.400392591953278,0.375456094741821,0.423239529132843,6.31405115127563,0.918886005878448,0.522543787956238
Liberia,LBR,4.15698862075806,0.698639512062073,331.745941162109,0.319014221429825,0.303157895803451,0.331662684679031,2.20650243759155,0.929063260555267,0.775718450546265
Libya,LBY,..,..,..,..,..,..,..,..,..
Liechtenstein,LIE,..,..,..,..,..,..,..,..,..
Lithuania,LTU,13.8328495025635,..,495.886291503906,0.70604795217514,0.697123229503632,0.715152084827423,10.9752321243286,0.995964229106903,0.843678295612335
Luxembourg,LUX,12.4221620559692,..,492.847839355469,0.686146140098572,0.680551052093506,0.691405117511749,9.79557704925537,0.997575104236603,0.941968441009521
"Macao SAR, China",MAC,12.9030666351318,..,560.613525390625,0.795671582221985,0.789596736431122,0.801458597183228,11.5738143920898,0.991399228572845,0.960422873497009
Madagascar,MDG,8.39830303192139,0.58372962474823,350.773315429688,0.391991019248962,0.374714523553848,0.408600389957428,4.71344089508057,0.946432709693909,0.796706557273865
Malawi,MWI,9.57214260101318,0.610085606575012,359.484069824219,0.413240641355515,0.395300924777985,0.429228365421295,5.50565242767334,0.950332522392273,0.737675130367279
Malaysia,MYS,12.4660329818726,0.792999982833862,445.675323486328,0.610976159572601,0.60101729631424,0.62073016166687,8.88928508758545,0.992224454879761,0.877020955085754
Maldives,MDV,..,..,..,..,..,..,..,..,..
Mali,MLI,5.24293899536133,0.731092512607574,307.364959716797,0.318269580602646,0.30681523680687,0.328763157129288,2.57839322090149,0.902225196361542,0.749974489212036
Malta,MLT,13.427845954895,..,474.434997558594,0.709248304367065,0.702540516853333,0.715682506561279,10.1930236816406,0.992980778217316,0.951060831546783
Marshall Islands,MHL,9.43173313140869,0.652197957038879,375.029693603516,0.42339813709259,0.403989374637604,0.44079652428627,5.65948820114136,0.966861724853516,0.69916433095932
Mauritania,MRT,7.73077392578125,0.771691977977753,342.093566894531,0.381546080112457,0.345171242952347,0.405886620283127,4.23143672943115,0.92432576417923,0.804659128189087
Mauritius,MUS,12.4344024658203,..,472.767211914063,0.62185925245285,0.604988753795624,0.639582216739655,9.40572452545166,0.984496474266052,0.859261035919189
Mexico,MEX,12.8240079879761,0.899729788303375,430.065124511719,0.612949848175049,0.604578197002411,0.621053159236908,8.82425403594971,0.987269818782806,0.861477375030518
"Micronesia, Fed. Sts.",FSM,11.8226890563965,..,379.902587890625,0.505966544151306,0.470419675111771,0.529178023338318,7.18635177612305,0.969243884086609,0.839225113391876
Moldova,MDA,11.8109121322632,0.935896456241608,438.620941162109,0.584153532981873,0.574673175811768,0.592901825904846,8.28882122039795,0.984208643436432,0.835587918758392
Monaco,MCO,..,..,..,..,..,..,..,..,..
Mongolia,MNG,13.1627712249756,0.905842661857605,434.618682861328,0.614397525787354,0.596636295318604,0.630410850048065,9.15325736999512,0.983675837516785,0.795992612838745
Montenegro,MNE,12.765830039978,0.906060099601746,436.129730224609,0.633181810379028,0.624314546585083,0.640698492527008,8.9080924987793,0.99745500087738,0.905613958835602
Morocco,MAR,10.3798542022705,0.848935782909393,380.405212402344,0.504116356372833,0.493413031101227,0.513883650302887,6.31768131256104,0.977588653564453,0.934124112129211
Mozambique,MOZ,7.58972454071045,0.577081561088562,368.243591308594,0.362116664648056,0.343050569295883,0.377384215593338,4.47178792953491,0.926782250404358,0.680878818035126
Myanmar,MMR,9.9909725189209,0.706288933753967,424.631286621094,0.477652013301849,0.459098666906357,0.494243919849396,6.78796720504761,0.95380574464798,0.804885268211365
Namibia,NAM,9.38443183898926,0.772836565971375,406.661865234375,0.446437537670136,0.422956049442291,0.465390145778656,6.10606479644775,0.960381269454956,0.708560585975647
Nauru,NRU,11.7409467697144,..,346.629669189453,0.50841212272644,0.485086351633072,0.526576161384583,6.51161670684815,0.968168675899506,0.930999994277954
Nepal,NPL,12.2549734115601,0.639798164367676,368.557586669922,0.504601776599884,0.48969578742981,0.518612623214722,7.22666120529175,0.967815339565277,0.856171369552612
Netherlands,NLD,13.8787689208984,..,519.634643554688,0.789915025234222,0.780254185199738,0.799554824829102,11.5390224456787,0.996126472949982,0.946276545524597
New Caledonia,NCL,..,..,..,..,..,..,..,..,..
New Zealand,NZL,13.696813583374,..,519.748413085938,0.775932431221008,0.768010795116425,0.783405423164368,11.3902349472046,0.994301974773407,0.939959704875946
Nicaragua,NIC,10.758749961853,0.827406585216522,391.990447998047,0.508098244667053,0.500067174434662,0.515531063079834,6.74772310256958,0.981706142425537,0.851386785507202
Niger,NER,5.4982500076294,0.515173077583313,304.922241210938,0.31568518280983,0.294828027486801,0.33261701464653,2.682461977005,0.916343152523041,0.7666255235672
Nigeria,NGA,10.1899995803833,0.631843566894531,309.024963378906,0.360609829425812,0.33457151055336,0.381459712982178,5.03834247589111,0.880086362361908,0.65854012966156
North Macedonia,MKD,11.0252952575684,0.95051646232605,413.617309570313,0.55734920501709,0.551359832286835,0.562938094139099,7.29640483856201,0.990100145339966,0.908866405487061
Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..
Norway,NOR,13.6708278656006,..,513.587829589844,0.771051168441772,0.764168739318848,0.778220474720001,11.2338733673096,0.997457027435303,0.94460141658783
Oman,OMN,12.7578458786011,..,423.513427734375,0.608116269111633,0.59517228603363,0.620704412460327,8.64499092102051,0.988582134246826,0.911910355091095
Pakistan,PAK,9.37386798858643,0.623704075813293,338.656555175781,0.406070023775101,0.391759634017944,0.419449478387833,5.0792350769043,0.930691063404083,0.845309734344482
Palau,PLW,11.7282238006592,..,463.211456298828,0.588113486766815,0.567324042320251,0.605153858661652,8.69223594665527,0.982076406478882,0.865000009536743
Panama,PAN,10.7480020523071,..,376.864685058594,0.501601994037628,0.489440560340881,0.510967671871185,6.48086738586426,0.984729111194611,0.888129532337189
Papua New Guinea,PNG,10.3196477890015,0.505457043647766,363.320617675781,0.429185003042221,0.413044840097427,0.444256067276001,5.99894571304321,0.952191174030304,0.782354056835175
Paraguay,PRY,11.309476852417,0.944025158882141,385.544281005859,0.528180062770844,0.509541630744934,0.541788995265961,6.97648620605469,0.979847192764282,0.857928097248077
Peru,PER,12.9995756149292,0.878325223922729,415.025421142578,0.6051926612854,0.593174636363983,0.616166830062866,8.63224697113037,0.985692083835602,0.885788917541504
Philippines,PHL,12.9483213424683,0.697000026702881,361.64599609375,0.51596212387085,0.500622451305389,0.530668556690216,7.49233388900757,0.971628129482269,0.816831171512604
Poland,POL,13.4107799530029,..,530.085815429688,0.753088593482971,0.743042945861816,0.76286369562149,11.3741827011108,0.995551288127899,0.894227266311646
Portugal,PRT,13.9008378982544,..,508.514892578125,0.768949568271637,0.759437024593353,0.777799069881439,11.3100528717041,0.996253490447998,0.93293422460556
Puerto Rico,PRI,..,..,..,..,..,..,..,..,..
Qatar,QAT,12.8343200683594,..,427.477844238281,0.637771606445313,0.632160842418671,0.643039286136627,8.77822017669678,0.993166387081146,0.961434423923492
Romania,ROU,11.8299312591553,..,442.161743164063,0.584187865257263,0.572614371776581,0.596227884292603,8.36918926239014,0.992716729640961,0.877821922302246
Russian Federation,RUS,13.6897916793823,..,497.546234130859,0.681419610977173,0.672921240329742,0.689803600311279,10.8980865478516,0.992823719978333,0.803582012653351
Rwanda,RWA,6.85204315185547,0.617464005947113,358.083984375,0.379552751779556,0.36368390917778,0.391555368900299,3.92577123641968,0.964731156826019,0.814381539821625
Samoa,WSM,12.2415075302124,0.950813770294189,369.907897949219,0.548421680927277,0.535335779190063,0.560103535652161,7.24516868591309,0.984229624271393,0.890014410018921
San Marino,SMR,..,..,..,..,..,..,..,..,..
Sao Tome and Principe,STP,..,..,..,..,..,..,..,..,..
Saudi Arabia,SAU,12.3571290969849,..,398.968933105469,0.576390504837036,0.564920663833618,0.58694452047348,7.88817739486694,0.992943644523621,0.915835380554199
Senegal,SEN,7.33160591125488,0.811672329902649,412.453857421875,0.420110791921616,0.403787970542908,0.434972137212753,4.83831882476807,0.956372141838074,0.825250804424286
Serbia,SRB,13.3245878219604,0.940178275108337,457.453491210938,0.676606357097626,0.665117859840393,0.687133073806763,9.75260734558105,0.994451701641083,0.892961323261261
Seychelles,SYC,13.0843467712402,..,463.379333496094,0.632779061794281,0.609291434288025,0.65689092874527,9.70082473754883,0.985547840595245,0.848127484321594
Sierra Leone,SLE,9.60564613342285,0.705000042915344,315.875946044922,0.36270210146904,0.345196336507797,0.379230976104736,4.85470771789551,0.894932568073273,0.631157755851746
Singapore,SGP,13.9209003448486,..,575.272155761719,0.879125714302063,0.871676206588745,0.886267602443695,12.813289642334,0.997191250324249,0.952393054962158
Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,12.6194791793823,..,485.350006103516,0.664987325668335,0.65712183713913,0.672512054443359,9.79978275299072,0.994414091110229,0.89833277463913
Slovenia,SVN,13.6457633972168,..,520.809020996094,0.774986982345581,0.768778145313263,0.780945837497711,11.3709392547607,0.997856736183167,0.934989750385284
Solomon Islands,SLB,8.33605194091797,0.683145403862,350.518615722656,0.419872611761093,0.408778667449951,0.430028855800629,4.67510604858398,0.98002827167511,0.856936395168304
Somalia,SOM,..,..,..,..,..,..,..,..,..
South Africa,ZAF,10.2173156738281,0.725787162780762,342.763977050781,0.425453394651413,0.413654565811157,0.43670666217804,5.60340404510498,0.966199100017548,0.690752625465393
South Sudan,SSD,4.67714595794678,0.687174320220947,335.587432861328,0.306520849466324,0.267352998256683,0.334474980831146,2.51134634017944,0.901424705982208,0.677222728729248
Spain,ESP,12.9715948104858,..,506.621185302734,0.728255033493042,0.722873985767365,0.73388797044754,10.5146961212158,0.996965527534485,0.946016252040863
Sri Lanka,LKA,13.2221622467041,0.827000021934509,400,0.598324298858643,0.59227728843689,0.604202330112457,8.46218395233154,0.992560029029846,0.898495495319366
St. Kitts and Nevis,KNA,12.9526405334473,..,409.074462890625,0.586181640625,0.573051154613495,0.598464250564575,8.47775077819824,0.9880211353302,0.876999974250793
St. Lucia,LCA,12.6871833801269,0.975146889686584,417.760650634766,0.602564752101898,0.587717175483704,0.615442216396332,8.4803295135498,0.983381032943726,0.865446269512177
St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..
St. Vincent and the Grenadines,VCT,12.3129692077637,..,391.392700195313,0.533341825008392,0.521960496902466,0.544671952724457,7.71073007583618,0.983616709709167,0.833130836486816
Sudan,SDN,7.0815601348877,0.617564558982849,379.633666992188,0.377445191144943,0.36208176612854,0.39090895652771,4.30143785476685,0.939526557922363,0.786300718784332
Suriname,SUR,..,..,..,..,..,..,..,..,..
Sweden,SWE,13.9364252090454,..,519.361755371094,0.79535710811615,0.785323143005371,0.80502313375473,11.5808744430542,0.9972904920578,0.949876189231873
Switzerland,CHE,13.2655611038208,..,515.139038085938,0.756115138530731,0.746793866157532,0.765869855880737,10.9337730407715,0.995876908302307,0.953842222690582
Syrian Arab Republic,SYR,..,..,..,..,..,..,..,..,..
Tajikistan,TJK,10.8584127426147,0.824897289276123,390.565551757813,0.504116356372833,0.480660378932953,0.525358021259308,6.78547477722168,0.965224981307983,0.871234178543091
Tanzania,TZA,7.21548700332642,0.682000041007996,388.480163574219,0.389834702014923,0.377067387104034,0.400763750076294,4.48491764068604,0.946971416473389,0.781867921352386
Thailand,THA,12.7213582992554,0.894845604896545,426.599975585938,0.609310984611511,0.597819745540619,0.620437383651733,8.68309020996094,0.990896046161652,0.86919629573822
Timor-Leste,TLS,10.5883512496948,0.544000029563904,371.441253662109,0.454314529895783,0.431532919406891,0.472169876098633,6.29272079467773,0.954217076301575,0.857693791389465
Togo,TGO,9.72840404510498,0.76199996471405,383.717803955078,0.431868046522141,0.409653574228287,0.452462881803513,5.97273874282837,0.930232524871826,0.743062496185303
Tonga,TON,11.5625162124634,0.919000029563904,385.956787109375,0.531120657920837,0.514327526092529,0.545081198215485,7.14021062850952,0.984372794628143,0.833986341953278
Trinidad and Tobago,TTO,12.4318504333496,..,458.288940429688,0.603487730026245,0.574239909648895,0.624052822589874,9.11580753326416,0.981700539588928,0.853208899497986
