Country Name,Country Code,Year,Control of Corruption Score,Government Effectiveness Score,Political Stability Score,Regulatory Quality Score,Rule of Law Score,Free Speech Score
Lebanon,LBN,2017.0,-1.000149,-0.5159393,-1.627562,-0.3062975,-0.8235857,-0.5761529
Lebanon,LBN,2018.0,-1.098323,-0.7181444,-1.629085,-0.3667725,-0.7975594,-0.5197493
Lebanon,LBN,2019.0,-1.13634,-0.8334518,-1.672521,-0.425267,-0.8583319,-0.5154753
Lebanon,LBN,2020.0,-1.145127,-1.169724,-1.645608,-0.6311523,-0.9043815,-0.5581721
Lesotho,LSO,2016.0,-0.0224305,-0.8019623,-0.2364652,-0.3875899,-0.1684017,-0.012435
Lesotho,LSO,2017.0,-0.0346408,-0.851104,-0.1866985,-0.320848,-0.2799313,-0.0085785
Lesotho,LSO,2018.0,-0.0977979,-0.857762,-0.1785933,-0.5002583,-0.3346602,0.0013654
Lesotho,LSO,2019.0,-0.048972,-0.8326482,-0.4215104,-0.5353864,-0.3802158,0.0059878
Lesotho,LSO,2020.0,-0.0859292,-0.9123116,-0.334338,-0.5658796,-0.4566434,0.0023245
Liberia,LBR,2016.0,-0.7214805,-1.278961,-0.4374078,-0.9484934,-0.9453741,-0.1044029
Liberia,LBR,2017.0,-0.6652668,-1.334823,-0.333085,-0.9444501,-0.949563,0.0455138
Liberia,LBR,2018.0,-0.849687,-1.33557,-0.2117113,-0.9590582,-0.9896947,-0.0278313
Liberia,LBR,2019.0,-0.8906205,-1.374943,-0.3314337,-0.9789841,-0.9952623,-0.0721408
Liberia,LBR,2020.0,-0.8733276,-1.409893,-0.3696544,-1.002027,-1.025773,-0.0758209
Libya,LBY,2016.0,-1.6265,-1.891865,-2.28333,-2.274461,-1.817025,-1.430081
Libya,LBY,2017.0,-1.590597,-1.773762,-2.362226,-2.214244,-1.785457,-1.44333
Libya,LBY,2018.0,-1.550889,-1.850327,-2.444217,-2.28391,-1.785743,-1.537514
Libya,LBY,2019.0,-1.602725,-1.922291,-2.568074,-2.347087,-1.84853,-1.474824
Libya,LBY,2020.0,-1.620082,-2.009433,-2.47725,-2.321581,-1.969586,-1.382527
Liechtenstein,LIE,2016.0,2.042684,1.705361,1.477927,1.372598,1.688802,1.250354
Liechtenstein,LIE,2017.0,2.059929,1.767772,1.481363,1.496659,1.678719,1.279127
Liechtenstein,LIE,2018.0,2.007752,1.737858,1.475574,1.529928,1.67814,1.285558
Liechtenstein,LIE,2019.0,1.968458,1.696419,1.615636,1.540941,1.679649,1.229754
Liechtenstein,LIE,2020.0,1.997708,1.824068,1.698112,1.624495,1.763238,1.263847
Lithuania,LTU,2016.0,0.7138903,1.069675,0.82828,1.136219,1.029407,1.000032
Lithuania,LTU,2017.0,0.5561545,0.9675964,0.7757972,1.15865,0.9961067,0.9865081
Lithuania,LTU,2018.0,0.4986132,1.070827,0.7410422,1.101966,0.9574602,0.8916961
Lithuania,LTU,2019.0,0.6983815,1.043069,0.7798127,1.157465,1.023039,0.9963757
Lithuania,LTU,2020.0,0.8082245,1.05881,0.8669418,1.088133,0.9938994,1.007341
Luxembourg,LUX,2016.0,2.09683,1.69186,1.419485,1.722079,1.760503,1.500275
Luxembourg,LUX,2017.0,1.988933,1.685967,1.326013,1.694264,1.742432,1.521881
Luxembourg,LUX,2018.0,2.087758,1.777066,1.362696,1.757189,1.810989,1.530788
Luxembourg,LUX,2019.0,2.112312,1.733296,1.349191,1.70002,1.793767,1.493552
Luxembourg,LUX,2020.0,2.057724,1.842216,1.233051,1.842214,1.794463,1.502643
"Macao SAR, China",MAC,2016.0,0.8462322,1.181818,1.417062,1.781477,0.855765,-0.0613461
"Macao SAR, China",MAC,2017.0,0.6444919,1.383404,1.430736,1.759938,0.85168,-0.0545626
"Macao SAR, China",MAC,2018.0,0.7163699,1.202872,1.253313,1.612415,1.009867,-0.0755824
"Macao SAR, China",MAC,2019.0,0.7046384,1.169075,1.238523,1.627207,0.9189487,-0.3249116
"Macao SAR, China",MAC,2020.0,0.8041035,1.129532,1.154982,1.737686,0.8489459,-0.2872309
Madagascar,MDG,2016.0,-0.9071575,-1.167774,-0.2900946,-0.6897418,-0.8136014,-0.3154095
Madagascar,MDG,2017.0,-1.050658,-1.135797,-0.3012818,-0.6926262,-0.8593844,-0.3442534
Madagascar,MDG,2018.0,-0.9992472,-1.150132,-0.5794187,-0.7339826,-0.813552,-0.3278802
Madagascar,MDG,2019.0,-1.01278,-1.142615,-0.3206965,-0.7298915,-1.008889,-0.2430632
Madagascar,MDG,2020.0,-0.9716038,-1.001948,-0.4554836,-0.7433639,-0.8828606,-0.2750431
Malawi,MWI,2016.0,-0.7565478,-0.7261133,-0.1134786,-0.8448486,-0.3754695,-0.0292566
Malawi,MWI,2017.0,-0.6589844,-0.6580487,-0.251164,-0.7469076,-0.3730442,-0.0300397
Malawi,MWI,2018.0,-0.7400823,-0.7272929,-0.4323802,-0.6789179,-0.3782848,-0.0827839
Malawi,MWI,2019.0,-0.7845694,-0.7496988,-0.2801754,-0.7013465,-0.3310178,-0.1179386
Malawi,MWI,2020.0,-0.395084,-0.7944295,-0.2371846,-0.7217206,-0.2671367,-0.034748
Malaysia,MYS,2016.0,0.09614,0.8654159,0.1368246,0.7117952,0.4991277,-0.4169864
Malaysia,MYS,2017.0,0.0590311,0.8348417,0.1164103,0.7246627,0.4976971,-0.3988987
Malaysia,MYS,2018.0,0.3161213,1.075026,0.2515688,0.6988706,0.6233432,-0.1071984
Malaysia,MYS,2019.0,0.2520592,0.9974676,0.1438768,0.6732683,0.5916137,-0.0490037
Malaysia,MYS,2020.0,0.2494959,1.041389,0.1216756,0.7720808,0.6586787,-0.148041
Maldives,MDV,2016.0,-0.666067,-0.3215832,0.4209928,-0.457905,-0.4077393,-0.7330201
Maldives,MDV,2017.0,-0.7923263,-0.4604082,0.2320411,-0.4215108,-0.6224615,-0.7411916
Maldives,MDV,2018.0,-0.8770269,-0.4691004,0.0897951,-0.4773244,-0.5461846,-0.6811517
Maldives,MDV,2019.0,-0.2628275,-0.1961802,0.0320022,-0.4793369,-0.4102152,-0.4633412
Maldives,MDV,2020.0,-0.3392963,-0.1140211,0.4120386,-0.4917062,-0.3330472,-0.3303811
Mali,MLI,2016.0,-0.6546673,-0.992825,-1.617233,-0.5908752,-0.7823546,-0.231505
Mali,MLI,2017.0,-0.6438546,-0.9337433,-1.906901,-0.5714288,-0.7780491,-0.2511968
Mali,MLI,2018.0,-0.6985629,-1.003172,-2.088723,-0.5553012,-0.797424,-0.3333918
Mali,MLI,2019.0,-0.6989095,-1.056115,-2.201104,-0.5732464,-0.8342971,-0.4356304
Mali,MLI,2020.0,-0.7787145,-1.15448,-2.147444,-0.6080129,-0.9234388,-0.7305844
Malta,MLT,2016.0,0.7212987,0.9554117,1.080441,1.156792,0.9978037,1.196372
Malta,MLT,2017.0,0.7422087,1.006662,1.249405,1.284921,1.147332,1.171127
Malta,MLT,2018.0,0.5806578,0.9671637,1.283979,1.336544,1.054074,1.090269
Malta,MLT,2019.0,0.2399035,0.8581186,1.024583,0.9557325,0.9523847,1.081705
Malta,MLT,2020.0,0.3712346,1.039465,0.9510368,1.219251,0.9162602,1.1215
Marshall Islands,MHL,2016.0,-0.0510468,-1.56623,0.2077492,-0.9765467,-0.0982721,1.191461
Marshall Islands,MHL,2017.0,-0.0533027,-1.530098,0.8745483,-1.028267,0.092149,1.189854
Marshall Islands,MHL,2018.0,-0.0780323,-1.485737,0.7296695,-1.156026,-0.0482662,0.9293782
Marshall Islands,MHL,2019.0,-0.0471655,-1.471939,0.755262,-1.117219,-0.0309545,1.129077
Marshall Islands,MHL,2020.0,-0.027704,-1.406187,0.5895172,-1.103951,0.0045259,1.136699
Martinique,MTQ,2016.0,1.228804,0.796841,0.9996701,1.23882,0.8654476,..
Martinique,MTQ,2017.0,1.245126,1.113619,1.001911,1.209727,0.8736399,..
Martinique,MTQ,2018.0,1.239041,1.107289,0.9761723,1.193258,0.876514,..
Martinique,MTQ,2019.0,1.234696,1.088741,0.7732932,1.228282,0.6006506,..
Martinique,MTQ,2020.0,0.6787988,0.9790366,0.628841,0.9409034,0.6886193,..
Mauritania,MRT,2016.0,-0.7390987,-0.772055,-0.7469677,-0.7430018,-0.7266173,-0.7726986
Mauritania,MRT,2017.0,-0.7546754,-0.7247853,-0.6269363,-0.774446,-0.6009516,-0.7999724
Mauritania,MRT,2018.0,-0.8045963,-0.7268553,-0.6292259,-0.8109413,-0.6840196,-0.8730026
Mauritania,MRT,2019.0,-0.861761,-0.4983791,-0.5687606,-0.7590866,-0.5825586,-0.7999771
Mauritania,MRT,2020.0,-0.805144,-0.7722083,-0.75134,-0.8073273,-0.5869273,-0.8404648
Mauritius,MUS,2016.0,0.203452,0.9607887,1.013187,1.029757,0.7516838,0.8200555
Mauritius,MUS,2017.0,0.2422777,0.9236993,0.9711304,1.028536,0.7352318,0.7901566
Mauritius,MUS,2018.0,0.2681797,0.873037,0.8687,1.018246,0.7786068,0.7289586
Mauritius,MUS,2019.0,0.2955124,0.8703991,0.8092755,0.9961087,0.7642585,0.7807095
Mauritius,MUS,2020.0,0.4738657,0.8660755,0.8893682,1.126,0.9225383,0.7444666
Mexico,MEX,2016.0,-0.7194722,0.1316671,-0.6290694,0.2871219,-0.5563735,-0.0675288
Mexico,MEX,2017.0,-0.8388868,0.0510241,-0.7974465,0.2787054,-0.5586059,-0.077843
Mexico,MEX,2018.0,-0.8548902,-0.1576219,-0.648208,0.1582261,-0.6365064,-0.0166965
Mexico,MEX,2019.0,-0.8269345,-0.156787,-0.8369034,0.1037782,-0.6580054,0.0079715
Mexico,MEX,2020.0,-0.8476247,-0.1550609,-0.8500293,0.0767781,-0.670108,-0.0355823
"Micronesia, Fed. Sts.",FSM,2016.0,0.6546528,-0.3351288,1.057582,-0.9661163,-0.050868,1.147597
"Micronesia, Fed. Sts.",FSM,2017.0,0.7213003,0.0467935,1.178782,-0.9869629,-0.0229299,1.146132
"Micronesia, Fed. Sts.",FSM,2018.0,0.7007195,-0.1060019,1.168875,-0.9650339,-0.0299164,1.112811
"Micronesia, Fed. Sts.",FSM,2019.0,0.7507071,-0.1926782,1.108845,-0.9604086,0.0246855,1.146457
"Micronesia, Fed. Sts.",FSM,2020.0,0.8805574,-0.0826501,1.075389,-0.9548313,0.0900509,1.128635
Moldova,MDA,2016.0,-0.9515415,-0.6270108,-0.3035599,-0.1148862,-0.4951432,-0.0090996
Moldova,MDA,2017.0,-0.7984232,-0.5249389,-0.3189894,-0.0374159,-0.4170845,-0.0167025
Moldova,MDA,2018.0,-0.7188478,-0.4668742,-0.4044816,-0.0308212,-0.4115042,-0.116711
Moldova,MDA,2019.0,-0.6431275,-0.3837529,-0.3932399,0.0097272,-0.3727618,-0.1000074
Moldova,MDA,2020.0,-0.5742558,-0.4556413,-0.4173256,0.0425393,-0.410875,-0.0474039
Monaco,MCO,2016.0,..,..,1.014577,..,..,0.8368907
Monaco,MCO,2017.0,..,..,1.630338,..,..,0.8364292
Monaco,MCO,2018.0,..,..,1.608017,..,..,0.6311111
Monaco,MCO,2019.0,..,..,1.57937,..,..,0.6580359
Monaco,MCO,2020.0,..,..,0.87713,..,..,0.6734195
Mongolia,MNG,2016.0,-0.4870812,-0.0982263,0.7977929,-0.0763125,-0.2203148,0.3327664
Mongolia,MNG,2017.0,-0.454145,-0.2675595,0.7889858,-0.1161962,-0.306502,0.293299
Mongolia,MNG,2018.0,-0.4238776,-0.2292289,0.8336846,0.0233944,-0.2673786,0.2365272
Mongolia,MNG,2019.0,-0.4290292,-0.1954342,0.6343787,-0.0118551,-0.2661898,0.3237541
Mongolia,MNG,2020.0,-0.463969,-0.3437614,0.793758,-0.0923367,-0.263761,0.3791947
Montenegro,MNE,2016.0,-0.099121,0.131162,0.2766306,0.2244326,-0.0057706,0.0760475
Montenegro,MNE,2017.0,-0.090844,0.1672547,-0.0577443,0.298581,0.0051818,0.1241949
Montenegro,MNE,2018.0,0.0237472,0.1326951,0.0442785,0.3540395,0.1000398,0.0543081
Montenegro,MNE,2019.0,0.008084,0.1554429,0.0676736,0.364373,0.0962938,0.0247781
Montenegro,MNE,2020.0,-0.0030923,-0.0150124,-0.0026279,0.3970378,0.0590738,0.042153
Morocco,MAR,2016.0,-0.1296134,-0.1064113,-0.3125735,-0.2349505,-0.1584222,-0.6204771
Morocco,MAR,2017.0,-0.1428196,-0.1932489,-0.3739875,-0.2271556,-0.1665348,-0.6677755
Morocco,MAR,2018.0,-0.2204364,-0.2106368,-0.3452106,-0.2858383,-0.1380237,-0.680169
Morocco,MAR,2019.0,-0.2890898,-0.1194802,-0.3398933,-0.2115421,-0.1353823,-0.6473094
Morocco,MAR,2020.0,-0.3515292,-0.0301266,-0.326688,-0.1172722,-0.0884053,-0.6086332
Mozambique,MOZ,2016.0,-0.8748634,-0.8631648,-1.094005,-0.7045604,-1.051538,-0.41531
Mozambique,MOZ,2017.0,-0.8344449,-0.8870086,-0.9286562,-0.7280922,-0.9862705,-0.4208303
Mozambique,MOZ,2018.0,-0.7770854,-0.875317,-0.8245641,-0.7524768,-1.041748,-0.4933277
Mozambique,MOZ,2019.0,-0.8072244,-0.8230483,-0.749242,-0.7245978,-1.020236,-0.5429916
Mozambique,MOZ,2020.0,-0.7205738,-0.7244258,-1.16108,-0.6904809,-1.022154,-0.6013488
Myanmar,MMR,2016.0,-0.6210097,-0.9763568,-0.8046199,-0.8683162,-0.8871843,-0.7967733
Myanmar,MMR,2017.0,-0.565286,-1.046625,-1.084839,-0.8298815,-0.9440181,-0.8646715
Myanmar,MMR,2018.0,-0.5807476,-1.065393,-1.268853,-0.7480327,-1.033026,-0.9051722
Myanmar,MMR,2019.0,-0.614939,-1.14944,-1.328067,-0.7607889,-1.063034,-0.8572587
Myanmar,MMR,2020.0,-0.6537105,-0.9965181,-1.513142,-0.6322959,-1.17882,-0.9443119
Namibia,NAM,2016.0,0.3329011,0.1670501,0.7100897,-0.1359364,0.3626263,0.5842416
Namibia,NAM,2017.0,0.3146573,0.1956041,0.6283516,-0.1885961,0.2329533,0.5518577
Namibia,NAM,2018.0,0.3581539,0.0886441,0.6915024,-0.1155679,0.283602,0.458029
Namibia,NAM,2019.0,0.3551571,0.0959153,0.5296495,-0.1093711,0.3104669,0.5160421
Namibia,NAM,2020.0,0.3200082,0.0499711,0.6464528,-0.1089674,0.2980359,0.5633129
Nauru,NRU,2016.0,-0.4280255,-0.6884593,0.5790772,-0.3848716,-0.7754999,0.5079076
Nauru,NRU,2017.0,-0.4712846,-0.4331815,0.5188398,-1.096113,-0.7277977,0.5085089
Nauru,NRU,2018.0,-0.5525867,-0.0789918,0.7876214,-0.1430661,-0.6907547,0.4369614
Nauru,NRU,2019.0,-0.4486384,-0.1297272,0.7728432,-0.0331743,-0.7639237,0.4707053
Nauru,NRU,2020.0,-0.4629044,-0.0764715,0.9350108,0.1107325,-0.7466934,0.4261846
Nepal,NPL,2016.0,-0.7997717,-0.8265509,-0.846812,-0.7645323,-0.795664,-0.2514143
Nepal,NPL,2017.0,-0.7522711,-0.8836535,-0.6106943,-0.71452,-0.677187,-0.2036085
Nepal,NPL,2018.0,-0.6708352,-0.8982426,-0.5617288,-0.7379818,-0.4775418,-0.1357345
Nepal,NPL,2019.0,-0.6739821,-1.045521,-0.4538026,-0.7012125,-0.5353847,-0.1511171
Nepal,NPL,2020.0,-0.5777507,-0.9444261,-0.1973841,-0.6962198,-0.4909703,-0.0885782
Netherlands,NLD,2016.0,1.903791,1.85656,0.9122675,1.976167,1.887037,1.540341
Netherlands,NLD,2017.0,1.791991,1.854931,0.9211125,2.050719,1.801337,1.495971
Netherlands,NLD,2018.0,1.927847,1.850402,0.8542672,2.019616,1.786829,1.487597
Netherlands,NLD,2019.0,1.906103,1.803272,0.8475496,1.861228,1.77776,1.485456
Netherlands,NLD,2020.0,2.033416,1.853356,0.8503547,1.753378,1.759825,1.526045
Netherlands Antilles,ANT,2016.0,..,..,..,..,..,..
Netherlands Antilles,ANT,2017.0,..,..,..,..,..,..
Netherlands Antilles,ANT,2018.0,..,..,..,..,..,..
Netherlands Antilles,ANT,2019.0,..,..,..,..,..,..
Netherlands Antilles,ANT,2020.0,..,..,..,..,..,..
New Zealand,NZL,2016.0,2.283908,1.842496,1.519183,2.038275,1.95464,1.533283
New Zealand,NZL,2017.0,2.244731,1.769038,1.595223,2.09194,1.927889,1.558655
New Zealand,NZL,2018.0,2.174655,1.669032,1.533905,2.006682,1.876398,1.589525
New Zealand,NZL,2019.0,2.170174,1.670557,1.411302,1.881057,1.885101,1.535292
New Zealand,NZL,2020.0,2.150458,1.589406,1.486,1.877044,1.883367,1.596883
Nicaragua,NIC,2016.0,-0.8713118,-0.6887094,-0.0887977,-0.5067052,-0.6444019,-0.680073
Nicaragua,NIC,2017.0,-0.8721152,-0.6272182,-0.0488942,-0.6706238,-0.6461701,-0.7177669
Nicaragua,NIC,2018.0,-1.08738,-0.8029793,-0.9523925,-0.7042721,-1.057517,-1.100828
Nicaragua,NIC,2019.0,-1.096854,-0.7708514,-1.004794,-0.6889327,-1.175733,-1.09542
Nicaragua,NIC,2020.0,-1.249458,-0.7140198,-0.6496124,-0.6596352,-1.217995,-1.097209
Niger,NER,2016.0,-0.6440736,-0.6336225,-1.103307,-0.6713569,-0.6612533,-0.4192002
Niger,NER,2017.0,-0.6648608,-0.7034824,-1.265764,-0.6779783,-0.6820633,-0.4280417
Niger,NER,2018.0,-0.5763018,-0.7629804,-1.364558,-0.638694,-0.579003,-0.6036806
Niger,NER,2019.0,-0.5629889,-0.8012532,-1.410087,-0.6683207,-0.5327945,-0.5861695
Niger,NER,2020.0,-0.6588671,-0.617085,-1.742846,-0.7429972,-0.547357,-0.516928
Nigeria,NGA,2016.0,-1.024854,-1.087596,-1.87771,-0.9188931,-1.017473,-0.319409
Nigeria,NGA,2017.0,-1.078973,-1.01082,-1.999155,-0.8839844,-0.8708053,-0.3400025
Nigeria,NGA,2018.0,-1.051078,-1.018126,-2.101823,-0.804415,-0.8801294,-0.4307562
Nigeria,NGA,2019.0,-1.101318,-1.088863,-1.920183,-0.8609191,-0.8980616,-0.4345323
Nigeria,NGA,2020.0,-1.09688,-1.029475,-1.859349,-0.9626663,-0.8124883,-0.5851821
Niue,NIU,2016.0,..,..,..,..,..,..
Niue,NIU,2017.0,..,..,..,..,..,..
Niue,NIU,2018.0,..,..,0.9891694,..,..,1.516676
Niue,NIU,2019.0,..,..,1.326901,..,..,1.325362
Niue,NIU,2020.0,..,..,1.350626,..,..,1.15714
North Macedonia,MKD,2016.0,-0.2851689,0.1035546,-0.3512047,0.4409401,-0.2776906,-0.2349834
North Macedonia,MKD,2017.0,-0.309682,0.1445076,-0.2543324,0.5044911,-0.2464661,-0.1389609
North Macedonia,MKD,2018.0,-0.3697799,0.1981912,-0.2087288,0.5655299,-0.245655,-0.0333297
North Macedonia,MKD,2019.0,-0.388858,-0.002664,0.0043563,0.5084947,-0.2431617,-0.0185322
North Macedonia,MKD,2020.0,-0.4226768,0.1382582,0.0983495,0.5077904,-0.0647446,0.055545
Norway,NOR,2016.0,2.196553,1.868862,1.200074,1.697963,2.036518,1.664908
Norway,NOR,2017.0,2.24039,1.986278,1.170479,1.816498,2.025476,1.694412
Norway,NOR,2018.0,2.089908,1.886028,1.141179,1.790837,1.965735,1.69625
Norway,NOR,2019.0,2.073593,1.861935,1.170565,1.8042,1.9853,1.655281
Norway,NOR,2020.0,2.099985,1.936734,1.248287,1.698057,1.983865,1.725093
Oman,OMN,2016.0,0.339559,0.1916907,0.760053,0.6104661,0.4078831,-1.054357
Oman,OMN,2017.0,0.2498263,0.1945709,0.7543823,0.422777,0.4349831,-1.061665
Oman,OMN,2018.0,0.2470057,0.1844854,0.6477199,0.1731074,0.4649602,-1.044274
Oman,OMN,2019.0,0.4526003,0.2590411,0.5875344,0.2924988,0.5544669,-1.154326
Oman,OMN,2020.0,0.2311826,0.1418495,0.3737737,0.4590778,0.6204309,-1.145927
Pakistan,PAK,2016.0,-0.8753213,-0.6534616,-2.483173,-0.6395842,-0.8045743,-0.699441
Pakistan,PAK,2017.0,-0.779681,-0.596828,-2.406306,-0.5919536,-0.7241798,-0.6934352
Pakistan,PAK,2018.0,-0.785426,-0.6311114,-2.269401,-0.6377932,-0.6735412,-0.8190891
Pakistan,PAK,2019.0,-0.8666273,-0.6771356,-2.265187,-0.6441157,-0.6674315,-0.8628094
Pakistan,PAK,2020.0,-0.8403147,-0.5459959,-1.853356,-0.7166667,-0.6917597,-0.8801562
Palau,PLW,2016.0,-0.4280255,-0.4018162,0.9504054,-0.17747,0.3240755,1.213394
Palau,PLW,2017.0,-0.4712846,-0.2280606,0.8745483,-0.5965419,0.2858942,1.211716
Palau,PLW,2018.0,-0.5525867,-0.0143339,0.8498075,-0.0574309,0.3066581,1.112811
Palau,PLW,2019.0,-0.4486384,-0.0456735,0.8770632,-0.0075199,0.3144668,1.065452
Palau,PLW,2020.0,-0.4629044,-0.0465997,0.8887936,0.0600498,-0.1902315,1.080369
Panama,PAN,2016.0,-0.4946144,0.1854768,0.4114301,0.3606293,0.0494793,0.5239984
Panama,PAN,2017.0,-0.5425075,0.0157372,0.389817,0.3875535,0.0317585,0.5194804
Panama,PAN,2018.0,-0.5531593,-0.0161535,0.2609004,0.3578646,-0.0919927,0.5434304
Panama,PAN,2019.0,-0.5822327,0.0645118,0.3036199,0.3612367,-0.1187436,0.5951817
Panama,PAN,2020.0,-0.5141932,0.0715803,0.2297324,0.3191189,-0.2077735,0.5704456
Papua New Guinea,PNG,2016.0,-0.9332389,-0.7375593,-0.5047721,-0.5559897,-0.7766212,0.1584232
Papua New Guinea,PNG,2017.0,-0.9014524,-0.6654483,-0.6978666,-0.651908,-0.823908,0.1328718
Papua New Guinea,PNG,2018.0,-0.8735843,-0.6704652,-0.6772177,-0.5347608,-0.7689355,0.0567654
Papua New Guinea,PNG,2019.0,-0.9914853,-0.8091748,-0.6973711,-0.5426779,-0.8012539,0.0933476
Papua New Guinea,PNG,2020.0,-0.5739502,-0.8467313,-0.7393168,-0.6815091,-0.7197714,0.0286327
Paraguay,PRY,2016.0,-0.7095437,-0.7924384,0.1417897,-0.2999762,-0.7299343,-0.0631443
Paraguay,PRY,2017.0,-0.7041839,-0.8088629,0.001771,-0.3021692,-0.7051968,-0.0437271
Paraguay,PRY,2018.0,-0.8349028,-0.5197215,-0.0797712,-0.0753872,-0.5235263,0.0295726
Paraguay,PRY,2019.0,-0.8308774,-0.5343443,-0.0103485,-0.2042026,-0.5564749,0.0582158
Paraguay,PRY,2020.0,-0.8706585,-0.4658506,0.0151681,-0.2023511,-0.4150999,0.0662908
Peru,PER,2016.0,-0.3672633,-0.1788173,-0.2017269,0.5083464,-0.4821758,0.2689729
Peru,PER,2017.0,-0.4985409,-0.1301121,-0.2595458,0.4183767,-0.5033391,0.2744299
Peru,PER,2018.0,-0.5298323,-0.2468995,-0.2704434,0.49744,-0.5290633,0.2022388
Peru,PER,2019.0,-0.4528491,-0.0678705,-0.152365,0.5636055,-0.4871095,0.2613717
Peru,PER,2020.0,-0.4895027,-0.2374633,-0.2868988,0.5264729,-0.3429749,0.2190309
Philippines,PHL,2016.0,-0.4881241,-0.0104617,-1.379819,-0.0041014,-0.3550694,0.1634221
Philippines,PHL,2017.0,-0.476546,-0.0546969,-1.18508,0.019665,-0.417701,0.0841495
Philippines,PHL,2018.0,-0.5422267,0.0531931,-1.092062,-0.0615247,-0.4749934,0.0136249
Philippines,PHL,2019.0,-0.5730505,0.0520084,-0.9151124,0.0083691,-0.4769835,0.0065084
Philippines,PHL,2020.0,-0.4816633,0.0608745,-0.7937949,0.0299304,-0.5518214,-0.1036209
Poland,POL,2016.0,0.7813226,0.6533463,0.507242,0.9519957,0.6099276,0.8441846
Poland,POL,2017.0,0.7294688,0.5678334,0.5183783,0.881161,0.4414217,0.775966
Poland,POL,2018.0,0.6541066,0.5629848,0.4925416,0.9425502,0.4204909,0.7007455
Poland,POL,2019.0,0.6421292,0.534801,0.5636535,1.013399,0.4312604,0.6731718
Poland,POL,2020.0,0.6507944,0.3764992,0.5743839,0.8859966,0.5398862,0.6171156
Portugal,PRT,2016.0,0.8978634,1.18345,0.9740514,0.844399,1.074871,1.157669
Portugal,PRT,2017.0,0.8611922,1.333176,1.118587,0.9111117,1.138645,1.198198
Portugal,PRT,2018.0,0.8402586,1.218545,1.129285,0.8849584,1.142829,1.167727
Portugal,PRT,2019.0,0.7784246,1.168682,1.066231,0.9698351,1.138518,1.196466
Portugal,PRT,2020.0,0.7510967,1.023436,1.026339,0.8331245,1.183432,1.260278
Puerto Rico,PRI,2016.0,0.0351422,0.3954151,0.689354,0.9498481,0.6593824,0.4102972
Puerto Rico,PRI,2017.0,0.1400786,-0.0988716,0.4847353,0.8722246,0.6252677,0.4922182
Puerto Rico,PRI,2018.0,0.0411964,-0.159219,0.2777765,0.9458223,0.5869438,0.4632958
Puerto Rico,PRI,2019.0,0.0136583,-0.1645184,0.1380345,0.7320309,0.5874102,0.4697495
Puerto Rico,PRI,2020.0,0.0164234,-0.2595392,0.4316497,0.793277,0.6325482,0.5009385
Qatar,QAT,2016.0,0.9008223,0.7351737,0.9002346,0.6959444,0.7942954,-1.151067
Qatar,QAT,2017.0,0.7364429,0.742582,0.6611612,0.4202242,0.7264165,-1.176477
Qatar,QAT,2018.0,0.7255781,0.6294053,0.6635707,0.5984121,0.7347725,-1.210584
Qatar,QAT,2019.0,0.8493823,0.7049138,0.7001042,0.6793981,0.7344219,-1.307918
Qatar,QAT,2020.0,0.7839146,0.9082767,0.6707044,0.8512264,1.000929,-1.287635
Reunion,REU,2016.0,0.6408444,1.06265,0.3168583,1.23882,1.102981,..
Reunion,REU,2017.0,0.6463867,1.113619,0.3198934,1.209727,1.117699,..
Reunion,REU,2018.0,0.6324254,1.107289,0.2596771,1.193258,1.12029,..
Reunion,REU,2019.0,0.6253356,1.088741,0.2390863,1.228282,0.8455459,..
Reunion,REU,2020.0,0.6787988,0.9790366,0.2291354,0.9409034,0.6886193,..
Romania,ROU,2016.0,-0.1026778,-0.0409146,0.2771966,0.5874754,0.4245778,0.5409048
Romania,ROU,2017.0,-0.0743129,-0.0524346,0.0564023,0.4881797,0.4195111,0.5985827
Romania,ROU,2018.0,-0.1516164,-0.1330298,0.0468848,0.4241509,0.359746,0.5243305
Romania,ROU,2019.0,-0.1613596,-0.1621793,0.5617022,0.4615858,0.4016761,0.5163251
Romania,ROU,2020.0,-0.0285288,-0.2205489,0.5892175,0.3826097,0.3688681,0.5843964
Russian Federation,RUS,2016.0,-0.8225474,-0.1974346,-0.9462103,-0.4155626,-0.7923563,-1.131712
Russian Federation,RUS,2017.0,-0.8921309,-0.0756785,-0.6406305,-0.4741596,-0.7936877,-1.089872
Russian Federation,RUS,2018.0,-0.8506647,-4.42E-05,-0.541189,-0.5028223,-0.7823287,-1.074536
Russian Federation,RUS,2019.0,-0.8100985,0.1501806,-0.5573844,-0.4316002,-0.7236124,-1.117828
Russian Federation,RUS,2020.0,-0.9105806,0.0334169,-0.7314647,-0.4377571,-0.7602831,-1.076748
Rwanda,RWA,2016.0,0.6441798,0.0978688,-0.0548993,0.1071192,0.1017746,-1.152952
Rwanda,RWA,2017.0,0.6268088,0.2621303,0.0880958,0.146575,0.1211631,-1.119961
Rwanda,RWA,2018.0,0.5805086,0.2057738,0.1104013,0.0867606,0.1168691,-1.145612
Rwanda,RWA,2019.0,0.5647855,0.1845681,0.0642397,0.0775343,0.0765001,-1.097687
Rwanda,RWA,2020.0,0.5545963,0.3421282,0.0325207,0.1564013,0.1073663,-1.104483
Samoa,WSM,2016.0,0.2764556,0.5403722,1.197349,-0.1030717,0.761978,0.7743595
