Year,Country Name,Country Code,Current GDP ($),GDP growth (annual %),GDP per capita ($),Gini index,%individuals using internet,Interest payments (% of expense),Interest payments (% of revenue),Land area (sq.km),Life expectancy at birth,Military expenditure (% of GDP)
2017,Japan,JPN,4930837369151.42,1.67533175166503,38891.0862716856,..,91.72654724,..,..,364500,84.099756097561,0.931980258561407
2018,Japan,JPN,5036891740656.35,0.558851275379695,39808.1685608793,..,91.28,..,..,364500,84.2109756097561,0.940993691708374
2016,Japan,JPN,5003677627544.24,0.753826745903538,39400.7393559257,..,93.18272128,..,..,364500,83.9848780487805,0.944838285743736
2019,Japan,JPN,5148781948478.17,0.270304645083556,40777.6086970512,..,92.73039781,..,..,364500,84.3563414634146,0.937281087474718
2019,Jordan,JOR,44502895915.493,1.95546635784412,4405.48710929391,..,..,13.4234418896271,14.357195362573,88780,74.526,4.64206272166085
2018,Jordan,JOR,42932112676.0563,1.93409170141707,4308.1510738997,..,..,12.4045848669746,12.3819504376772,88780,74.405,4.63577193790349
2017,Jordan,JOR,41408960845.0704,2.08711455126291,4231.51827999134,..,66.79031443,11.3381718009165,11.529655766848,88780,74.292,4.76490329723558
2016,Jordan,JOR,39892551126.7606,1.9941808493012,4175.35660192301,..,62.30219257,11.4037602916479,11.8139640149372,88780,74.184,4.51419331656486
2020,Jordan,JOR,43697659295.7747,-1.55138446553204,4282.76582461621,..,..,..,..,88780,..,4.96253606127416
2018,Kazakhstan,KAZ,179339994859.384,4.09999999987123,9812.62637077396,27.8,78.90391906,6.43812969337012,5.72804299421625,2699700,73.15,0.876907255486956
2016,Kazakhstan,KAZ,137278320084.171,1.09999999990164,7714.84184376024,27.2,74.58772647,6.82078180755673,7.84060442079528,2699700,72.41,0.933551765285713
2017,Kazakhstan,KAZ,166805800595.704,4.10000000033854,9247.58133129626,27.5,76.42674823,3.96899772894488,4.55046814492334,2699700,72.95,0.83189500166368
2019,Kazakhstan,KAZ,181667190075.541,4.50000000008481,9812.5958082732,..,81.87762047,6.06333969680455,6.28036306653355,2699700,73.18,1.06237936625451
2020,Kazakhstan,KAZ,171082379532.988,-2.5,9122.23343021644,..,85.94259898,..,..,2699700,..,1.05485245344302
2020,Kenya,KEN,101013726529.063,-0.316182728955951,1878.58070251348,..,..,..,..,569140,..,1.10483981928891
2018,Kenya,KEN,92202956320.532,5.62910144021626,1794.0911754468,..,19.5,14.7570676584172,18.3818927719329,569140,66.342,1.26640880282782
2019,Kenya,KEN,100555485831.944,4.98113262830462,1912.64786680344,..,22.56511937,19.5944002178105,19.2824393079382,569140,66.699,1.16769139046156
2016,Kenya,KEN,74815121314.9381,4.21351706814744,1525.23519224992,..,16.6,12.9460139305616,14.7662402017014,569140,65.393,1.3487397833903
2017,Kenya,KEN,82035800868.187,3.81550642712519,1633.49121639293,..,17.82710021,11.1448370487192,13.2438679523768,569140,65.909,1.28911097816314
2017,Kiribati,KIR,187276124.790591,0.889757537282748,1640.57120522974,..,14.58181818,0.162109512509121,0.121678199859951,810,67.851,..
2020,Kiribati,KIR,197508774.344505,-1.94755664673815,1653.54029724315,..,..,..,..,810,..,..
2016,Kiribati,KIR,178328984.096884,5.13771924490207,1584.73801506175,..,13.7,0.0879633005194138,0.0634136647368024,810,67.577,..
2019,Kiribati,KIR,188391770.636764,3.92644543807539,1601.86186855285,..,..,1.04320880888781,0.668135304435068,810,68.369,..
2018,Kiribati,KIR,200157020.642498,3.77595428627548,1727.84500131644,..,..,0.328386655528878,0.185139447165377,810,68.116,..
2020,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,120410,..,..
2018,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,120410,72.095,..
2019,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,120410,72.274,..
2016,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,120410,71.711,..
2017,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,120410,71.91,..
2020,"Korea, Rep.",KOR,1637895802792.9,-0.852031428863825,31631.4694509866,..,96.50506035,..,..,97520,..,2.84724054681077
2018,"Korea, Rep.",KOR,1724845615629.26,2.90740377377135,33422.9442100836,..,96.02285958,4.06357542751788,3.64698786795549,97520,82.6268292682927,2.50303525682717
2016,"Korea, Rep.",KOR,1500111596236.37,2.94688171508626,29288.8704389833,31.4,92.84302568,4.80089176961271,4.33274674039728,97489,82.2756097560976,2.45957802237446
2017,"Korea, Rep.",KOR,1623901496835.79,3.15963574012777,31616.8434004683,..,95.06942188,4.41334203152946,4.00467944478201,97510,82.6268292682927,2.42148913266294
2019,"Korea, Rep.",KOR,1651422932447.77,2.24397786011012,31936.7963534728,..,96.15757918,3.76229248476469,3.66957178616571,97520,83.2268292682927,2.67312816189399
2017,Kosovo,XKX,7180813375.50836,4.8256904268714,4009.38098680368,29,83.89359681,..,..,10887,71.9951219512195,0.795720484392272
2018,Kosovo,XKX,7878508502.59802,3.40663100837845,4384.0488917319,..,89.44303197,..,..,..,72.2439024390244,0.797914334268523
2019,Kosovo,XKX,7899879086.43081,4.7568306194579,4416.10835754636,..,..,..,..,..,72.4951219512195,0.826154036735475
2016,Kosovo,XKX,6682832632.27806,5.57175650727449,3759.56024604446,26.7,..,..,..,10887,71.7439024390244,0.773667432722959
2020,Kosovo,XKX,7716925356.12536,-5.34027530229791,4346.63793069721,..,..,..,..,..,..,1.06055250928462
2017,Kuwait,KWT,120707435542.367,-4.71210620851997,29759.4674745278,..,97.99998933,..,..,17820,75.311,5.60746068078644
2018,Kuwait,KWT,138182400331.126,1.24612940824558,33399.0604365842,..,99.59884959,..,..,17820,75.398,5.09995314880082
2020,Kuwait,KWT,105960225688.145,-8.6852616529353,24811.7697100231,..,98.59999513,..,..,17820,..,6.4960674842095
2019,Kuwait,KWT,136196760210.804,0.427463940207701,32373.2511220507,..,99.54267645,..,..,17820,75.489,5.48419562388872
2016,Kuwait,KWT,109419728566.7,2.92586822591576,27653.1576200281,..,78.36738376,..,..,17820,75.224,5.89352835739622
2017,Kyrgyz Republic,KGZ,7702934800.12836,4.73993722539466,1242.76964282023,27.3,38.19903776,3.33658497345701,2.84889766830014,191800,71.2,1.57601108875052
2018,Kyrgyz Republic,KGZ,8271108638.39931,3.75791012480484,1308.14016549619,27.7,..,4.0151097076026,3.44929046313783,191800,71.4,1.57112217458223
2019,Kyrgyz Republic,KGZ,8871026074.19762,4.60062566646762,1374.03210467421,29.7,..,3.71670297144553,3.09497532752194,191800,71.6,1.55869224965722
2016,Kyrgyz Republic,KGZ,6813092065.83507,4.33585591715968,1120.66651300848,26.8,37,3.98022622122342,3.56258397156939,191800,70.9512195121951,1.6973895707374
2020,Kyrgyz Republic,KGZ,7735976272.75983,-8.61655103130452,1173.61130419926,..,..,..,..,191800,..,1.78796904122019
2019,Lao PDR,LAO,18897252232.5826,5.4577350924848,2635.80001503359,..,..,..,..,230800,67.923,..
2017,Lao PDR,LAO,17071162084.4067,6.8925308726989,2455.21155944893,..,25.51043508,..,..,230800,67.277,..
2018,Lao PDR,LAO,18141651381.3884,6.24796000755872,2569.09389217251,38.8,..,..,..,230800,67.61,..
2020,Lao PDR,LAO,19132635711.6957,0.503031829708618,2629.71458287115,..,..,..,..,230800,..,..
2016,Lao PDR,LAO,15912495368.8717,7.02283625501138,2324.40091700425,..,21.87,..,..,230800,66.924,..
2016,Late-demographic dividend,LTE,18520215439507.4,4.44420488775317,8156.79115842886,..,56.7216400523889,7.01246565713859,7.21364017952581,44558200.9,75.7482988920979,2.05769992168076
2020,Late-demographic dividend,LTE,22433389417760,0.142014397854837,9683.42515880587,..,73.149265780072,..,..,44558553.2,..,1.97238316846142
2017,Late-demographic dividend,LTE,20551282326381.3,5.29568562113647,8992.62476862399,..,59.0603246964927,6.80722976570159,6.14782916246592,44558193.2,76.017397192079,1.96242376716326
2018,Late-demographic dividend,LTE,22531965339672.5,5.39409653540784,9805.56754674728,..,63.5764794122696,6.20161068170278,5.72804299421625,44558553.2,76.2268768343352,1.91587596679057
2019,Late-demographic dividend,LTE,22958638272110.5,4.7091346395199,9945.17244404346,..,68.1086029426029,5.60241563016259,5.22040387113926,44558553.2,76.4361880248427,1.90912931717769
2018,Latin America & Caribbean,LCN,5703878670404.75,1.62537578829043,8905.58133741893,..,65.6678620766936,11.6324495693321,11.9484019014851,20038977,75.4408494044772,1.2621846593437
2016,Latin America & Caribbean,LCN,5249213832711.21,-0.152699274074905,8352.05622272614,..,57.229171435495,10.7424547827857,11.1498480944297,20039160,75.1220231779781,1.2220900460556
2019,Latin America & Caribbean,LCN,5627255688192.68,0.797500501372667,8705.11709848032,..,68.2969025947288,12.2054160201861,12.9451886724749,20038977,75.6014950394695,1.20062832083768
2017,Latin America & Caribbean,LCN,5830526163632.23,1.87589603981802,9188.21002991857,..,62.7225878683445,10.374617288319,11.1077764389531,20038920,75.2820866077559,1.24366125702256
2020,Latin America & Caribbean,LCN,4725519821856.69,-6.72242728622075,7244.65941923722,..,..,..,..,20038977,..,1.25533024286959
2018,Latin America & Caribbean (excluding high income),LAC,4905598920400.61,1.65484388954332,8408.17469813318,..,65.528887901154,12.3246083809534,13.4677837752809,18210837,75.4225013698511,1.21717236829677
2017,Latin America & Caribbean (excluding high income),LAC,5047188672357.17,2.0531699509815,8744.99517157635,..,61.9229697101711,11.107340444545,11.8066620522456,18210780,75.2516345319507,1.19810958631194
2020,Latin America & Caribbean (excluding high income),LAC,4035270946811.09,-6.78442876037036,6779.19971726486,..,..,..,..,18210837,..,1.20527714274074
2019,Latin America & Caribbean (excluding high income),LAC,4849397095732.19,0.787154649957955,8226.23632426779,..,68.1394019485693,13.0686894260762,14.5026926688549,18210837,75.591326387177,1.15438288704987
2016,Latin America & Caribbean (excluding high income),LAC,4527263970326.23,-0.232559819354307,7930.90191487956,..,56.1886001515667,11.0357176857622,11.6843206985179,18211020,75.0770074666891,1.17675422148579
2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,5590908813814.5,1.98443935926034,9037.22154892314,..,62.7643428383838,10.374617288319,11.1077764389531,19913412,75.1942820911752,1.21393145847971
2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,5014502216212.06,-0.151234154795034,8186.78813467787,..,57.4045504239049,10.7424547827857,11.1498480944297,19913412,75.0305585888065,1.18656449107685
2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,5462065046113.99,1.72945510415275,8743.52788324258,..,65.7056588505561,11.6324495693321,11.9484019014851,19913469,75.3573280274652,1.23102673584514
2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,5376512716922.1,0.80040525737941,8525.42186054549,..,68.2488011374195,12.2054160201861,12.9451886724749,19913469,75.5203877691048,1.20062832083768
2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,4478206456171.96,-6.65871939280149,7035.75307488449,..,..,..,..,19913469,..,1.25533024286959
2020,Latvia,LVA,33707320816.3036,-3.61856599172043,17726.2529351368,..,88.89796078,..,..,62090,..,2.30004610921485
2017,Latvia,LVA,30408509601.8003,3.31308888984125,15656.3474910518,35.6,80.114077,3.25037452563878,3.26790345300092,62110,74.6292682926829,1.59482150331213
2018,Latvia,LVA,34412210812.2783,3.9894803874928,17856.3071171976,35.1,83.57717486,2.56771646755543,2.47236493953334,62090,74.7829268292683,2.0622774151559
2016,Latvia,LVA,28064533352.2849,2.36760954261752,14322.0226779514,34.3,79.84209778,3.69881198624768,3.69608558152991,62120,74.580487804878,1.45069330442935
2019,Latvia,LVA,34308783825.3019,2.48432635462976,17926.841589919,..,86.13545644,2.31406501658247,2.35385808583183,62090,75.2390243902439,2.02866903259372
2019,Least developed countries: UN classification,LDC,1107362458211.5,5.02268149349423,1071.58349823785,..,21.0569915156072,..,..,20372993.228,65.3454212391279,1.38916957576059
2020,Least developed countries: UN classification,LDC,1114278182953.05,0.685682026292397,1053.75257101729,..,..,..,..,20372993.228,..,1.45933341173629
2017,Least developed countries: UN classification,LDC,1025443701461.53,4.47427809028716,1039.59740217397,..,15.7461400551312,5.91154669010776,4.53410005491627,20372998.032,64.7078616148967,1.64118412357009
2016,Least developed countries: UN classification,LDC,936300776403.567,3.83008549750549,971.75050900574,..,12.4825409946395,6.88359506179896,5.39779185715926,20373314.342,64.3458296371694,1.71353839634938
2018,Least developed countries: UN classification,LDC,1063215566761.73,4.51557295622827,1053.01057591191,..,18.3578302869948,7.49256553373123,6.05374069005192,20372993.228,65.0398012378038,1.39783777111989
2017,Lebanon,LBN,53324800958.6119,0.782014000829008,7819.60467019649,..,78.18077489,36.2093723625559,45.6964156272407,10230,78.833,4.50513980065137
2019,Lebanon,LBN,51953744507.4091,-7.15724706998392,7578.17236808171,..,..,34.4672008685444,50.8253324134478,10230,78.93,4.70790058663427
2018,Lebanon,LBN,55276157552.246,-1.70217480748664,8058.44433692324,..,..,33.5803897758345,49.9797571834916,10230,78.875,4.95276149396637
2016,Lebanon,LBN,51389318290.8642,1.58205455056178,7653.73362998424,..,76.11,36.0542734380182,50.8354703631747,10230,78.8,5.06266311306368
2020,Lebanon,LBN,31735217784.5445,-21.4642662752687,4649.54764607837,..,..,..,..,10230,..,3.0326454174822
2019,Lesotho,LSO,2366213068.57507,-0.381431981522567,1113.37214033581,..,42.30173357,3.70378412708988,3.05056703498178,30360,54.331,1.62252018358763
2018,Lesotho,LSO,2514146887.91664,-1.22313731083291,1192.4843195181,..,40.8,3.37876256469495,2.78389176967734,30360,53.705,1.7886028744585
2020,Lesotho,LSO,1875227642.47384,-9.61403701940095,875.353432963926,..,..,..,..,30360,..,1.59569022830918
2016,Lesotho,LSO,2114323793.98266,3.58836459667835,1018.93109291945,..,32.45385695,1.95617184831691,1.75724792840452,30360,52.059,1.77949879014693
2017,Lesotho,LSO,2306843528.52853,-3.14194994562207,1102.94441037887,44.9,39,2.69614020535701,2.15856990660677,30360,52.947,1.95305561248552
2016,Liberia,LBR,3398419600,-1.5549586174878,740.914906030102,35.3,15.7,..,..,96320,62.802,1.06263832185229
2019,Liberia,LBR,3319596500,-2.46729763532686,672.340499220841,..,22,..,..,96320,64.104,1.40149287459093
2017,Liberia,LBR,3390703400,2.45515592012239,721.085044013216,..,16.3,..,..,96320,63.295,0.940009270135755
2020,Liberia,LBR,3201187800,-2.98291628083938,632.93638561735,..,..,..,..,96320,..,1.27793014115703
2018,Liberia,LBR,3422754800,1.15757512207355,710.265998419581,..,18.9,..,..,96320,63.73,1.19065989677454
2016,Libya,LBY,26197143268.1243,-2.79546888990187,4035.19680169994,..,20.27215956,..,..,1759540,72.311,..
2017,Libya,LBY,37883243650.452,26.6809026327981,5756.69932474775,..,21.75892062,..,..,1759540,72.52,..
2019,Libya,LBY,52091152228.3425,2.53595347758677,7685.94813248318,..,..,..,..,1759540,72.913,..
2020,Libya,LBY,25418916028.8964,-31.3000000487945,3699.29476514318,..,..,..,..,1759540,..,..
2018,Libya,LBY,52607888717.9487,15.1327998906632,7877.12460954542,..,..,..,..,1759540,72.724,..
2016,Liechtenstein,LIE,6237264055.20601,..,165642.386275555,..,98.09390389,..,..,160,82.2585365853659,..
2017,Liechtenstein,LIE,6474256118.61481,..,171253.964253797,..,99.54661245,..,..,160,83.7463414634147,..
2020,Liechtenstein,LIE,..,..,..,..,..,..,..,160,..,..
2018,Liechtenstein,LIE,6839145106.86164,..,180366.715197575,..,..,..,..,160,83.0414634146342,..
2019,Liechtenstein,LIE,6684443550.01006,..,175813.875592058,..,..,..,..,160,83.0414634146342,..
2018,Lithuania,LTU,53724663842.5623,3.99331032795327,19176.812150505,35.7,79.72258277,3.34823612108625,3.25088636969768,62630,75.6804878048781,1.96741914187761
2019,Lithuania,LTU,54697379017.3332,4.57377173669815,19575.768481407,..,81.58186838,3.07773321631042,3.01416524365217,62630,76.1341463414634,2.00715069627547
2017,Lithuania,LTU,47640770634.427,4.28259695120761,16843.699654691,37.3,77.61525651,4.22501411298778,4.07871700151684,62641,75.4804878048781,1.71207046761202
2020,Lithuania,LTU,56546957475.4912,-0.132431460828812,20233.6413480843,..,83.0555907,..,..,62630,..,2.12143436926095
2016,Lithuania,LTU,43018087237.5741,2.51882827307178,14998.1250595137,38.4,74.37664556,4.7277561234009,4.68115908782702,62642,74.6707317073171,1.47750587185705
2016,Low & middle income,LMY,26945295092752.2,4.61461561014515,4339.34795111054,..,35.7129822751951,8.22981993726495,7.84060442079528,94132254.242,70.5591622064023,1.93002223532411
2018,Low & middle income,LMY,31412370428414.3,4.82886103523366,4933.13729085761,..,42.3604661524803,9.86998508861326,9.05778411595685,94120894.428,71.0216251524446,1.81938576353846
2017,Low & middle income,LMY,29595883137001.7,5.16862880214907,4705.59640637953,..,38.5790951230054,8.44065981649788,7.73970302969854,94131711.232,70.8099901684443,1.87895230359532
2020,Low & middle income,LMY,30993151083682.1,-1.35216094854496,4754.82410045119,..,..,..,..,94120894.428,..,1.9223285877026
2019,Low & middle income,LMY,32220208388558.1,3.98948125928189,4999.98527614078,..,50.4333329598607,8.4695964914891,8.02602467147643,94120894.428,71.2216160423203,1.8293409383186
2016,Low income,LIC,387204228271.268,2.21923017617667,646.104636089322,..,11.3628722004763,..,..,14953599.342,62.6458718838357,1.39346540855225
2017,Low income,LIC,409137806152.78,3.13278738522094,665.30245405068,..,14.144593958429,..,..,14953573.032,63.0281199479664,1.44553173177238
2020,Low income,LIC,459729949563.423,0.621414105832002,691.168332768345,..,..,..,..,14953572.228,..,1.36216152049056
2018,Low income,LIC,425614516516.61,3.543556322192,674.350603056451,..,..,..,..,14953572.228,63.3874993839884,1.24041049351426
2019,Low income,LIC,448440169081.511,4.41636091234405,692.175281184889,..,..,..,..,14953572.228,63.7277492102326,1.31162255103099
2019,Lower middle income,LMC,7735772656431.27,3.5642905788968,2354.57872458511,..,41.1555967207546,..,..,25599745,69.0884916733125,1.95753974613231
2018,Lower middle income,LMC,7346924046154.44,4.61089363476303,2267.5468483045,..,29.0704979755137,11.0466911590719,10.3799013458567,25599745,68.8696371531745,1.96847653191597
2020,Lower middle income,LMC,7384772400818.06,-3.41583213319029,2217.21488405319,..,..,..,..,25599745,..,2.15224279595483
2017,Lower middle income,LMC,7246520795601.96,5.17946090929165,2268.42416744568,..,25.714242910376,9.69585427619069,9.70179628760793,25599710.4,68.6411330020556,2.11160983219081
2016,Lower middle income,LMC,6737458245945.12,5.93679851650519,2139.53953275038,..,22.8078372257094,9.96447554738761,10.340071748875,25599991.4,68.3865324929242,2.09952824299406
2016,Luxembourg,LUX,62174650367.2216,4.97819043681629,106826.726448542,31.7,98.13669867,0.839528841603148,0.78282936784035,2430,82.6853658536585,0.452817698390865
2019,Luxembourg,LUX,70195715495.5136,3.28380675586517,113218.713349678,..,97.12063569,0.758752007039132,0.707102448313592,2430,82.4463414634146,0.637730517559438
2020,Luxembourg,LUX,73353132793.7076,-1.7762402290181,116014.602496869,..,98.82242384,..,..,2430,..,0.756798000025157
2018,Luxembourg,LUX,71250208995.6425,2.00437711983041,117197.48169363,35.4,97.06129871,0.765136720993402,0.701813768209925,2430,82.2951219512195,0.586416143798194
2017,Luxembourg,LUX,65549868206.9418,1.31718766293677,109921.031443585,34.5,97.36296032,0.832574611178003,0.789095586273297,2430,82.0951219512195,0.580999596589669
2017,"Macao SAR, China",MAC,50440941938.6992,9.98319224383543,81019.4737666593,..,83.17408907,0,0,30.8,83.989,..
2019,"Macao SAR, China",MAC,55204758069.5124,-2.51198004420034,86197.3656943949,..,86.46792571,0,0,32.9,84.244,..
2020,"Macao SAR, China",MAC,25586111076.3415,-54.011402150248,39403.1359073362,..,..,..,..,32.9,..,..
2016,"Macao SAR, China",MAC,45070605746.0194,-0.67894260033998,73545.758237307,..,81.64298546,0,0,30.5,83.854,..
2018,"Macao SAR, China",MAC,55284360483.1217,6.464613520943,87526.0799912635,..,83.79408961,0,0,32.9,84.118,..
2020,Madagascar,MDG,13056079982.3887,-7.14061159103504,471.491496300252,..,..,..,..,581800,..,0.738679821916371
2016,Madagascar,MDG,11848613735.1908,3.99314606412389,475.955556826336,..,4.713662899,7.93005773779297,5.66706840187415,581800,65.931,0.594003321714742
2019,Madagascar,MDG,14104664514.87,4.41123213007131,522.989524271408,..,..,6.8840492087415,4.75256485249564,581800,67.041,0.6239720195871
2017,Madagascar,MDG,13176313593.5418,3.93330759454741,515.293323373233,..,..,6.56583934677863,5.1883524410463,581800,66.311,0.580022349565689
2018,Madagascar,MDG,13760033096.5122,3.19435651491895,523.94597141966,..,15,7.82669219260599,5.44840412087895,581800,66.681,0.605686110902832
2020,Malawi,MWI,12182348212.7073,0.799998330902724,636.820536833847,..,..,17.9864318394359,20.6843156677894,94280,..,1.10489301930592
2018,Malawi,MWI,9880675785.93057,4.39168829609886,544.593435393373,..,13.9,17.6294449661142,18.8949919252763,94280,63.798,0.847025846481545
2017,Malawi,MWI,8943543677.18899,4.00003051707549,506.137294436399,..,13.78216439,21.4029829290703,18.5056783301668,94280,63.279,0.764642847745728
2016,Malawi,MWI,5433040159.88747,2.48404062523817,315.777987100071,44.7,8,17.9479328857159,16.4213242419492,94280,62.681,0.641960495729851
2019,Malawi,MWI,11025357837.607,5.44818133617287,591.846389556646,..,15.5,18.4696834775401,19.8047927117437,94280,64.263,1.12409744485963
2016,Malaysia,MYS,301255380276.258,4.44978139761541,9817.78709031009,..,78.78830993,12.6396506050079,12.4656695901064,328550,75.649,1.38433556294046
2019,Malaysia,MYS,365276282438.141,4.43947128759625,11432.8229973018,..,84.18714501,12.5423152517308,12.4549457273306,328550,76.156,1.03302262491181
2020,Malaysia,MYS,337006066373.26,-5.64694483644712,10412.3489834381,..,89.55501192,..,..,328550,..,1.13628419925936
2017,Malaysia,MYS,319112136545.438,5.81272240983328,10259.3048064811,..,80.14047901,12.8297003925811,12.6418604410889,328550,75.828,1.10086472559671
2018,Malaysia,MYS,358791603677.728,4.84305660969693,11380.0820900475,..,81.20104862,13.2517832223446,13.1170116329836,328550,75.997,0.960665250318955
2016,Maldives,MDV,4379136461.83077,6.33830063626779,9209.44356385479,31.3,59.09258997,..,..,300,78.013,..
2018,Maldives,MDV,5300962659.51088,8.12312890817314,10279.0799751619,..,..,..,..,300,78.627,..
2020,Maldives,MDV,3742769967.42798,-33.499902099428,6924.10574465625,..,..,..,..,300,..,..
2019,Maldives,MDV,5607762625.14627,6.88368884556108,10561.6135113508,..,..,..,..,300,78.921,..
2017,Maldives,MDV,4754175869.24027,7.20991012345149,9577.34694587865,..,63.18566588,..,..,300,78.325,..
2019,Mali,MLI,17280251193.9527,4.75616080770808,879.043187300812,..,26,7.99106729722607,5.87255225731636,1220190,59.306,2.7135263707231
2016,Mali,MLI,14026048690.7312,5.85229919941415,780.723569528087,..,11.11218649,4.31809300508011,2.96286365464539,1220190,57.987,2.58722687622441
2018,Mali,MLI,17070866299.0945,4.74648432724561,894.804776510366,..,23,7.15843887485647,6.38705521113091,1220190,58.893,2.80694470654841
2020,Mali,MLI,17465392915.9153,-1.235450447077,862.453018770252,..,..,..,..,1220190,..,3.32534013053696
2017,Mali,MLI,15365714371.3316,5.30545608438166,830.021515346886,..,15.6,6.67622546823192,4.35036496350365,1220190,58.452,3.02663551651214
2017,Malta,MLT,13221298307.8894,8.11942528928094,28250.6977747589,29.2,81.01191108,5.31980990744805,4.81148646000348,320,82.3463414634146,0.490383374106291
2018,Malta,MLT,14864712990.1631,5.17922479608157,30672.2922439038,28.7,81.65804429,4.48368667552469,4.11492482919746,320,82.4487804878049,0.452927414359119
2019,Malta,MLT,15215714309.0974,5.53956633683224,30186.1959621979,..,85.77856081,3.98800763735439,3.73654947315483,320,82.6,0.554908055240934
2016,Malta,MLT,11721521912.7202,4.09091742885326,25741.4460613677,29.1,78.0751488,5.95096380564177,5.72502604692002,320,82.4536585365854,0.510420195407796
2020,Malta,MLT,14647384607.604,-7.00112961514149,27884.6428274251,..,86.85876183,..,..,320,..,0.562732853067052
2020,Marshall Islands,MHL,244462400,-2.20760540236407,4129.850998412,..,..,..,..,180,..,..
2019,Marshall Islands,MHL,239462200,6.64466373729447,4073.10982973584,..,..,0.386868656982376,0.369017776477025,180,..,..
2016,Marshall Islands,MHL,201510900,1.3132581227826,3490.99838885713,..,29.78777936,0.673771996861343,0.623749463643585,180,..,..
2017,Marshall Islands,MHL,213204100,3.25055480880046,3672.57678328424,..,38.70116262,0.497266899233584,0.440693518454877,180,..,..
2018,Marshall Islands,MHL,221588900,3.57475098191667,3793.55098267479,..,..,0.499833668631911,0.461687178081401,180,..,..
2020,Mauritania,MRT,7913680231.1828,-1.76332179417277,1701.99116304908,..,..,..,..,1030700,..,2.47188431168156
2016,Mauritania,MRT,6398744505.08129,1.26090922448303,1536.85488788877,..,18,..,..,1030700,64.208,2.09078614855797
2019,Mauritania,MRT,7889662452.16785,5.75993058973705,1743.30290093768,..,..,..,..,1030700,64.925,1.9806632087102
2018,Mauritania,MRT,7354430040.11966,4.52674622501065,1670.2041645288,..,..,..,..,1030700,64.704,2.11248208745744
2017,Mauritania,MRT,6799075418.99441,6.27054569386574,1587.61126325063,..,20.80096366,..,..,1030700,64.464,2.04227341090281
2017,Mauritius,MUS,13259351418.4459,3.81415210844426,10484.9083620411,36.8,55.4032403,7.51039431177431,7.52857011643931,2030,74.5146341463415,0.171040745755149
2019,Mauritius,MUS,14045808843.221,3.01237590269628,11097.168977137,..,61.72995515,7.96436230542428,7.98549286756141,2030,74.2358536585366,0.155938299008176
2018,Mauritius,MUS,14181951058.5129,3.75967722730337,11208.3438184474,..,58.5961697,7.27165159733196,7.305300015737,2030,74.4163414634146,0.162491818266823
2016,Mauritius,MUS,12232463655.5727,3.83793265409193,9681.61856689674,..,52.19132594,9.80725432848681,10.1601938556828,2030,74.3948780487805,0.179867284625027
2020,Mauritius,MUS,10920606197.6928,-14.8946875651821,8627.84315711981,..,64.88490358,..,..,2030,..,0.159564902961198
2020,Mexico,MEX,1073915880822.5,-8.30903465889521,8329.27131263927,..,71.97,..,..,1943950,..,0.573651659477899
2018,Mexico,MEX,1222408203104.3,2.19499472522698,9686.98492655586,45.4,65.77263448,13.3810871048117,14.4996161272349,1943950,74.992,0.47751740669545
2017,Mexico,MEX,1158913035796.37,2.11312913549695,9287.84958732302,..,63.85224909,13.3363748194504,13.6192261790889,1943950,74.947,0.436510296383438
2016,Mexico,MEX,1078490651625.31,2.63053242455089,8744.51555912786,46.3,59.540446,11.0357176857622,11.6843206985179,1943950,74.917,0.495064413696788
2019,Mexico,MEX,1269433932805.91,-0.176599456271802,9950.45008048459,..,70.06991047,13.2010945610439,14.4534623318461,1943950,75.054,0.523482490455361
2020,"Micronesia, Fed. Sts.",FSM,410083600,-1.76541515225117,3565.293294268,..,..,..,..,700,..,..
2017,"Micronesia, Fed. Sts.",FSM,366666800,2.68218594445551,3289.64211697365,..,35.30405287,0.755997362227461,0.359433913457211,700,67.618,..
2016,"Micronesia, Fed. Sts.",FSM,332265200,0.900180416516932,3014.70035839042,..,33.35216255,0.887517826453152,0.510043985080767,700,67.471,..
2018,"Micronesia, Fed. Sts.",FSM,401932300,0.211653600126766,3568.291015625,..,..,0.68295417148422,0.286409825192131,700,67.755,..
2019,"Micronesia, Fed. Sts.",FSM,408057100,1.17479922829746,3585.39244888455,..,..,0.588650814407849,0.293497693087253,700,67.883,..
2016,Middle East & North Africa,MEA,3105138845524.55,4.58401241338488,7161.03313706404,..,49.8256000196317,..,..,11223348,73.7107710168387,5.62444941111851
2017,Middle East & North Africa,MEA,3225517205255.14,1.65919844585569,7309.14272039007,..,56.8563524722971,..,..,11223349,73.8998180588421,5.79526767402791
2020,Middle East & North Africa,MEA,3035580428041.81,-3.98774252432908,6534.39562313779,..,..,..,..,11223349,..,5.43142024422592
