Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2016,East Asia & Pacific (excluding high income),EAP,13560237634379.5,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.79362010955811,15.6049003601074
2019,East Asia & Pacific (excluding high income),EAP,17135404533968.4,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.23436999320984,..
2020,East Asia & Pacific (excluding high income),EAP,17448894596355.7,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,East Asia & Pacific (excluding high income),EAP,14819322198962.2,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.87649488449097,13.8695201873779
2017,Ecuador,ECU,104295862000,15,..,..,..,..,12.1632699966431,52.8594703674316,..,82.8378372192383,13.9573402404785,43.5343818664551,1.27037000656128,..,..,..,..,4.61426019668579,..
2018,Ecuador,ECU,107562008000,15,99.9498291015625,99.9498291015625,..,..,..,..,..,..,..,..,..,..,..,..,..,4.6214599609375,..
2016,Ecuador,ECU,99937696000,15,98.2938003540039,98.2938003540039,..,..,11.7186403274536,51.8639602661133,..,82.736457824707,13.4826698303223,42.2995185852051,1.24522995948792,..,..,..,..,4.36275005340576,..
2019,Ecuador,ECU,108108009000,15,99.9997787475586,99.9997787475586,91.248046875,97.2996520996094,..,..,..,..,..,..,..,..,..,..,..,4.22565984725952,11.6185102462769
2020,Ecuador,ECU,98808010000,15,99.9998931884766,99.9998931884766,92.9021911621094,97.5670318603516,11.9424200057983,52.5410118103027,..,83.3593597412109,13.9266004562378,43.3669815063477,1.62437999248505,..,..,..,..,4.13413000106812,11.46755027771
2016,"Egypt, Arab Rep.",EGY,332441717791.411,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,"Egypt, Arab Rep.",EGY,303080865603.645,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,"Egypt, Arab Rep.",EGY,365252651278.852,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,"Egypt, Arab Rep.",EGY,249712999437.254,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,"Egypt, Arab Rep.",EGY,235733695652.174,12,..,95.3028564453125,..,..,..,72.9591369628906,12.9849700927734,..,6.16790008544922,67.1564712524414,0.692979991436005,0.306490004062653,..,..,..,..,..
2016,El Salvador,SLV,24191430000,15,94.2375793457031,89.1663284301758,98.9235610961914,92.9761734008789,7.11731004714966,43.2466316223145,..,58.6497497558594,8.49256992340088,30.338020324707,..,..,47.18061,35.26749,8.02682,3.82523989677429,13.9743499755859
2020,El Salvador,SLV,24638720000,15,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.0928897857666
2018,El Salvador,SLV,26020850000,15,95.1532135009766,88.2440338134766,99.1083831787109,93.3036727905273,..,..,..,..,..,..,..,..,46.16494,34.02135,9.17133,3.60575008392334,13.2915000915527
2017,El Salvador,SLV,24979190000,15,93.2956771850586,87.7549591064453,98.0805892944336,91.953483581543,6.67210006713867,42.783390045166,..,58.5528602600098,7.95080995559692,29.6169300079346,..,..,45.60598,34.89118,9.37147,3.7252299785614,13.4645204544067
2019,El Salvador,SLV,26896660000,15,95.6292419433594,90.0555114746094,97.5510635375977,94.0903091430664,8.33701992034912,46.5443992614746,..,61.5461807250977,9.57398986816406,33.5802917480469,..,..,..,..,..,3.38515996932983,12.51881980896
2019,Equatorial Guinea,GNQ,11417278044.9859,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Equatorial Guinea,GNQ,11240808846.6928,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Equatorial Guinea,GNQ,13097012189.3995,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Equatorial Guinea,GNQ,10021856754.4944,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Equatorial Guinea,GNQ,12200913887.6419,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Eritrea,ERI,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Eritrea,ERI,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Eritrea,ERI,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Eritrea,ERI,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Eritrea,ERI,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Estonia,EST,30650285471.7215,9,..,..,..,..,30.8465099334717,97.8234634399414,48.5894203186035,99.776496887207,39.4988899230957,85.7552032470703,21.2413291931152,0.931609988212585,..,..,..,..,..
2018,Estonia,EST,30474612057.4484,9,89.5950775146484,89.8263473510742,82.1503524780273,87.8593368530273,..,..,..,..,40.2903594970703,87.6303024291992,..,..,..,..,..,5.23887014389038,13.3928499221802
2019,Estonia,EST,31045591753.4901,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Estonia,EST,26857880621.935,9,89.9915084838867,92.6467895507813,91.2416763305664,90.9467163085938,..,..,..,..,38.7834014892578,86.9619216918945,..,..,..,..,..,4.95629978179932,12.7503004074097
2016,Estonia,EST,24056487770.898,9,91.7249526977539,93.4262237548828,95.8788604736328,92.9401702880859,..,..,..,..,37.7995796203613,86.8937530517578,..,..,24.96741,25.20099,27.11812,5.11445999145508,13.1083097457886
2019,Eswatini,SWZ,4495679480.96886,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.64554977416992,..
2020,Eswatini,SWZ,3972728948.47088,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.34233999252319,..
2017,Eswatini,SWZ,4402969225.92165,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.13809013366699,..
2018,Eswatini,SWZ,4665420238.51784,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.67916011810303,..
2016,Eswatini,SWZ,3816022046.82656,7,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.41466999053955,..
2017,Ethiopia,ETH,81770791970.982,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.64951992034912,26.5099201202393
2019,Ethiopia,ETH,95912590628.1412,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Ethiopia,ETH,84269348327.3454,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.06867980957031,24.0015506744385
2020,Ethiopia,ETH,107645054311.876,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Ethiopia,ETH,74296618481.0882,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.06151008605957,23.0133590698242
2018,Euro area,EMU,13692226055585.5,10,92.4148445129395,93.7211418151855,91.6764869689942,92.688777923584,..,..,..,..,..,..,..,..,..,..,..,4.80559992790222,11.1888446807861
2016,Euro area,EMU,11964468804660.3,10,93.0493469238281,93.9551925659179,92.6039581298828,93.203182220459,..,..,..,..,..,..,..,..,23.878595,37.971945,21.543125,4.8159499168396,12.0950951576233
2020,Euro area,EMU,13021049031268.7,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Euro area,EMU,12646241353753.9,10,93.7280120849609,94.6126747131348,92.5234527587891,93.2169494628906,..,..,..,..,..,..,..,..,..,..,..,4.88274002075195,11.0554304122925
2019,Euro area,EMU,13413568065812.5,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Europe & Central Asia,ECS,23217309660002.3,10,92.4463882446289,93.3686294555664,92.165714263916,93.1410102844238,..,..,..,..,..,..,..,..,..,..,..,4.67819976806641,11.7471752166748
2019,Europe & Central Asia,ECS,22934004820241.6,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Europe & Central Asia,ECS,21648851652556.4,10,93.6988677978515,94.6844482421875,92.9610786437989,93.3995170593261,..,..,..,..,..,..,..,..,..,..,..,4.78077983856201,11.9676303863525
2016,Europe & Central Asia,ECS,20445552705800.9,10,93.0887908935547,94.4841613769531,92.934700012207,93.4671173095704,..,..,..,..,..,..,..,..,22.83837,37.132345,21.29603,4.83923006057739,12.3531198501587
2020,Europe & Central Asia,ECS,22121578723066.8,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Europe & Central Asia (IDA & IBRD countries),TEC,3876733319266.95,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Europe & Central Asia (IDA & IBRD countries),TEC,4153453159866.14,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.94576001167297,..
2017,Europe & Central Asia (IDA & IBRD countries),TEC,3912599713398.07,10,..,..,94.0084762573242,93.930591583252,..,..,..,..,..,..,..,..,..,..,..,4.09102010726929,12.3908004760742
2016,Europe & Central Asia (IDA & IBRD countries),TEC,3490782809413.07,10,..,..,95.9520034790039,93.8604049682617,..,..,..,..,..,..,..,..,..,..,17.08263,3.96209001541138,12.3531198501587
2018,Europe & Central Asia (IDA & IBRD countries),TEC,4073645764077.81,10,..,..,94.738639831543,93.8843688964844,..,..,..,..,..,..,..,..,..,..,..,4.61579990386963,12.85116481781
2020,Europe & Central Asia (excluding high income),ECA,3222403620453.33,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Europe & Central Asia (excluding high income),ECA,3329876408661.55,10,..,..,94.0613784790039,93.3315162658691,..,..,..,..,..,..,..,..,..,..,15.57059,4.09102010726929,12.7309503555298
2019,Europe & Central Asia (excluding high income),ECA,3493926388854.03,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.94576001167297,13.772500038147
2016,Europe & Central Asia (excluding high income),ECA,2965857286860.64,10,..,..,96.0015258789063,93.6546783447266,..,..,..,..,..,..,..,..,..,..,16.652505,3.86126506328583,12.5096597671509
2018,Europe & Central Asia (excluding high income),ECA,3423986143967.44,10,..,..,95.4376449584961,94.3380889892579,..,..,..,..,..,..,..,..,..,..,..,4.48639988899231,12.9514999389648
2020,European Union,EUU,15291934754441.6,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,European Union,EUU,15971540026258.9,10,92.4148445129395,93.6002922058105,91.6764869689942,92.4847030639648,..,..,..,..,..,..,..,..,..,..,..,4.62730979919434,11.1235504150391
2019,European Union,EUU,15689357247344.5,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,European Union,EUU,13885155820999.3,10,93.3996391296387,94.4841613769531,92.5117225646973,93.6546783447266,..,..,..,..,..,..,..,..,23.81164,37.31704,21.79022,4.79266977310181,12.025239944458
2017,European Union,EUU,14734764528614.8,10,93.9427032470703,95.1725463867188,92.5416564941406,93.9317474365235,..,..,..,..,..,..,..,..,..,..,..,4.61972999572754,11.0554304122925
2016,Faroe Islands,FRO,2738832687.13698,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.71989011764526,16.2498092651367
2019,Faroe Islands,FRO,3126293219.77989,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.4116296768188
2018,Faroe Islands,FRO,3051341335.9516,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.3672103881836
2020,Faroe Islands,FRO,..,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Faroe Islands,FRO,2899226097.62377,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.23338031768799,17.250919342041
2018,Fiji,FJI,5581371847.61641,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.83571004867554,14.9348096847534
2019,Fiji,FJI,5496264766.37285,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.06788015365601,16.8337001800537
2020,Fiji,FJI,4533883782.27458,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.3917503356934
2017,Fiji,FJI,5353404422.08138,..,..,..,..,..,5.16891002655029,87.3066177368164,..,99.7842712402344,5.16891002655029,44.5563583374023,1.07687997817993,0.0746200010180473,..,..,..,4.65118980407715,16.8171901702881
2016,Fiji,FJI,4930204229.72263,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.8358998298645,15.1698904037476
2017,Finland,FIN,255016517537.983,10,88.3370132446289,89.3897399902344,94.1657409667969,90.9797210693359,24.3361492156982,..,36.2037696838379,..,35.2476501464844,75.5235595703125,11.9063501358032,1.14365994930267,..,..,..,6.36311006546021,11.8638696670532
2019,Finland,FIN,268508200125.49,10,..,..,..,..,25.9350891113281,..,37.5727500915527,..,36.4809799194336,77.4507217407227,12.7019901275635,1.22740995883942,..,..,..,..,..
2020,Finland,FIN,269594831987.549,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Finland,FIN,275580448365.235,10,87.5112609863281,89.8074111938477,96.9328231811523,91.4747924804688,..,..,..,..,..,..,..,..,..,..,..,6.26929998397827,11.7516202926636
2016,Finland,FIN,240607907010.383,10,87.5858993530273,89.197868347168,96.594612121582,91.1962585449219,..,..,..,..,..,..,..,..,20.51118,36.94765,26.54204,6.85153007507324,12.312310218811
2017,Fragile and conflict affected situations,FCS,1440153462302.17,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.70759010314941,14.503210067749
2016,Fragile and conflict affected situations,FCS,1407794580336.84,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.83076500892639,12.8473448753357
2020,Fragile and conflict affected situations,FCS,1508644836830.91,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Fragile and conflict affected situations,FCS,1572829705560.61,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.13120007514954,13.1701002120972
2019,Fragile and conflict affected situations,FCS,1661765815317.45,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,France,FRA,2728870246705.88,10,..,..,..,..,19.7005405426025,85.5956573486328,32.3046112060547,97.6722869873047,32.1738395690918,72.1873474121094,10.5139303207397,0.846279978752136,..,..,..,..,..
2016,France,FRA,2471285607081.72,10,..,..,..,..,17.4036998748779,83.6858291625977,29.6249599456787,97.6264724731445,29.5100402832031,69.6656265258789,9.10295963287354,0.804830014705658,..,..,..,..,..
2018,France,FRA,2789593979064.58,10,92.4885482788086,91.9614105224609,91.9402389526367,92.1541519165039,..,..,..,..,..,..,..,..,..,..,..,5.41316986083984,9.72482967376709
2017,France,FRA,2588740901639.81,10,93.4001770019531,92.0089797973633,91.8386611938477,92.3666305541992,18.0016708374023,84.2147979736328,30.2273502349854,97.5684661865234,30.1307907104492,70.0754928588867,9.49569988250732,0.836380004882813,..,..,..,5.45160007476807,9.65242958068848
2020,France,FRA,2630317731455.26,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Gabon,GAB,14023890620.3384,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.76999998092651,10.2796401977539
2020,Gabon,GAB,15316826191.5682,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15.025520324707
2019,Gabon,GAB,16874405839.7948,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.76782989501953,14.1593904495239
2018,Gabon,GAB,16867325126.5423,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.93345999717712,14.6950798034668
2017,Gabon,GAB,14929488770.7315,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.32680988311768,16.0584392547607
2020,"Gambia, The",GMB,1868086274.822,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,"Gambia, The",GMB,1812529104.61923,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.87529993057251,..
2018,"Gambia, The",GMB,1670670668.5939,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.36543989181519,11.1882696151733
2016,"Gambia, The",GMB,1484579844.37143,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.0244300365448,10.3577899932861
2017,"Gambia, The",GMB,1504909753.28746,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.45918989181519,..
2019,Georgia,GEO,17477255562.2583,9,..,..,..,..,33.6676902770996,97.6632919311523,57.004451751709,99.186897277832,33.6980895996094,92.1729507446289,26.3573799133301,0.512939989566803,..,..,..,3.80864000320435,..
2016,Georgia,GEO,15141758566.7808,9,..,..,..,..,32.8466300964355,97.9518890380859,51.034538269043,99.3061370849609,32.8585395812988,93.4507904052734,28.1508102416992,0.413060009479523,..,..,11.08576,3.59386992454529,12.6661996841431
2018,Georgia,GEO,17599700090.762,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5210599899292,12.9514999389648
2020,Georgia,GEO,15846489610.8073,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.83912992477417,11.1715097427368
2017,Georgia,GEO,16242916915.7203,9,..,..,..,..,34.0182189941406,97.5211715698242,59.2362289428711,99.3067169189453,34.0637588500977,92.4962997436523,27.1470394134521,0.512000024318695,..,..,10.07808,3.57442998886108,12.9533596038818
2018,Germany,DEU,3975347237442.99,13,92.7569274902344,93.6599273681641,91.7574234008789,92.4847030639648,25.1498794555664,96.3322525024414,35.5881805419922,100,25.7418899536133,83.4613037109375,11.1985902786255,1.25295996665955,..,..,..,4.99274015426636,11.2301797866821
2020,Germany,DEU,3846413928653.71,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Germany,DEU,3681732583768.5,13,93.6167068481445,94.4370574951172,91.4714508056641,93.0598297119141,..,..,..,..,..,..,..,..,..,..,..,4.88274002075195,11.0476903915405
2016,Germany,DEU,3467498002104.33,13,93.7104873657227,94.4841613769531,91.6042861938477,93.2795562744141,25.5801200866699,96.5136413574219,35.6527214050293,100,26.1768093109131,83.0064163208008,11.5085496902466,1.32317996025085,12.92094,41.25655,25.98579,4.83923006057739,10.9105396270752
2019,Germany,DEU,3888326788627.44,13,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Ghana,GHA,68337537815.7703,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Ghana,GHA,60406382898.5174,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.62737989425659,20.0976390838623
2016,Ghana,GHA,56165172898.8695,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.52884006500244,22.0933208465576
2020,Ghana,GHA,68532281805.6722,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Ghana,GHA,67299280679.563,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.0041298866272,18.5981693267822
2017,Gibraltar,GIB,..,10,100,100,..,96.4962997436523,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Gibraltar,GIB,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Gibraltar,GIB,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Gibraltar,GIB,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Gibraltar,GIB,..,10,100,100,..,87.5457611083984,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Greece,GRC,199350781053.185,10,97.5578384399414,97.6006774902344,56.689151763916,..,..,..,..,..,..,..,..,..,..,..,..,3.47220993041992,7.18391990661621
2018,Greece,GRC,211945897765.431,10,97.1284027099609,97.4535369873047,56.119930267334,88.1830291748047,..,..,..,..,..,..,..,..,..,..,..,3.59395003318787,7.42550992965698
2019,Greece,GRC,205144152830.847,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Greece,GRC,193017030649.7,10,97.2791366577148,96.9227676391602,57.3878517150879,..,20.1387195587158,64.8029022216797,26.6989898681641,91.4755096435547,21.200569152832,54.6379585266113,2.4172899723053,0.51147997379303,..,..,..,..,..
2020,Greece,GRC,188835201625.91,10,..,..,..,..,26.0435390472412,73.6619491577148,34.8261108398438,96.4685211181641,26.8089694976807,65.2687072753906,6.85041999816895,0.716400027275085,..,..,..,..,..
2018,Greenland,GRL,3040414278.02236,10,..,..,..,..,10.8007402420044,100,14.3854703903198,100,13.695369720459,42.7401695251465,3.21502995491028,0.128710001707077,..,..,..,10.5601902008057,..
2020,Greenland,GRL,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Greenland,GRL,2851610655.92391,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0285596847534,..
2016,Greenland,GRL,2707146783.13056,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11.0861396789551,..
2019,Greenland,GRL,2982247278.61577,10,..,..,..,..,10.4404096603394,100,14.4065704345703,100,13.4952802658081,42.379150390625,2.79372000694275,0.103370003402233,..,..,..,..,..
2018,Grenada,GRD,1166523555.55556,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.55255007743835,..
2017,Grenada,GRD,1125685185.18519,12,..,..,..,..,..,..,..,..,..,..,..,..,31.31984,27.37425,13.58036,3.17379999160767,14.0411701202393
2016,Grenada,GRD,1061640740.74074,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Grenada,GRD,1042100555.55556,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Grenada,GRD,1212694407.40741,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Guam,GUM,5844000000,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Guam,GUM,6364000000,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Guam,GUM,6013000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Guam,GUM,5901000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Guam,GUM,6060000000,0,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Guatemala,GTM,71654134378.5299,16,95.9650192260742,91.0635833740234,97.4750213623047,95.5914764404297,..,..,..,..,..,..,..,..,56.4745,13.14359,13.22195,2.95009994506836,23.0880508422852
2016,Guatemala,GTM,66053725049.0138,16,97.437370300293,94.2040405273438,99.2386169433594,97.4363098144531,..,..,..,..,..,..,..,..,55.46525,13.31038,14.64296,2.94474005699158,23.4347496032715
2019,Guatemala,GTM,77020015201.3201,16,96.3338165283203,90.6328735351563,88.1546020507813,94.6787490844727,4.32202005386353,32.2936897277832,..,50.8050003051758,4.5054497718811,24.0180892944336,0.0456999987363815,0.0080199996009469,..,..,..,3.19928002357483,23.7553806304932
2020,Guatemala,GTM,77604632170.5853,16,96.3712005615234,92.1548385620117,89.9822387695313,95.2307815551758,..,..,..,..,..,..,..,..,..,..,..,3.29972004890442,21.141170501709
2018,Guatemala,GTM,73208583758.9105,16,94.9454498291016,85.6745529174805,87.8368377685547,92.3878631591797,..,..,..,..,..,..,..,..,55.59887,13.17728,13.89463,3.13704991340637,23.7495403289795
2018,Guinea,GIN,11857030336.5252,6,94.0970993041992,89.4920196533203,72.61669921875,87.6337509155273,6.20741987228394,12.6291999816895,6.46050977706909,18.586799621582,..,7.38849020004272,2.44707989692688,0.0868699997663498,61.64747,20.92364,17.2974,2.38432002067566,14.8701200485229
2016,Guinea,GIN,8595955581.21787,6,94.0970993041992,89.4920196533203,72.9767913818359,87.6740417480469,..,..,..,..,..,..,..,..,40.52155,22.6965,36.68386,2.54450011253357,15.7688598632813
2020,Guinea,GIN,15681050917.1563,6,98.6220703125,98.6220703125,98.6220703125,98.6220703125,..,..,..,..,..,..,..,..,..,..,..,2.19947004318237,12.2907600402832
2017,Guinea,GIN,10324668266.5921,6,94.0970993041992,89.4920196533203,72.9767913818359,87.6740417480469,..,..,..,..,..,..,..,..,40.52155,22.6965,36.68386,2.3203399181366,13.3767900466919
2019,Guinea,GIN,13513809258.2131,6,96.1881103515625,98.7876434326172,96.6638336181641,97.9704818725586,..,..,..,..,..,..,..,..,..,..,..,1.84836995601654,12.4053602218628
2019,Guinea-Bissau,GNB,1439638443.38133,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.94781994819641,..
2016,Guinea-Bissau,GNB,1179004941.22904,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.29999995231628,10
2020,Guinea-Bissau,GNB,1431758242.90375,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Guinea-Bissau,GNB,1350177127.5523,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.20000004768372,15
2018,Guinea-Bissau,GNB,1504630120.99275,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.13787007331848,..
2020,Guyana,GUY,5471256594.72422,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Guyana,GUY,4787636237.24043,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.45058012008667,16.0061702728271
2019,Guyana,GUY,5173760191.84652,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Guyana,GUY,4482697336.56174,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.73775005340576,18.7175102233887
2017,Guyana,GUY,4748174334.14044,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.6647801399231,17.6357307434082
2019,Haiti,HTI,14785839382.9002,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Haiti,HTI,13987693738.923,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.4227499961853,13.1072101593018
2018,Haiti,HTI,16455034352.7671,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.68210005760193,14.6441402435303
2020,Haiti,HTI,14508218017.4032,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Haiti,HTI,15035560372.6443,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.5911899805069,15.196849822998
2017,Heavily indebted poor countries (HIPC),HPC,720193577997.662,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.62737989425659,15.9128103256226
2020,Heavily indebted poor countries (HIPC),HPC,797697289590.406,8.5,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.3325395584106
