Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)"
2017,Romania,ROU,211695422578.655,10,97.2939224243164,96.7795486450195,93.9857330322266,95.1501998901367,..,90.5290374755859,17.7385807037354,98.7926025390625,14.6833896636963,67.4450225830078,..,..,..,..,..,3.09539008140564,10.0526504516602
2017,Russian Federation,RUS,1574199387070.9,11,..,..,90.0775680541992,91.7032775878906,..,..,..,..,..,..,..,..,..,..,..,4.68990993499756,13.4650802612305
2018,Russian Federation,RUS,1657328865709.99,11,..,..,89.9601211547852,92.4458084106445,..,..,..,..,..,..,..,..,..,..,..,4.67819976806641,14.3410797119141
2016,Russian Federation,RUS,1276786979221.81,11,..,..,..,94.0661315917969,..,..,..,..,..,..,..,..,..,..,21.60867,3.76044011116028,10.9852800369263
2019,Russian Federation,RUS,1687448525466.61,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Russian Federation,RUS,1483497784867.6,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Rwanda,RWA,8690485823.14546,6,97.6025085449219,82.4553604125977,18.9360103607178,86.9573135375977,..,..,..,..,..,..,..,..,34.61112,52.82524,..,3.4367299079895,12.2783899307251
2017,Rwanda,RWA,9253098954.27769,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.12646007537842,11.0796098709106
2018,Rwanda,RWA,9640280084.19572,6,87.5325164794922,89.9483489990234,74.2014465332031,..,4.13283014297485,13.4044103622437,..,35.986011505127,4.13283014297485,9.85904026031494,0.304140001535416,0.0160199999809265,28.56429,38.25006,19.82273,3.07375001907349,10.8046102523804
2020,Rwanda,RWA,10333991455.5443,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4072699546814,10.7831897735596
2019,Rwanda,RWA,10355974217.3735,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.35545992851257,10.761830329895
2020,Samoa,WSM,807100820.648132,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.80916023254395,16.2149906158447
2016,Samoa,WSM,799493884.324697,8,..,..,100,..,..,..,..,..,..,..,..,..,37.04896,42.81374,9.18175,4.1622200012207,13.0389003753662
2019,Samoa,WSM,852007112.724637,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.70625019073486,15.5964698791504
2018,Samoa,WSM,821286927.535723,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.53214979171753,14.8470296859741
2017,Samoa,WSM,832025573.983795,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.18315982818604,13.2124004364014
2016,San Marino,SMR,1468377272.13859,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,San Marino,SMR,1655300872.53427,10,99.8119964599609,99.7841186523438,95.6250915527344,99.3097610473633,15.7600202560425,82.9602508544922,15.7600202560425,96.5969924926758,15.7600202560425,53.9379501342773,11.0855102539063,..,..,..,..,3.55516004562378,14.4863300323486
2020,San Marino,SMR,..,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,San Marino,SMR,1616369645.99635,10,99.8836135864258,99.8163986206055,96.5096893310547,99.4620819091797,..,..,..,..,..,..,..,..,..,..,..,3.37969994544983,15.0599203109741
2017,San Marino,SMR,1528630707.49794,10,100,100,98.1917190551758,99.8037261962891,..,..,..,..,..,..,..,..,34.43817,34.72677,6.82856,3.36997008323669,13.1036100387573
2020,Sao Tome and Principe,STP,472914469.91933,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.125940322876
2019,Sao Tome and Principe,STP,427425039.684339,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.92154979705811,17.5924491882324
2016,Sao Tome and Principe,STP,345495614.979982,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.17303991317749,15.9666795730591
2018,Sao Tome and Principe,STP,412253809.728799,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.23510980606079,20.1165409088135
2017,Sao Tome and Principe,STP,375614126.193877,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.03636980056763,18.3999996185303
2019,Saudi Arabia,SAU,792966838160,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Saudi Arabia,SAU,688586244293.333,9,..,..,..,..,25.9752197265625,68.8482131958008,31.4776496887207,81.0916519165039,31.4776496887207,53.8799896240234,2.51828002929688,0.677079975605011,..,..,..,..,..
2018,Saudi Arabia,SAU,786521831573.333,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Saudi Arabia,SAU,644935541440,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Saudi Arabia,SAU,700117873253.333,9,..,..,..,..,31.0515003204346,77.2074127197266,37.9229583740234,88.5806732177734,37.9229583740234,62.2887687683105,3.59056997299194,1.15103995800018,..,..,..,..,..
2019,Senegal,SEN,23306213742.3602,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.28719997406006,18.3122692108154
2020,Senegal,SEN,24644234594.6566,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,22.062780380249
2018,Senegal,SEN,23116699808.1723,11,98.3164520263672,97.1000595092773,..,..,..,..,..,..,..,..,..,..,31.67194,16.82038,32.84079,4.85822010040283,21.5420207977295
2017,Senegal,SEN,20996564751.5994,11,..,..,..,..,2.76170992851257,17.8248291015625,9.95411014556885,21.9216194152832,4.03246021270752,10.8629503250122,1.53392994403839,0.0674799978733063,..,..,..,4.62496995925903,20.5892601013184
2016,Senegal,SEN,19040312815.1337,11,97.7275619506836,97.1541137695313,90.1041030883789,95.0133972167969,..,..,..,..,..,..,..,..,31.31751,16.65363,28.07454,5.11309003829956,21.3373699188232
2020,Serbia,SRB,53335016425.4148,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Serbia,SRB,44179055279.8887,8,..,..,89.1447067260742,94.8956985473633,14.8972396850586,89.7998199462891,22.583610534668,97.6898727416992,20.7765407562256,71.6360931396484,2.17539000511169,0.393229991197586,..,..,29.93024,3.71016001701355,9.25646018981934
2019,Serbia,SRB,51514222381.8428,8,..,97.0281066894531,96.3492965698242,96.7685623168945,15.5152702331543,91.7877426147461,23.2534694671631,98.5257797241211,21.7018299102783,73.6363830566406,2.20621991157532,0.258150011301041,..,..,..,3.61922001838684,8.60459995269775
2018,Serbia,SRB,50640650221.4622,8,..,97.1519927978516,96.1366500854492,96.8025665283203,..,..,..,..,..,..,..,..,..,..,..,3.58231997489929,8.80428028106689
2016,Serbia,SRB,40692643373.0327,8,..,..,95.9520034790039,96.8230972290039,14.5109100341797,89.4902420043945,22.5822696685791,97.4404525756836,20.6914501190186,71.4099502563477,2.18066000938416,0.482039988040924,..,..,28.90675,3.63470005989075,8.69299030303955
2018,Seychelles,SYC,1547690759.44363,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.49883985519409,11.8271799087524
2020,Seychelles,SYC,1059886363.63636,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.16800975799561
2017,Seychelles,SYC,1528242026.36264,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.67728996276855,10.2598304748535
2019,Seychelles,SYC,1582841058.89479,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.91458988189697,11.1305599212646
2016,Seychelles,SYC,1426651768.82189,10,92.4668121337891,93.0100708007813,100,94.7732315063477,..,..,..,..,..,..,..,..,30.57084,27.14956,21.63562,4.42102003097534,11.7234296798706
2019,Sierra Leone,SLE,4076578542.56207,9,78.181037902832,79.753532409668,..,..,..,..,..,..,..,..,..,..,..,..,..,7.36542987823486,35.0058288574219
2018,Sierra Leone,SLE,4085114794.22324,9,80.5162124633789,77.1400985717773,..,..,..,..,..,..,..,..,..,..,31.02487,20.47294,46.3553,6.98963022232056,32.7278289794922
2017,Sierra Leone,SLE,3719369107.34992,9,100,100,..,..,..,..,..,..,..,..,..,..,20.38712,20.22571,59.02014,4.63576984405518,19.894100189209
2020,Sierra Leone,SLE,4063289449.58795,9,75.953239440918,79.5151214599609,..,..,..,..,..,..,..,..,..,..,..,..,..,9.26146984100342,34.3272514343262
2016,Sierra Leone,SLE,3674794530.18956,9,100,100,..,..,..,..,..,..,..,..,..,..,35.65482,11.98943,52.14544,3.06023001670837,12.4735803604126
2016,Singapore,SGP,318763807455.664,6,87.6380615234375,97.8354568481445,93.6675109863281,..,29.1279201507568,79.6072387695313,52.7865180969238,86.1138916015625,43.8510513305664,70.693229675293,..,..,..,..,..,2.8748300075531,..
2019,Singapore,SGP,374386306993.109,6,93.7775115966797,97.1860733032227,98.8183135986328,..,32.3696517944336,82.1780471801758,57.2499008178711,88.5075988769531,48.149040222168,74.4833679199219,..,..,..,..,..,2.63196992874146,..
2018,Singapore,SGP,375981539145.907,6,89.7218017578125,97.3573303222656,97.6747970581055,..,31.5955905914307,81.4235610961914,55.7606086730957,87.9087982177734,46.7000312805176,73.5237884521484,..,..,..,..,..,2.64509010314941,..
2017,Singapore,SGP,343337750742.27,6,88.1678314208984,97.0484924316406,97.7461090087891,..,30.7051792144775,80.0077285766602,54.2321090698242,86.0159530639648,45.3181495666504,71.3994598388672,..,..,..,..,..,2.76826000213623,..
2020,Singapore,SGP,339998477929.985,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.50665998458862,..
2016,Sint Maarten (Dutch part),SXM,1263687150.83799,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Sint Maarten (Dutch part),SXM,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Sint Maarten (Dutch part),SXM,..,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Sint Maarten (Dutch part),SXM,1191620111.73184,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Sint Maarten (Dutch part),SXM,1185474860.3352,14,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Slovak Republic,SVK,89614053143.7939,10,95.6378479003906,95.9998474121094,92.934700012207,94.7405624389648,19.6366405487061,99.3035583496094,21.516529083252,99.8057022094727,19.8435497283936,87.3202133178711,17.6331100463867,0.529900014400482,22.21594,42.18401,21.29603,3.9110701084137,9.16841983795166
2019,Slovak Republic,SVK,105284375640.698,10,..,..,..,..,22.8579196929932,99.0162200927734,25.2378692626953,99.7565383911133,23.034309387207,87.7003021240234,20.3189792633057,0.839690029621124,..,..,..,..,..
2017,Slovak Republic,SVK,95157888666.9967,10,95.6529235839844,95.7781066894531,92.9417495727539,94.5111618041992,20.6823902130127,99.2805023193359,22.7982692718506,99.7869110107422,20.8929805755615,87.0716171264648,18.566520690918,0.631749987602234,..,..,..,3.94063997268677,9.5190896987915
2020,Slovak Republic,SVK,105172564491.569,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Slovak Republic,SVK,105561218935.334,10,95.1944274902344,95.6159210205078,93.938232421875,94.0204620361328,21.8907604217529,99.2685623168945,24.1399993896484,99.7428665161133,22.1553707122803,87.777717590332,19.3569297790527,0.836290001869202,..,..,..,3.975830078125,9.51360988616943
2018,Slovenia,SVN,54137142149.4799,9,90.8800735473633,92.1760177612305,91.5955505371094,91.6729125976563,..,..,..,..,..,..,..,..,..,..,..,4.93603992462158,11.3399696350098
2019,Slovenia,SVN,54178877605.9999,9,..,..,..,..,21.5090999603271,98.171012878418,..,99.8007278442383,28.5179100036621,82.9429702758789,16.236400604248,3.58211994171143,..,..,..,..,..
2016,Slovenia,SVN,44736333522.4522,9,79.9818115234375,86.9257202148438,92.6039581298828,87.2459335327148,19.643310546875,97.6204681396484,..,99.8088989257813,26.9521999359131,81.8688430786133,14.6544303894043,2.30223989486694,28.76522,34.51418,19.74007,4.79266977310181,10.3819599151611
2020,Slovenia,SVN,53589609580.7099,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Slovenia,SVN,48469082710.3089,9,93.7280120849609,92.4766616821289,92.5416564941406,93.1282272338867,20.681209564209,97.7727813720703,..,99.780387878418,28.1766605377197,82.5606307983398,15.3223104476929,2.75571990013123,..,..,..,4.78077983856201,10.8470802307129
2018,Small states,SST,527518555673.901,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.32633996009826,14.4124398231506
2016,Small states,SST,444926108167.461,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.31461000442505,13.5529747009278
2020,Small states,SST,451423668844.166,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Small states,SST,519587425264.176,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.71929979324341,14.756055355072
2017,Small states,SST,479917651624.9,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.02312994003296,15.115309715271
2016,Solomon Islands,SLB,1378551118.49224,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Solomon Islands,SLB,1545888426.23031,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Solomon Islands,SLB,1483758906.61054,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Solomon Islands,SLB,1570093229.25588,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Solomon Islands,SLB,1574599182.64697,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Somalia,SOM,5850677295.69858,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.00248003005981
2020,Somalia,SOM,6965285324.52207,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.41238021850586
2016,Somalia,SOM,5529873479.87153,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.31483995914459
2017,Somalia,SOM,5609000000,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.70468997955322
2019,Somalia,SOM,6476674591.87348,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.26245021820068
2020,South Africa,ZAF,335442101366.417,9,96.1555862426758,96.773307800293,95.438591003418,96.0232696533203,..,..,..,..,..,..,..,..,..,..,..,6.83613014221191,19.5272808074951
2016,South Africa,ZAF,323585509674.481,9,..,..,..,94.6587371826172,..,..,..,..,..,..,..,..,..,..,..,5.94285011291504,18.0487403869629
2017,South Africa,ZAF,381448814653.456,9,94.7140808105469,95.0535430908203,94.8505477905273,95.0412902832031,8.24518966674805,72.327880859375,13.6938199996948,85.8536682128906,11.8335399627686,61.3383598327637,1.46079003810883,0.308780014514923,38.88623,29.41027,14.36148,6.11305999755859,18.7192897796631
2018,South Africa,ZAF,404842116738.074,9,94.9644317626953,95.7942810058594,95.2736206054688,95.0525512695313,..,..,..,..,..,..,..,..,38.74843,30.76076,15.25153,6.15898990631104,18.90159034729
2019,South Africa,ZAF,387934574098.17,9,96.0882415771484,96.7381210327148,95.2919998168945,95.814338684082,8.01776027679443,81.8046798706055,44.8526496887207,86.2785263061523,16.2631607055664,69.6973876953125,2.18337988853455,0.686819970607758,..,..,..,6.50505018234253,19.5962295532227
2017,South Asia,SAS,3348108849820.74,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.13641500473023,14.5447797775269
2019,South Asia,SAS,3597252024123.45,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.50755000114441,11.3437700271606
2020,South Asia,SAS,3386420411905.1,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,South Asia,SAS,2926447614196.87,9,..,72.9943695068359,..,..,..,..,..,..,..,..,..,..,..,50.4102,22.20075,3.45008993148804,14.0772399902344
2018,South Asia,SAS,3436593922937.52,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.19979000091553,11.6887702941894
2020,South Asia (IDA & IBRD),TSA,3386420411905.1,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,South Asia (IDA & IBRD),TSA,2926447614196.87,9,..,72.9943695068359,..,..,..,..,..,..,..,..,..,..,..,50.4102,22.20075,3.45008993148804,14.0772399902344
2019,South Asia (IDA & IBRD),TSA,3597252024123.45,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2.50755000114441,11.3437700271606
2018,South Asia (IDA & IBRD),TSA,3436593922937.52,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.19979000091553,11.6887702941894
2017,South Asia (IDA & IBRD),TSA,3348108849820.74,9,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.13641500473023,14.5447797775269
2016,South Sudan,SSD,..,8,100,100,100,100,..,..,..,..,..,..,..,..,36.35943,12.22592,50.43606,1.54390001296997,0.833360016345978
2018,South Sudan,SSD,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.867030024528503
2019,South Sudan,SSD,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,South Sudan,SSD,..,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,South Sudan,SSD,..,8,..,..,..,..,..,..,..,..,..,..,..,..,48.57579,18.49517,31.462,..,1.07369995117188
2016,Spain,ESP,1232076017361.53,10,97.8491592407227,97.9268798828125,88.8457412719727,95.4447326660156,20.9353904724121,75.7975234985352,29.8358497619629,91.1201019287109,29.791259765625,48.6490592956543,12.5373201370239,0.687120020389557,26.93569,37.31704,21.79022,4.22764015197754,9.96103954315186
2018,Spain,ESP,1420300232663.59,10,97.3812789916992,97.335823059082,88.2636413574219,94.9009094238281,21.9363403320313,77.7223587036133,31.1615695953369,91.9167175292969,31.106409072876,50.4169883728027,12.924280166626,0.660179972648621,..,..,..,4.17816019058228,10.0303297042847
2019,Spain,ESP,1393046093137.25,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,Spain,ESP,1309297246509.31,10,97.7392272949219,97.3135681152344,87.7072677612305,94.8786926269531,..,..,..,..,..,..,..,..,..,..,..,4.20777988433838,10.2134895324707
2020,Spain,ESP,1281484640043.58,10,..,..,..,..,23.578010559082,80.7694320678711,33.5425910949707,93.2168121337891,33.442310333252,53.2567481994629,14.1927499771118,0.881889998912811,..,..,..,..,..
2018,Sri Lanka,LKA,87963042340.8379,11,80.8515396118164,78.4080810546875,60.676570892334,74.655143737793,4.38589000701904,82.865966796875,..,..,..,63.0344696044922,0.707849979400635,..,29.85557,45.74178,20.74192,2.13539004325867,11.3309001922607
2019,Sri Lanka,LKA,83990946939.4651,11,90.694938659668,90.6562576293945,..,..,4.51879978179932,81.0301971435547,..,..,..,62.3045883178711,0.745840013027191,..,..,..,..,..,..
2020,Sri Lanka,LKA,80676681933.978,11,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Sri Lanka,LKA,82401038709.5356,11,73.5620498657227,72.9943695068359,59.1315307617188,71.0122222900391,4.06072998046875,81.6128005981445,..,..,..,61.678638458252,0.825190007686615,..,34.89671,50.4102,12.12355,3.44919991493225,17.728759765625
2017,Sri Lanka,LKA,87428128123.7209,11,85.7071762084961,80.6935424804688,65.321418762207,80.0024871826172,4.23795986175537,82.2686233520508,..,..,..,62.5039100646973,0.682539999485016,..,33.3783,51.1788,12.96432,2.79924988746643,14.4997596740723
2016,St. Kitts and Nevis,KNA,1008888888.88889,12,100,100,100,80.242317199707,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,St. Kitts and Nevis,KNA,980740740.740741,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2017,St. Kitts and Nevis,KNA,1060740740.74074,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,St. Kitts and Nevis,KNA,1078518518.51852,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,St. Kitts and Nevis,KNA,1164814814.81481,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,St. Lucia,LCA,2118791555.55556,10,100,100,..,..,..,46.8031387329102,15.2670602798462,..,9.25032043457031,41.2525405883789,..,..,..,..,..,3.26487994194031,14.0843200683594
2017,St. Lucia,LCA,1996771444.44444,10,75.0138168334961,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.63348007202148,14.0997400283813
2016,St. Lucia,LCA,1865513444.44444,10,100,100,..,..,..,..,..,..,..,..,..,..,26.37935,30.798,..,5.20828008651733,21.975700378418
2018,St. Lucia,LCA,2065127259.25926,10,99.8122787475586,88.8798370361328,..,93.8414611816406,..,..,..,..,..,..,..,..,35.06908,40.27441,0,3.33179998397827,14.3067197799683
2020,St. Lucia,LCA,1616772740.74074,10,100,100,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56905007362366,14.3227195739746
2017,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,St. Vincent and the Grenadines,VCT,774429629.62963,12,99.6773910522461,95.1537017822266,..,..,..,..,..,..,..,..,..,..,37.51336,32.68362,..,5.73339986801147,20.1484107971191
2019,St. Vincent and the Grenadines,VCT,825040740.740741,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,St. Vincent and the Grenadines,VCT,811300000,12,100,100,..,..,..,..,..,..,..,..,..,..,36.89875,31.54717,..,5.69377994537354,19.0126399993896
2017,St. Vincent and the Grenadines,VCT,792177777.777778,12,98.5781784057617,95.2738189697266,..,..,..,41.814811706543,3.54091000556946,91.2883605957031,..,..,..,..,36.5981,31.79348,..,5.7319598197937,18.9782791137695
2020,St. Vincent and the Grenadines,VCT,807474074.074074,12,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Sub-Saharan Africa,SSF,1705379934850.61,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0559296607971
2016,Sub-Saharan Africa,SSF,1563897897523.55,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56160998344421,15.3471603393555
2019,Sub-Saharan Africa,SSF,1804482330027.71,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53498005867004,14.5902395248413
2018,Sub-Saharan Africa,SSF,1754544849278.58,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.64186000823975,16.8023643493652
2017,Sub-Saharan Africa,SSF,1669097279286.27,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.78976988792419,16.2105941772461
2019,Sub-Saharan Africa (IDA & IBRD countries),TSS,1804482330027.71,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53498005867004,14.5902395248413
2018,Sub-Saharan Africa (IDA & IBRD countries),TSS,1754544849278.58,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.64186000823975,16.8023643493652
2016,Sub-Saharan Africa (IDA & IBRD countries),TSS,1563897897523.55,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56160998344421,15.3471603393555
2020,Sub-Saharan Africa (IDA & IBRD countries),TSS,1705379934850.61,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0559296607971
2017,Sub-Saharan Africa (IDA & IBRD countries),TSS,1669097279286.28,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.78976988792419,16.2105941772461
2016,Sub-Saharan Africa (excluding high income),SSA,1562471245754.72,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.56160998344421,15.3471603393555
2020,Sub-Saharan Africa (excluding high income),SSA,1704320048486.98,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,14.0559296607971
2018,Sub-Saharan Africa (excluding high income),SSA,1752997158519.13,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.64186000823975,16.8023643493652
2017,Sub-Saharan Africa (excluding high income),SSA,1667569037259.91,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.78976988792419,16.2105941772461
2019,Sub-Saharan Africa (excluding high income),SSA,1802899488968.81,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.53498005867004,14.5902395248413
2017,Sudan,SDN,41283617976.1905,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Sudan,SDN,26155799324.8663,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2016,Sudan,SDN,42630376000,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Sudan,SDN,30964349684.7059,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2020,Sudan,SDN,21329109521.8077,8,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2019,Suriname,SUR,3984483762.37123,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7.23706007003784,15.2769899368286
2017,Suriname,SUR,3591623596.03082,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.10751008987427,17.323579788208
2018,Suriname,SUR,3996247906.19765,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.68860006332397,14.7241697311401
2020,Suriname,SUR,2884248048.49068,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13.9423503875732
2016,Suriname,SUR,3317438910.83068,6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.980299949646,16.0754203796387
2016,Sweden,SWE,515654671469.547,9,94.992073059082,94.1740188598633,96.2981796264648,95.1235275268555,23.4782295227051,90.5436477661133,37.8982696533203,100,32.2315711975098,75.5588836669922,11.1166000366211,1.22180998325348,24.1059,27.39142,24.08663,7.61861991882324,15.6189098358154
2019,Sweden,SWE,533879529188.454,10,..,..,..,..,25.07958984375,92.0146331787109,40.003101348877,100,34.0250396728516,77.2551116943359,11.849889755249,1.29111003875732,..,..,..,..,..
2020,Sweden,SWE,541220059459.25,10,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
2018,Sweden,SWE,555455371487.089,9,95.6768798828125,95.1539077758789,96.2616577148438,94.817253112793,..,..,..,..,..,..,..,..,..,..,..,7.64084005355835,15.6670198440552
2017,Sweden,SWE,541018749769.097,9,95.9206085205078,95.1881866455078,96.2954788208008,95.814826965332,23.9369201660156,91.0670318603516,38.5563888549805,100,32.8181190490723,76.1459503173828,11.319769859314,1.24491000175476,..,..,..,7.56883001327515,15.6861000061035
