,Year,Country Name,Country Code,Life Expectancy at birth (total years),Lifetime risk of maternal death (%),"Mortality cauased by road traffic injury (per 100,000 population)","Mortality from CVD, cancer, diabetes or CRD between ages 30 and 70 (%)","Mortality rate attributed to household and ambient air pollution, age-standardized (per 100,000 population)","Mortality rate attributed to unintentional poisoning (per 100,000 population)","Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)","Mortality rate, infant (per 1,000 live births)","Mortality rate, neonatal (per 1,000 live births)","Mortality rate, under-5 (per 1,000 live births)","Suicide mortality rate (per 100,000 population)",Weighted World Death
254,2020,"Congo, Rep.",COG,0.7597076051240533,0.19889362414912748,0.4094915254237288,0.429126213592233,0.4032705954952175,0.21666666666666667,0.3831683168316832,0.36789297658862874,0.413716814159292,0.34228702993092863,0.07471264367816093,-14.98964456347622
255,2016,Costa Rica,CRI,0.9341181961045765,0.007476997870916948,0.2250847457627119,0.1941747572815534,0.0718913915458192,0.03333333333333333,0.008910891089108912,0.08472686733556298,0.13716814159292035,0.06830391404451266,0.08850574712643679,-3.10561639298566
256,2017,Costa Rica,CRI,0.9361800085718368,0.007290141370513134,0.19932203389830508,0.19805825242718444,0.0718913915458192,0.016666666666666666,0.008910891089108912,0.08361204013377926,0.13495575221238937,0.06676899462778203,0.07011494252873562,-2.8825223454363815
257,2018,Costa Rica,CRI,0.938300395256917,0.007103284870109319,0.1952542372881356,0.18640776699029127,0.0718913915458192,0.016666666666666666,0.008910891089108912,0.08249721293199554,0.13053097345132744,0.0644666155026861,0.08275862068965517,-2.6429649548297274
258,2019,Costa Rica,CRI,0.9404559264726892,0.0069164283697055046,0.20067796610169492,0.18446601941747573,0.0718913915458192,0.016666666666666666,0.008910891089108912,0.0802675585284281,0.12831858407079644,0.06293169608595547,0.09310344827586206,-2.574998370993958
259,2020,Costa Rica,CRI,0.9425938854231154,0.00672957186930169,0.20135593220338982,0.17766990291262136,0.0718913915458192,0.016666666666666666,0.008910891089108912,0.07469342251950947,0.1238938053097345,0.060629316960859554,0.10459770114942528,-2.408579089872734
260,2016,Cote d'Ivoire,CIV,0.6626735558836135,0.4305927392522878,0.31728813559322033,0.4446601941747573,0.830299290342487,0.45,0.46732673267326735,0.717948717948718,0.7876106194690266,0.6784343821949348,0.1103448275862069,-22.10595501649856
261,2017,Cote d'Ivoire,CIV,0.6679452354874043,0.4138947240634965,0.32,0.4330097087378641,0.830299290342487,0.43333333333333335,0.46732673267326735,0.7012263099219621,0.7743362831858407,0.6600153491941673,0.10574712643678161,-21.830651573883454
262,2018,Cote d'Ivoire,CIV,0.6726897471308158,0.3971967088747051,0.3240677966101695,0.42718446601941745,0.830299290342487,0.43333333333333335,0.46732673267326735,0.6833890746934225,0.7632743362831858,0.6385264773599386,0.10344827586206896,-21.703332671419965
263,2019,Cote d'Ivoire,CIV,0.6769188056574122,0.38049869368591377,0.32677966101694916,0.42135922330097086,0.830299290342487,0.4166666666666667,0.46732673267326735,0.6622073578595318,0.7499999999999999,0.6162701458173445,0.10229885057471265,-21.40289576893409
264,2020,Cote d'Ivoire,CIV,0.6827059383780181,0.3638006784971224,0.33084745762711865,0.4097087378640777,0.830299290342487,0.4166666666666667,0.46732673267326735,0.6454849498327759,0.7345132743362832,0.5978511128165771,0.09655172413793103,-21.277677188014014
265,2016,Croatia,HRV,0.9140149530930045,0.0013891347820347703,0.10983050847457626,0.3300970873786408,0.10953409441530391,0.06666666666666667,0.0009900990099009901,0.04570791527313266,0.0663716814159292,0.036838066001534914,0.18850574712643678,-1.7735755761026875
266,2017,Croatia,HRV,0.9117291299585697,0.001563867995098628,0.11796610169491524,0.3262135922330097,0.10953409441530391,0.049999999999999996,0.0009900990099009901,0.04570791527313266,0.0663716814159292,0.036838066001534914,0.18045977011494252,-1.7768803154824717
267,2018,Croatia,HRV,0.9145864088766135,0.0017386012081624716,0.11389830508474577,0.31650485436893205,0.10953409441530391,0.06666666666666667,0.0009900990099009901,0.04459308807134894,0.0663716814159292,0.036070606293169605,0.18850574712643678,-1.7404214281352015
268,2019,Croatia,HRV,0.9187294633077773,0.0019133344212263297,0.10711864406779661,0.312621359223301,0.10953409441530391,0.06666666666666667,0.0009900990099009901,0.043478260869565216,0.0663716814159292,0.03530314658480429,0.18850574712643678,-1.643764794569361
269,2020,Croatia,HRV,0.9203009667127015,0.002088067634290173,0.10621468926553673,0.30679611650485444,0.10953409441530391,0.06666666666666667,0.0009900990099009901,0.043478260869565216,0.0663716814159292,0.03530314658480429,0.18850574712643678,-1.6040275295496058
270,2016,Cuba,CUB,0.9208687080337159,0.008049938795763774,0.11661016949152542,0.31650485436893205,0.1527306386917618,0.03333333333333333,0.009900990099009901,0.04905239687848384,0.050884955752212385,0.04221028396009209,0.15402298850574714,-2.113508588538754
271,2017,Cuba,CUB,0.9215130244297348,0.007823460930712988,0.11796610169491524,0.3262135922330097,0.1527306386917618,0.016666666666666666,0.009900990099009901,0.047937569676700105,0.050884955752212385,0.04144282425172678,0.16666666666666666,-1.9225413534783842
272,2018,Cuba,CUB,0.9222627744178294,0.007596983065662204,0.11932203389830509,0.32038834951456313,0.1527306386917618,0.016666666666666666,0.009900990099009901,0.047937569676700105,0.050884955752212385,0.040675364543361466,0.16436781609195403,-1.9238445282709082
273,2019,Cuba,CUB,0.923153102528692,0.007370505200611419,0.12067796610169491,0.32233009708737864,0.1527306386917618,0.03333333333333333,0.009900990099009901,0.04682274247491639,0.050884955752212385,0.039907904834996163,0.16666666666666666,-2.0535664449819118
274,2020,Cuba,CUB,0.9239145673603506,0.007144027335560634,0.12203389830508475,0.3242718446601942,0.1527306386917618,0.03333333333333333,0.009900990099009901,0.04570791527313266,0.053097345132743355,0.03914044512663085,0.17088122605363984,-2.0394796804700346
275,2016,Curacao,CUW,0.9104719272346308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9104719272346308
276,2017,Curacao,CUW,0.9139578075146436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9139578075146436
277,2018,Curacao,CUW,0.9174436877946563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9174436877946563
278,2019,Curacao,CUW,0.9209295680746692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9209295680746692
279,2020,Curacao,CUW,0.924415448354682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.924415448354682
280,2016,Cyprus,CYP,0.9431971998666604,0.0013290823322476071,0.07050847457627119,0.1786407766990291,0.06201789571120025,0.08333333333333333,0.0029702970297029703,0.026755852842809364,0.037610619469026545,0.022256331542594012,0.052873563218390804,-1.494164370830543
281,2017,Cyprus,CYP,0.945059859993333,0.0012861466058196442,0.08135593220338982,0.17087378640776701,0.06201789571120025,0.03333333333333333,0.0029702970297029703,0.025641025641025637,0.037610619469026545,0.0214888718342287,0.04252873563218391,-1.2497452905575792
282,2018,Cyprus,CYP,0.9468873755893138,0.0012432108793916958,0.07457627118644068,0.16116504854368932,0.06201789571120025,0.08333333333333333,0.0029702970297029703,0.025641025641025637,0.037610619469026545,0.0214888718342287,0.04827586206896552,-1.4798533375406842
283,2019,Cyprus,CYP,0.9486914614981666,0.0012002751529637328,0.07864406779661016,0.15922330097087378,0.06201789571120025,0.049999999999999996,0.0029702970297029703,0.025641025641025637,0.037610619469026545,0.0214888718342287,0.041379310344827586,-1.304420778720023
284,2020,Cyprus,CYP,0.9505228820420021,0.0011573394265357844,0.08135593220338982,0.15275080906148866,0.06201789571120025,0.03888888888888888,0.0029702970297029703,0.025641025641025637,0.035398230088495575,0.0214888718342287,0.037547892720306515,-1.2363022442872666
285,2016,Czech Republic,CZE,0.9257869422353447,0.0008563579739809558,0.08,0.2912621359223301,0.09132983647022523,0.13333333333333333,0.0019801980198019802,0.028985507246376812,0.035398230088495575,0.024558710667689946,0.14942528735632185,-1.8766037702250409
286,2017,Czech Republic,CZE,0.9252154864517357,0.0007926554060723554,0.0759322033898305,0.28932038834951457,0.09132983647022523,0.15,0.0019801980198019802,0.028985507246376812,0.035398230088495575,0.024558710667689946,0.15977011494252874,-1.867018407100349
287,2018,Czech Republic,CZE,0.9258155150245246,0.0007289528381637549,0.08542372881355932,0.28737864077669906,0.09132983647022523,0.08333333333333333,0.0019801980198019802,0.027870680044593088,0.035398230088495575,0.023791250959324634,0.15632183908045977,-1.4440265510890298
288,2019,Czech Republic,CZE,0.9269869993809225,0.0006652502702551546,0.08,0.2776699029126214,0.09132983647022523,0.06666666666666667,0.0019801980198019802,0.026755852842809364,0.035398230088495575,0.02302379125095932,0.14022988505747125,-1.3462688489131847
289,2020,Czech Republic,CZE,0.9270155721701027,0.0006015477023465542,0.10440677966101695,0.283495145631068,0.09132983647022523,-0.049999999999999996,0.0019801980198019802,0.025641025641025637,0.035398230088495575,0.022256331542594012,0.14942528735632182,-0.5980428390663896
290,2016,Denmark,DNK,0.9471879613314924,0.0009588395387173025,0.05423728813559322,0.23106796116504855,0.04072817031780314,0.016666666666666666,0.0029702970297029703,0.03901895206243032,0.06415929203539822,0.03146584804297774,0.12528735632183907,-0.41781212580417004
291,2017,Denmark,DNK,0.9501023858278973,0.0008778531580025885,0.0447457627118644,0.2174757281553398,0.04072817031780314,0.0,0.0029702970297029703,0.0379041248606466,0.06194690265486725,0.03069838833461243,0.1298850574712644,-0.06537197696515051
292,2018,Denmark,DNK,0.9483594456878902,0.0007968667772878887,0.04338983050847458,0.21941747572815534,0.04072817031780314,0.016666666666666666,0.0029702970297029703,0.03678929765886287,0.059734513274336286,0.02993092862624712,0.1310344827586207,-0.17431617730384186
293,2019,Denmark,DNK,0.9512738701842952,0.000715880396573189,0.05016949152542373,0.20970873786407768,0.04072817031780314,0.016666666666666666,0.0029702970297029703,0.03567447045707915,0.05752212389380531,0.028396009209516498,0.12298850574712643,-0.2480619665479057
294,2020,Denmark,DNK,0.944873565407876,0.000634894015858475,0.040677966101694926,0.22330097087378648,0.04072817031780314,0.049999999999999996,0.0029702970297029703,0.03455964325529543,0.05530973451327433,0.02762854950115119,0.13333333333333333,-0.3891347391477641
295,2016,Djibouti,DJI,0.762214581646745,0.09961545083573918,0.3227118644067797,0.4330097087378641,0.4905893242826288,0.43333333333333335,0.3099009900990099,0.5919732441471572,0.7345132743362832,0.48963929393706823,0.10689655172413794,-17.593436670700076
296,2017,Djibouti,DJI,0.7719261869612839,0.09820230257210873,0.3213559322033898,0.4330097087378641,0.4905893242826288,0.45,0.3099009900990099,0.5752508361204013,0.7190265486725663,0.474290099769762,0.11149425287356321,-17.52081799662626
297,2018,Djibouti,DJI,0.7799977141768655,0.09678915430847827,0.32,0.43106796116504853,0.4905893242826288,0.43333333333333335,0.3099009900990099,0.5585284280936454,0.7035398230088495,0.45817344589409054,0.11149425287356321,-17.211773467632018
298,2019,Djibouti,DJI,0.7862065812657745,0.09537600604484782,0.31864406779661014,0.42718446601941745,0.4905893242826288,0.4166666666666667,0.3099009900990099,0.5418060200668896,0.6880530973451328,0.4435917114351496,0.1103448275862069,-16.911367366153506
299,2020,Djibouti,DJI,0.7961407686080287,0.09396285778121737,0.31728813559322044,0.42718446601941745,0.4905893242826288,0.39999999999999997,0.3099009900990099,0.5261984392419176,0.6725663716814159,0.4290099769762087,0.11149425287356321,-16.608193419380953
300,2016,Dominica,DMA,0.0,0.0,0.14779661016949153,0.0,0.0,0.0,0.0,0.31995540691192864,0.577433628318584,0.24865694551036066,0.0,-4.844805582515968
301,2017,Dominica,DMA,0.0,0.0,0.14779661016949153,0.0,0.0,0.0,0.0,0.3311036789297659,0.6017699115044247,0.2570990023023791,0.0,-4.973879203277238
302,2018,Dominica,DMA,0.0,0.0,0.14779661016949153,0.0,0.0,0.0,0.0,0.3411371237458194,0.6261061946902655,0.2640061396776669,0.0,-5.094583491968018
303,2019,Dominica,DMA,0.0,0.0,0.14779661016949153,0.0,0.0,0.0,0.0,0.34782608695652173,0.6460176991150441,0.26861089792785875,0.0,-5.186114964664526
304,2020,Dominica,DMA,0.0,0.0,0.14779661016949153,0.0,0.0,0.0,0.0,0.3534002229654403,0.663716814159292,0.27168073676132,0.0,-5.262639937148952
305,2016,Dominican Republic,DOM,0.8607012714891186,0.03504610154205008,0.48,0.42135922330097086,0.13267510027769205,0.08333333333333333,0.021782178217821784,0.3210702341137124,0.5420353982300885,0.26861089792785875,0.0735632183908046,-10.341908649985191
306,2017,Dominican Republic,DOM,0.8632551073860659,0.03503496545486698,0.6277966101694915,0.4077669902912621,0.13267510027769205,0.08333333333333333,0.021782178217821784,0.31995540691192864,0.5398230088495575,0.26784343821949347,0.06551724137931035,-11.809836882459443
307,2018,Dominican Republic,DOM,0.8656332206295537,0.035023829367683876,0.7254237288135593,0.3883495145631068,0.13267510027769205,0.06666666666666667,0.021782178217821784,0.31884057971014496,0.5353982300884955,0.26707597851112813,0.059770114942528735,-12.586459552093341
308,2019,Dominican Republic,DOM,0.867847326063146,0.03501269328050077,0.8759322033898305,0.370873786407767,0.13267510027769205,0.06666666666666667,0.021782178217821784,0.31549609810479373,0.5287610619469026,0.2640061396776669,0.056321839080459776,-13.994106211435057
309,2020,Dominican Republic,DOM,0.870143435401686,0.03500155719331768,1.0,0.3524271844660194,0.13267510027769205,0.05833333333333335,0.021782178217821784,0.3110367892976588,0.5176991150442477,0.259401381427475,0.05172413793103448,-15.054444210844633
310,2016,Early-demographic dividend,EAR,0.8201706665814108,0.0586089452772153,0.2196405663872895,0.4321506725393262,0.4399097328930299,0.11388945183392633,0.1333283482363634,0.3461625768086154,0.4827097215817655,0.29727427478424556,0.09594137357280436,-10.486939865016518
311,2017,Early-demographic dividend,EAR,0.8230173691944918,0.0558884754151784,0.218576717529619,0.4259662180451806,0.4399097328930299,0.11055049052310534,0.1333283482363634,0.33276858631894873,0.4670239285909336,0.2839035342040982,0.0954290022629669,-10.293103730385557
312,2018,Early-demographic dividend,EAR,0.8257001110080568,0.05316800555314149,0.2203239393110956,0.4220683395846583,0.4399097328930299,0.10859571412822833,0.1333283482363634,0.3203529497758372,0.4522407017746925,0.2720100212858266,0.09749795281141724,-10.137390042781044
313,2019,Early-demographic dividend,EAR,0.8282535133051572,0.05044753569110458,0.2212764749235973,0.418805961891567,0.4399097328930299,0.10834998980795234,0.1333283482363634,0.30865162142339914,0.43514478642730525,0.26128498078947887,0.09736847491995357,-10.009659049872042
314,2020,Early-demographic dividend,EAR,0.831065594635187,0.047727065829067675,0.2238183828740488,0.41427258266361366,0.4399097328930299,0.1046861613384743,0.1333283482363634,0.29794297230050837,0.41934132659731416,0.25111031283685953,0.1016358539083179,-9.832355763709426
315,2016,East Asia & Pacific,EAS,0.8860856371730561,0.01816644997933805,0.22865993299207726,0.3400063369072175,0.3241734712729744,0.224300434074335,0.020435914410994554,0.14492753623188406,0.17920353982300882,0.12509593246354567,0.09292304451661229,-7.474583099530759
316,2017,East Asia & Pacific,EAS,0.8887886097771793,0.01771157999342869,0.2276437612246549,0.3351916459838738,0.3241734712729744,0.22319617369000166,0.020435914410994554,0.13823857302118173,0.17035398230088494,0.11972371450498848,0.09138425751844034,-7.381244483722568
317,2018,East Asia & Pacific,EAS,0.8911667604647395,0.017256710007519334,0.22502486544207323,0.33066544050718055,0.3241734712729744,0.21267260594215165,0.020435914410994554,0.1326644370122631,0.16371681415929204,0.1143514965464313,0.09167522797347206,-7.190690423470795
318,2019,East Asia & Pacific,EAS,0.8934349545860402,0.016801840021609973,0.22375444070935593,0.3289173626051689,0.3241734712729744,0.21154233047753668,0.020435914410994554,0.1282051282051282,0.1570796460176991,0.10974673829623945,0.09071799262365161,-7.1193013519039114
319,2020,East Asia & Pacific,EAS,0.8968975275895489,0.016346970035700615,0.22459524592238786,0.32074757321384256,0.3241734712729744,0.2198833925370016,0.020435914410994554,0.12263099219620958,0.15044247787610618,0.10590943975441289,0.0867678965239245,-7.139268274837431
320,2016,East Asia & Pacific (IDA & IBRD countries),TEA,0.876269789851308,0.019854910129233422,0.24328873863914172,0.35705590774503493,0.349713972205958,0.24366041751014167,0.022067558968860496,0.15192564835408917,0.18739761268251237,0.13064034514456407,0.0796287648352139,-8.215883853181234
321,2017,East Asia & Pacific (IDA & IBRD countries),TEA,0.879084491036115,0.019348798836451245,0.24242023742970442,0.35191912108889123,0.349713972205958,0.242458717649485,0.022067558968860496,0.14535897630055072,0.17891619524187477,0.1251102311718841,0.07870143602223792,-8.116734514733157
322,2018,East Asia & Pacific (IDA & IBRD countries),TEA,0.8816155486092389,0.01884268754366905,0.23991866180944815,0.34717136452167957,0.349713972205958,0.23083849123746833,0.022067558968860496,0.13887990815774917,0.1706765688830239,0.11973333581569223,0.07868272324356161,-7.913470925046444
323,2019,East Asia & Pacific (IDA & IBRD countries),TEA,0.8838666144037662,0.01833657625088687,0.23846786463974645,0.3451436645004932,0.349713972205958,0.22996755239599834,0.022067558968860496,0.13356686713465774,0.1626933029513774,0.1150756057321059,0.07858306035060414,-7.8272960425783555
324,2020,East Asia & Pacific (IDA & IBRD countries),TEA,0.8875285945905356,0.017830464958104697,0.23981473380139254,0.33650876112046024,0.349713972205958,0.23885361806751504,0.022067558968860496,0.12877067507082274,0.1572412056480586,0.11059986713865617,0.07591944958330998,-7.84513762897424
325,2016,East Asia & Pacific (excluding high income),EAP,0.8758256813891904,0.019895084259812575,0.24431339917762712,0.35877725727655535,0.35326808851458497,0.24394276671623336,0.021966846924584654,0.1521213576649866,0.1880121733865199,0.13091282425295395,0.08011858698719207,-8.256976439675947
326,2017,East Asia & Pacific (excluding high income),EAP,0.8786357023749907,0.019394584040526568,0.24340289036091525,0.35347495803522916,0.35326808851458497,0.24255101199555498,0.021966846924584654,0.14554246781578037,0.1795081591930867,0.12536059651034764,0.07911683978207185,-8.155552788147915
327,2018,East Asia & Pacific (excluding high income),EAP,0.8811631571472198,0.018894083821240564,0.24097972133723117,0.34854021568955923,0.35326808851458497,0.23086896723935835,0.021966846924584654,0.13904977188356857,0.1712423667480398,0.11997791859210898,0.07902737218609827,-7.952155300852167
328,2019,East Asia & Pacific (excluding high income),EAP,0.8834128766484975,0.018393583601954554,0.23956191708200544,0.346528592507099,0.35326808851458497,0.23000861890803,0.021966846924584654,0.13372196426161204,0.16322861737763827,0.11529559151700919,0.07894254281368414,-7.8661239289319145
329,2020,East Asia & Pacific (excluding high income),EAP,0.8862180666916782,0.017893083382668547,0.23613338328986302,0.3386707309982194,0.35326808851458497,0.20750487772696505,0.021966846924584654,0.12877759036754405,0.1577405329892064,0.11080169307151035,0.07884843699415114,-7.566232521614761
330,2016,Ecuador,ECU,0.8946040287632744,0.023129526102213954,0.28745762711864403,0.23106796116504855,0.0755939524838013,0.06666666666666667,0.005940594059405941,0.1426978818283166,0.1570796460176991,0.11358403683806599,0.10344827586206896,-4.443729621203765
331,2017,Ecuador,ECU,0.897169579503786,0.02204090104091634,0.2888135593220339,0.22135922330097088,0.0755939524838013,0.06666666666666667,0.005940594059405941,0.13823857302118173,0.15265486725663716,0.11051419800460476,0.10574712643678161,-4.3510177387730495
332,2018,Ecuador,ECU,0.8996999857136054,0.02095227597961873,0.28067796610169493,0.21941747572815534,0.0755939524838013,0.049999999999999996,0.005940594059405941,0.13377926421404682,0.15265486725663716,0.1066768994627782,0.09310344827586206,-4.21361462082913
333,2019,Ecuador,ECU,0.9021601028620412,0.019863650918321114,0.27254237288135597,0.21359223300970873,0.0755939524838013,0.049999999999999996,0.005940594059405941,0.1293199554069119,0.15044247787610618,0.10283960092095164,0.08735632183908046,-4.121491515892937
334,2020,Ecuador,ECU,0.9046553645411688,0.0187750258570235,0.26440677966101694,0.20970873786407768,0.0755939524838013,0.041666666666666664,0.005940594059405941,0.1237458193979933,0.14823008849557523,0.0997697620874904,0.0781609195402299,-4.0042500048119765
335,2016,"Egypt, Arab Rep.",EGY,0.8374004476403638,0.020250337115887033,0.1328813559322034,0.570873786407767,0.33600740512187594,0.03333333333333333,0.019801980198019802,0.2129319955406912,0.2632743362831858,0.1726784343821949,0.0367816091954023,-7.342473257205666
336,2017,"Egypt, Arab Rep.",EGY,0.8394388304204963,0.019494814951595458,0.14372881355932202,0.5456310679611651,0.33600740512187594,0.03333333333333333,0.019801980198019802,0.20624303232998883,0.25442477876106195,0.16653875671527243,0.034482758620689655,-7.2789002039806565
337,2018,"Egypt, Arab Rep.",EGY,0.8414186389828088,0.01873929278730388,0.13966101694915256,0.5495145631067961,0.33600740512187594,0.03333333333333333,0.019801980198019802,0.19843924191750278,0.24557522123893802,0.16039907904834994,0.034482758620689655,-7.18894494098577
338,2019,"Egypt, Arab Rep.",EGY,0.8433515881708652,0.0179837706230123,0.1369491525423729,0.5436893203883495,0.33600740512187594,0.03333333333333333,0.019801980198019802,0.19175027870680042,0.23672566371681414,0.15425940138142746,0.034482758620689655,-7.066281824482218
339,2020,"Egypt, Arab Rep.",EGY,0.8455539787608937,0.017228248458720723,0.1762711864406779,0.4699029126213594,0.33600740512187594,0.03333333333333333,0.019801980198019802,0.1850613154960981,0.22787610619469026,0.1496546431312356,0.027586206896551717,-7.092091067568988
340,2016,El Salvador,SLV,0.8510130958617078,0.015211626543174045,0.30101694915254235,0.20194174757281555,0.1292810860845418,0.03333333333333333,0.019801980198019802,0.1426978818283166,0.1592920353982301,0.1143514965464313,0.06551724137931035,-4.980854861711105
341,2017,El Salvador,SLV,0.853684080194295,0.014734373540517098,0.2793220338983051,0.2077669902912621,0.1292810860845418,0.03333333333333333,0.019801980198019802,0.13712374581939799,0.15486725663716813,0.10974673829623945,0.07011494252873562,-4.706139986781761
342,2018,El Salvador,SLV,0.8563082051526264,0.014257120537860154,0.28203389830508474,0.2077669902912621,0.1292810860845418,0.03333333333333333,0.019801980198019802,0.1326644370122631,0.14823008849557523,0.10590943975441289,0.06896551724137931,-4.696800017271077
343,2019,El Salvador,SLV,0.8588971855802656,0.01377986753520321,0.28338983050847455,0.2077669902912621,0.1292810860845418,0.03333333333333333,0.019801980198019802,0.1282051282051282,0.14380530973451328,0.10207214121258634,0.07011494252873562,-4.659883383226369
344,2020,El Salvador,SLV,0.8615252154864517,0.013302614532546263,0.2775141242937853,0.20970873786407768,0.1292810860845418,0.03333333333333333,0.019801980198019802,0.1237458193979933,0.13716814159292035,0.09900230237912509,0.07164750957854406,-4.553304448216197
345,2016,Equatorial Guinea,GNQ,0.6760987666079338,0.21707570700324655,0.33491525423728813,0.44660194174757284,0.5482875655661832,0.3,0.2207920792079208,0.7313266443701225,0.6902654867256637,0.6907137375287796,0.10689655172413794,-17.47556916587047
346,2017,Equatorial Guinea,GNQ,0.6801755321681985,0.21357652736936272,0.3444067796610169,0.42718446601941745,0.5482875655661832,0.2833333333333333,0.2207920792079208,0.7090301003344481,0.6747787610619469,0.6669224865694551,0.0896551724137931,-17.304941087466688
347,2018,Equatorial Guinea,GNQ,0.6841702938235155,0.2100773477354789,0.3566101694915254,0.4368932038834951,0.5482875655661832,0.2833333333333333,0.2207920792079208,0.6878483835005574,0.661504424778761,0.6438986953184958,0.09540229885057472,-17.245518167984635
348,2019,Equatorial Guinea,GNQ,0.6880713367303205,0.20657816810159504,0.3688135593220339,0.429126213592233,0.5482875655661832,0.26666666666666666,0.2207920792079208,0.6688963210702341,0.6460176991150441,0.6231772831926323,0.09080459770114943,-17.065612098582847
349,2020,Equatorial Guinea,GNQ,0.6920192390113815,0.20307898846771122,0.3810169491525424,0.4300970873786408,0.5482875655661832,0.2583333333333334,0.2207920792079208,0.6499442586399108,0.6349557522123893,0.6024558710667689,0.0913793103448276,-16.962737769007077
350,2016,Eritrea,ERI,0.7627651792942521,0.3243247409489413,0.504406779661017,0.5378640776699029,0.5359456957729095,0.5499999999999999,0.4514851485148515,0.3690078037904125,0.4269911504424779,0.3438219493476592,0.13218390804597702,-19.95131490379195
351,2017,Eritrea,ERI,0.7677674174960712,0.3063440520228702,0.5003389830508475,0.5320388349514563,0.5359456957729095,0.5166666666666667,0.4514851485148515,0.358974358974359,0.4181415929203539,0.33231005372217953,0.1298850574712644,-19.537868329701556
352,2018,Eritrea,ERI,0.7724884994523549,0.2883633630967991,0.5071186440677966,0.5281553398058252,0.5359456957729095,0.5333333333333333,0.4514851485148515,0.34894091415830547,0.40929203539823006,0.3215656178050652,0.1298850574712644,-19.625266409653
353,2019,Eritrea,ERI,0.776940140006667,0.270382674170728,0.5138983050847458,0.5203883495145631,0.5359456957729095,0.5499999999999999,0.4514851485148515,0.34002229654403565,0.4004424778761062,0.31158864159631616,0.12528735632183907,-19.740195258860126
354,2020,Eritrea,ERI,0.7827741321015284,0.2524019852446569,0.4881355932203388,0.5145631067961165,0.5359456957729095,0.4166666666666668,0.4514851485148515,0.3311036789297659,0.39159292035398224,0.3016116653875671,0.12298850574712648,-18.3173371104048
355,2016,Estonia,EST,0.9095575979808569,0.0024951854564875353,0.08271186440677966,0.3339805825242718,0.0771366862079605,0.15,0.0009900990099009901,0.02452619843924192,0.028761061946902654,0.0214888718342287,0.18045977011494252,-1.854367908046993
356,2017,Estonia,EST,0.9148435639792375,0.0020678235698450144,0.05559322033898305,0.32815533980582523,0.0771366862079605,0.09999999999999999,0.0009900990099009901,0.023411371237458196,0.026548672566371678,0.019953952417498082,0.2149425287356322,-0.8234179599801229
357,2018,Estonia,EST,0.9166150769084243,0.0016404616832024932,0.07728813559322034,0.32233009708737864,0.0771366862079605,0.13333333333333333,0.0009900990099009901,0.021181716833890744,0.024336283185840708,0.018419033000767457,0.17586206896551726,-1.6106240359831272
358,2019,Estonia,EST,0.9195866469831903,0.0012130997965599723,0.061016949152542375,0.28932038834951457,0.0771366862079605,0.09999999999999999,0.0009900990099009901,0.020066889632107024,0.022123893805309734,0.017651573292402144,0.17126436781609194,-1.0426680401118005
359,2020,Estonia,EST,0.9236725558359917,0.000785737909917451,0.07186440677966102,0.3106796116504855,0.0771366862079605,0.11666666666666668,0.0009900990099009901,0.0189520624303233,0.01991150442477876,0.016116653875671526,0.17126436781609197,-1.3721796571562903
360,2016,Eswatini,SWZ,0.6673009190913853,0.1995241018869286,0.43932203389830504,0.7203883495145631,0.42270904041962354,0.6,0.2762376237623762,0.47491638795986624,0.4823008849557522,0.4267075978511128,0.37701149425287356,-17.308241150234434
361,2017,Eswatini,SWZ,0.6831979618077052,0.19766033905773542,0.44203389830508477,0.6990291262135923,0.42270904041962354,0.5499999999999999,0.2762376237623762,0.48494983277591974,0.47566371681415925,0.4443591711435149,0.34942528735632183,-17.13170417552696
362,2018,Eswatini,SWZ,0.6958734225439307,0.19579657622854227,0.44745762711864406,0.6815533980582524,0.42270904041962354,0.5333333333333333,0.2762376237623762,0.439241917502787,0.4668141592920354,0.4006139677666922,0.3275862068965517,-16.8561604363343
363,2019,Eswatini,SWZ,0.7051632934901663,0.1939328133993491,0.4542372881355932,0.6834951456310681,0.42270904041962354,0.5499999999999999,0.2762376237623762,0.4202898550724638,0.45796460176991144,0.36838066001534914,0.33793103448275863,-16.77121977004671
364,2020,Eswatini,SWZ,0.7177840849564265,0.19206905057015597,0.4592090395480226,0.6711974110032363,0.42270904041962354,0.5333333333333333,0.2762376237623762,0.4169453734671126,0.4491150442477876,0.3576362240982348,0.32490421455938695,-16.654520486097066
365,2016,Ethiopia,ETH,0.7671113862564884,0.2767953551971796,0.3579661016949152,0.3378640776699029,0.44554149953717986,0.6,0.4326732673267327,0.46042363433667777,0.6792035398230087,0.45280122793553335,0.06321839080459771,-19.204529170195528
366,2017,Ethiopia,ETH,0.7716801752464403,0.25773971886109315,0.36610169491525424,0.3339805825242718,0.44554149953717986,0.5833333333333334,0.4326732673267327,0.44035674470457076,0.6570796460176991,0.4290099769762087,0.062068965517241385,-18.93723986741624
