,Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Age
265,2016,Croatia,HRV,52295158344.2544,8.0,97.3167190551758,0.0,91.3473281860352,95.8056564331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90566992759705,8.63871002197266,0
266,2017,Croatia,HRV,56214427431.2,8.0,97.3167190551758,0.0,91.3473281860352,95.8056564331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90566992759705,8.63871002197266,1
267,2018,Croatia,HRV,62247874948.8225,8.0,97.3167190551758,0.0,91.3473281860352,95.8056564331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90566992759705,8.63871002197266,2
268,2019,Croatia,HRV,62246206340.5469,8.0,97.3167190551758,0.0,91.3473281860352,95.8056564331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90566992759705,8.63871002197266,3
269,2020,Croatia,HRV,57203783203.0259,8.0,97.3167190551758,0.0,91.3473281860352,95.8056564331055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.90566992759705,8.63871002197266,4
270,2016,Cuba,CUB,91370000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
271,2017,Cuba,CUB,96851000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
272,2018,Cuba,CUB,100050000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
273,2019,Cuba,CUB,103428000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
274,2020,Cuba,CUB,107352000000.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
275,2016,Curacao,CUW,3122287932.96089,14.0,0.0,0.0,0.0,0.0,30.1669502258301,90.3818206787109,0.0,99.3997497558594,0.0,51.0097389221191,13.9450397491455,0.0,0.0,0.0,0.0,0.0,0.0,0
276,2017,Curacao,CUW,3116610111.73184,14.0,0.0,0.0,0.0,0.0,30.1669502258301,90.3818206787109,0.0,99.3997497558594,0.0,51.0097389221191,13.9450397491455,0.0,0.0,0.0,0.0,0.0,0.0,1
277,2018,Curacao,CUW,3127908044.69274,14.0,0.0,0.0,0.0,0.0,30.1669502258301,90.3818206787109,0.0,99.3997497558594,0.0,51.0097389221191,13.9450397491455,0.0,0.0,0.0,0.0,0.0,0.0,2
278,2019,Curacao,CUW,3101787709.49721,14.0,0.0,0.0,0.0,0.0,30.1669502258301,90.3818206787109,0.0,99.3997497558594,0.0,51.0097389221191,13.9450397491455,0.0,0.0,0.0,0.0,0.0,0.0,3
279,2020,Curacao,CUW,2595821708.81313,14.0,0.0,0.0,0.0,0.0,30.1669502258301,90.3818206787109,0.0,99.3997497558594,0.0,51.0097389221191,13.9450397491455,0.0,0.0,0.0,0.0,0.0,0.0,4
280,2016,Cyprus,CYP,20953442550.3653,10.0,93.0887908935547,96.1985092163086,88.6720733642578,93.9187698364258,26.615270614624,80.3129577636719,38.2378196716309,95.0117797851563,36.4958114624023,71.1635284423828,10.6259298324585,0.718360006809235,32.74563,40.94874,20.78145,6.14541006088257,16.4027805328369,0
281,2017,Cyprus,CYP,22870833709.8961,10.0,95.6190490722656,97.155029296875,74.3585662841797,92.2850112915039,27.410267829894998,80.96385002136233,38.708279609680204,95.25563240051272,37.02985572814937,71.99018669128418,11.325914859771725,0.8013225048780437,32.74563,40.94874,20.78145,5.75416994094849,15.6789302825928,1
282,2018,Cyprus,CYP,25522671232.8767,10.0,98.14930725097649,98.1115493774414,60.045059204101605,90.65125274658202,28.5613594055176,81.7732315063477,39.1658592224121,95.5756072998047,37.7905197143555,72.9813537597656,12.2080698013306,0.754980027675629,32.74563,40.94874,20.78145,5.36292982101441,14.9550800323487,2
283,2019,Cyprus,CYP,25758357774.5438,10.0,100.67956542968739,99.06806945800781,45.73155212402351,89.01749420166013,29.000262260437,82.26563453674316,39.649199485778794,95.74333763122559,38.097944259643526,73.64350318908691,12.725884914398174,0.9672475010156613,32.74563,40.94874,20.78145,4.971689701080329,14.2312297821046,3
284,2020,Cyprus,CYP,24612646487.7213,10.0,103.20982360839828,100.02458953857422,31.418045043945412,87.38373565673824,29.795259475708,82.9165267944336,40.1196594238281,95.987190246582,38.6319885253906,74.4701614379883,13.4258699417114,1.05020999908447,32.74563,40.94874,20.78145,4.580449581146249,13.5073795318605,4
285,2016,Czech Republic,CZE,196272068576.338,9.0,91.2414627075195,92.6881332397461,92.362922668457,94.5649871826172,20.0784492492676,99.8044586181641,20.2412490844727,99.8392105102539,20.2412490844727,90.2288589477539,15.8107595443726,0.652740001678467,13.23953,29.00771,12.59606,5.55373001098633,13.971489906311,0
286,2017,Czech Republic,CZE,218628940951.675,9.0,90.1988220214844,92.0421295166016,92.9804077148438,91.2352828979492,20.7316493988037,99.8279190063477,20.2412490844727,99.8783798217773,20.8569507598877,90.5752105712891,16.1765995025635,0.675140023231506,13.23953,29.00771,12.59606,3.80615997314453,9.76358985900879,1
287,2018,Czech Republic,CZE,248950103352.137,9.0,89.2502593994141,88.5060119628906,83.3770599365234,87.3880996704102,20.633416493733733,99.80790710449224,20.2412490844727,99.8540573120117,20.755696614583368,90.52113087972003,15.937959988911935,0.6718666553497317,13.23953,29.00771,12.59606,4.26692008972168,10.5118703842163,2
288,2019,Czech Republic,CZE,252498032247.163,9.0,88.25465774536141,86.41495132446285,78.88412857055658,83.7996559143067,20.9109001159668,99.8096313476563,20.2412490844727,99.8614807128906,21.0129203796387,90.6672668457031,16.0015602111816,0.681429982185364,13.23953,29.00771,12.59606,3.6235151290893546,8.782060623168949,3
289,2020,Czech Republic,CZE,245339322066.759,9.0,87.25905609130871,84.3238906860351,74.39119720458979,80.2112121582032,21.188383738199867,99.81135559082037,20.2412490844727,99.86890411376949,21.270144144694033,90.81340281168616,16.06516043345127,0.6909933090209963,13.23953,29.00771,12.59606,2.9801101684570295,7.0522508621216,4
290,2016,Denmark,DNK,313115929314.339,10.0,90.3691101074219,96.12697601318361,98.16788482666011,94.3701324462891,30.979829788208,92.4495697021484,35.7636909484863,0.0,35.4178695678711,78.184440612793,11.4985599517822,0.835189998149872,0.0,0.0,0.0,7.75243997573853,15.3363304138184,0
291,2017,Denmark,DNK,332121063806.391,10.0,90.3557586669922,94.7145690917969,96.5899429321289,94.3701324462891,31.507497310638428,93.12535285949704,36.3282308578491,0.0,35.99881744384765,78.46881484985354,11.993210077285749,0.907984986901284,0.0,0.0,0.0,7.75243997573853,15.3363304138184,1
292,2018,Denmark,DNK,356841216410.068,10.0,90.3424072265625,93.3021621704102,95.0120010375977,94.3701324462891,32.3588409423828,93.8091125488281,37.1166496276855,0.0,37.1166496276855,79.2777328491211,12.7257099151611,0.77863997220993,0.0,0.0,0.0,7.75243997573853,15.3363304138184,2
293,2019,Denmark,DNK,347561349210.979,10.0,90.3290557861328,91.8897552490235,93.43405914306649,94.3701324462891,32.562832355499275,94.47691917419435,37.4573106765747,0.0,37.16071319580075,79.03756332397465,12.98251032829285,1.053574964404108,0.0,0.0,0.0,7.75243997573853,15.3363304138184,3
294,2020,Denmark,DNK,356084867685.639,10.0,90.3157043457031,90.47734832763679,91.85611724853528,94.3701324462891,33.0904998779297,95.152702331543,38.0218505859375,0.0,37.7416610717773,79.3219375610352,13.4771604537964,1.12636995315552,0.0,0.0,0.0,7.75243997573853,15.3363304138184,4
295,2016,Djibouti,DJI,2603540256.91955,10.0,97.0345611572266,72.4487380981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83605,0.82897,0.0,3.92439007759094,12.0085096359253,0
296,2017,Djibouti,DJI,2751445573.68009,10.0,97.0345611572266,72.4487380981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83605,0.82897,0.0,3.74855995178223,13.2546997070313,1
297,2018,Djibouti,DJI,3012803457.10411,10.0,97.0345611572266,72.4487380981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83605,0.82897,0.0,3.62773990631104,13.991530418396,2
298,2019,Djibouti,DJI,3324615549.09099,10.0,97.0345611572266,72.4487380981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83605,0.82897,0.0,3.47941482067109,14.98304080963135,3
299,2020,Djibouti,DJI,3384385216.71609,10.0,97.0345611572266,72.4487380981445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.83605,0.82897,0.0,3.33108973503114,15.9745512008667,4
300,2016,Dominica,DMA,576229629.62963,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12972021102905,12.6981000900269,0
301,2017,Dominica,DMA,519837037.037037,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7667498588562,9.78390979766846,1
302,2018,Dominica,DMA,550622222.222222,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57154989242554,8.44583988189697,2
303,2019,Dominica,DMA,611537037.037037,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57160997390747,8.29829978942871,3
304,2020,Dominica,DMA,504214814.814815,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.99812984466553,10.6661701202393,4
305,2016,Dominican Republic,DOM,75704720189.5607,15.0,86.777587890625,85.1133499145508,0.0,0.0,18.123119354248,67.1670379638672,22.5186195373535,71.2239608764648,21.9709796905518,48.5996589660645,1.19762003421783,0.0,0.0,0.0,0.0,3.85050010681152,21.9451999664307,0
306,2017,Dominican Republic,DOM,79997975621.8654,15.0,88.5595932006836,85.8002166748047,0.0,0.0,18.123119354248,67.1670379638672,22.5186195373535,71.2239608764648,21.9709796905518,48.5996589660645,1.19762003421783,0.0,0.0,0.0,0.0,3.92026996612549,22.343599319458,1
307,2018,Dominican Republic,DOM,85555378042.8196,15.0,92.3336029052734,90.2788925170898,0.0,0.0,18.123119354248,67.1670379638672,22.5186195373535,71.2239608764648,21.9709796905518,48.5996589660645,1.19762003421783,0.0,0.0,0.0,0.0,3.92848992347717,22.1554698944092,2
308,2019,Dominican Republic,DOM,88941299733.5018,15.0,92.5162963867188,87.7265930175781,0.0,0.0,18.123119354248,67.1670379638672,22.5186195373535,71.2239608764648,21.9709796905518,48.5996589660645,1.19762003421783,0.0,0.0,0.0,0.0,4.04276990890503,22.3415107727051,3
309,2020,Dominican Republic,DOM,78844702329.0785,15.0,84.4392700195313,74.2951431274414,0.0,0.0,18.123119354248,67.1670379638672,22.5186195373535,71.2239608764648,21.9709796905518,48.5996589660645,1.19762003421783,0.0,0.0,0.0,0.0,4.1068598429362,19.3228797912598,4
310,2016,Early-demographic dividend,EAR,10307820454608.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9921749830246,16.9546356201172,0
311,2017,Early-demographic dividend,EAR,11137608724945.9,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.35768985748291,17.1334352493286,1
312,2018,Early-demographic dividend,EAR,11214753522578.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97974491119385,15.3999996185303,2
313,2019,Early-demographic dividend,EAR,11527336323652.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56645500659943,14.4634799957275,3
314,2020,Early-demographic dividend,EAR,10668243564848.3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4245483477910397,13.6330947875976,4
315,2016,East Asia & Pacific,EAS,22720684963608.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.06335997581482,16.2182998657226,0
316,2017,East Asia & Pacific,EAS,24268504216073.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08553981781006,15.0934200286865,1
317,2018,East Asia & Pacific,EAS,26416317598842.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43450498580933,14.9436450004578,2
318,2019,East Asia & Pacific,EAS,26981455514224.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.120077490806585,14.306317567825399,3
319,2020,East Asia & Pacific,EAS,27097404937164.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.80564999580384,13.668990135192999,4
320,2016,East Asia & Pacific (IDA & IBRD countries),TEA,13542946740899.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79362010955811,15.6049003601074,0
321,2017,East Asia & Pacific (IDA & IBRD countries),TEA,14800506807477.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87649488449097,13.8695201873779,1
322,2018,East Asia & Pacific (IDA & IBRD countries),TEA,16553933355619.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1331000328064,14.4872903823853,2
323,2019,East Asia & Pacific (IDA & IBRD countries),TEA,17113644754522.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23436999320984,16.344212293624825,3
324,2020,East Asia & Pacific (IDA & IBRD countries),TEA,17426659793626.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.047953287760417,16.5906496047973,4
325,2016,East Asia & Pacific (excluding high income),EAP,13560237634379.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79362010955811,15.6049003601074,0
326,2017,East Asia & Pacific (excluding high income),EAP,14819322198962.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.87649488449097,13.8695201873779,1
327,2018,East Asia & Pacific (excluding high income),EAP,16574964993617.6,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1331000328064,14.4872903823853,2
328,2019,East Asia & Pacific (excluding high income),EAP,17135404533968.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23436999320984,13.92848539352425,3
329,2020,East Asia & Pacific (excluding high income),EAP,17448894596355.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.047953287760417,13.3696804046632,4
330,2016,Ecuador,ECU,99937696000.0,15.0,98.2938003540039,98.2938003540039,86.28561401367179,96.4975128173828,11.7186403274536,51.8639602661133,0.0,82.736457824707,13.4826698303223,42.2995185852051,1.24522995948792,0.0,0.0,0.0,0.0,4.36275005340576,12.0713901519776,0
331,2017,Ecuador,ECU,104295862000.0,15.0,98.72032356262208,98.72032356262208,87.9397583007812,96.764892578125,12.1632699966431,52.8594703674316,0.0,82.8378372192383,13.9573402404785,43.5343818664551,1.27037000656128,0.0,0.0,0.0,0.0,4.61426019668579,11.9204301834107,1
332,2018,Ecuador,ECU,107562008000.0,15.0,99.9498291015625,99.9498291015625,89.5939025878906,97.0322723388672,11.830530166625952,52.202486038208,0.0,83.04790878295896,13.70463514328005,42.833250045776396,1.434804975986485,0.0,0.0,0.0,0.0,4.6214599609375,11.7694702148438,2
333,2019,Ecuador,ECU,108108009000.0,15.0,99.9997787475586,99.9997787475586,91.248046875,97.2996520996094,11.886475086212126,52.37174892425535,0.0,83.20363426208492,13.815617799758925,43.10011577606205,1.5295924842357675,0.0,0.0,0.0,0.0,4.22565984725952,11.6185102462769,3
334,2020,Ecuador,ECU,98808010000.0,15.0,99.9998931884766,99.9998931884766,92.9021911621094,97.5670318603516,11.9424200057983,52.5410118103027,0.0,83.3593597412109,13.9266004562378,43.3669815063477,1.62437999248505,0.0,0.0,0.0,0.0,4.13413000106812,11.46755027771,4
335,2016,"Egypt, Arab Rep.",EGY,332441717791.411,12.0,0.0,95.3028564453125,0.0,0.0,0.0,72.9591369628906,12.9849700927734,0.0,6.16790008544922,67.1564712524414,0.692979991436005,0.306490004062653,0.0,0.0,0.0,0.0,0.0,0
336,2017,"Egypt, Arab Rep.",EGY,235733695652.174,12.0,0.0,95.3028564453125,0.0,0.0,0.0,72.9591369628906,12.9849700927734,0.0,6.16790008544922,67.1564712524414,0.692979991436005,0.306490004062653,0.0,0.0,0.0,0.0,0.0,1
337,2018,"Egypt, Arab Rep.",EGY,249712999437.254,12.0,0.0,95.3028564453125,0.0,0.0,0.0,72.9591369628906,12.9849700927734,0.0,6.16790008544922,67.1564712524414,0.692979991436005,0.306490004062653,0.0,0.0,0.0,0.0,0.0,2
338,2019,"Egypt, Arab Rep.",EGY,303080865603.645,12.0,0.0,95.3028564453125,0.0,0.0,0.0,72.9591369628906,12.9849700927734,0.0,6.16790008544922,67.1564712524414,0.692979991436005,0.306490004062653,0.0,0.0,0.0,0.0,0.0,3
339,2020,"Egypt, Arab Rep.",EGY,365252651278.852,12.0,0.0,95.3028564453125,0.0,0.0,0.0,72.9591369628906,12.9849700927734,0.0,6.16790008544922,67.1564712524414,0.692979991436005,0.306490004062653,0.0,0.0,0.0,0.0,0.0,4
340,2016,El Salvador,SLV,24191430000.0,15.0,94.2375793457031,89.1663284301758,98.9235610961914,92.9761734008789,7.11731004714966,43.2466316223145,0.0,58.6497497558594,8.49256992340088,30.338020324707,0.0,0.0,47.18061,35.26749,8.02682,3.82523989677429,13.9743499755859,0
341,2017,El Salvador,SLV,24979190000.0,15.0,93.2956771850586,87.7549591064453,98.0805892944336,91.953483581543,6.67210006713867,42.783390045166,0.0,58.5528602600098,7.95080995559692,29.6169300079346,0.0,0.0,45.60598,34.89118,9.37147,3.7252299785614,13.4645204544067,1
342,2018,El Salvador,SLV,26020850000.0,15.0,95.1532135009766,88.2440338134766,99.1083831787109,93.3036727905273,7.930449962615966,45.44514338175457,0.0,60.5807037353516,9.213516553243,32.4995346069336,0.0,0.0,46.16494,34.02135,9.17133,3.60575008392334,13.2915000915527,2
343,2019,El Salvador,SLV,26896660000.0,15.0,95.6292419433594,90.0555114746094,97.5510635375977,94.0903091430664,8.33701992034912,46.5443992614746,0.0,61.5461807250977,9.57398986816406,33.5802917480469,0.0,0.0,45.657105,33.39828,9.743585,3.38515996932983,12.51881980896,3
344,2020,El Salvador,SLV,24638720000.0,15.0,96.09312947591151,90.35190582275393,97.09356435139979,94.46168772379558,8.743589878082272,47.643655141194635,0.0,62.5116577148438,9.934463183085121,34.661048889160206,0.0,0.0,45.14927,32.775209999999994,10.315839999999998,3.2384666601816767,13.0928897857666,4
345,2016,Equatorial Guinea,GNQ,11240808846.6928,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
346,2017,Equatorial Guinea,GNQ,12200913887.6419,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
347,2018,Equatorial Guinea,GNQ,13097012189.3995,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
348,2019,Equatorial Guinea,GNQ,11417278044.9859,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
349,2020,Equatorial Guinea,GNQ,10021856754.4944,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
350,2016,Eritrea,ERI,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
351,2017,Eritrea,ERI,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
352,2018,Eritrea,ERI,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
353,2019,Eritrea,ERI,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
354,2020,Eritrea,ERI,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
355,2016,Estonia,EST,24056487770.898,9.0,91.7249526977539,93.4262237548828,95.8788604736328,92.9401702880859,30.8465099334717,97.8234634399414,48.5894203186035,99.776496887207,37.7995796203613,86.8937530517578,21.2413291931152,0.931609988212585,24.96741,25.20099,27.11812,5.11445999145508,13.1083097457886,0
356,2017,Estonia,EST,26857880621.935,9.0,89.9915084838867,92.6467895507813,91.2416763305664,90.9467163085938,30.8465099334717,97.8234634399414,48.5894203186035,99.776496887207,38.7834014892578,86.9619216918945,21.2413291931152,0.931609988212585,24.96741,25.20099,27.11812,4.95629978179932,12.7503004074097,1
357,2018,Estonia,EST,30474612057.4484,9.0,89.5950775146484,89.8263473510742,82.1503524780273,87.8593368530273,30.8465099334717,97.8234634399414,48.5894203186035,99.776496887207,40.2903594970703,87.6303024291992,21.2413291931152,0.931609988212585,24.96741,25.20099,27.11812,5.23887014389038,13.3928499221802,2
358,2019,Estonia,EST,31045591753.4901,9.0,88.53013992309565,88.02640914916991,75.28609848022455,85.318920135498,30.8465099334717,97.8234634399414,48.5894203186035,99.776496887207,39.0740623474121,86.03984069824217,21.2413291931152,0.931609988212585,24.96741,25.20099,27.11812,5.3010752201080305,13.535120010376001,3
359,2020,Estonia,EST,30650285471.7215,9.0,87.46520233154288,86.22647094726561,68.4218444824218,82.77850341796871,30.8465099334717,97.8234634399414,48.5894203186035,99.776496887207,39.4988899230957,85.7552032470703,21.2413291931152,0.931609988212585,24.96741,25.20099,27.11812,5.36328029632568,13.6773900985718,4
360,2016,Eswatini,SWZ,3816022046.82656,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41466999053955,0.0,0
361,2017,Eswatini,SWZ,4402969225.92165,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.13809013366699,0.0,1
362,2018,Eswatini,SWZ,4665420238.51784,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.67916011810303,0.0,2
363,2019,Eswatini,SWZ,4495679480.96886,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64554977416992,0.0,3
364,2020,Eswatini,SWZ,3972728948.47088,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.34233999252319,0.0,4
365,2016,Ethiopia,ETH,74296618481.0882,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06151008605957,23.0133590698242,0
366,2017,Ethiopia,ETH,81770791970.982,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.64951992034912,26.5099201202393,1
367,2018,Ethiopia,ETH,84269348327.3454,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.06867980957031,24.0015506744385,2
368,2019,Ethiopia,ETH,95912590628.1412,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.07226467132568,24.49564647674565,3
369,2020,Ethiopia,ETH,107645054311.876,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.075849533081049,24.989742279052802,4
370,2016,Euro area,EMU,11964468804660.3,10.0,93.0493469238281,93.9551925659179,92.6039581298828,93.203182220459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.878595,37.971945,21.543125,4.8159499168396,12.0950951576233,0
371,2017,Euro area,EMU,12646241353753.9,10.0,93.7280120849609,94.6126747131348,92.5234527587891,93.2169494628906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.878595,37.971945,21.543125,4.88274002075195,11.0554304122925,1
372,2018,Euro area,EMU,13692226055585.5,10.0,92.4148445129395,93.7211418151855,91.6764869689942,92.688777923584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.878595,37.971945,21.543125,4.80559992790222,11.1888446807861,2
373,2019,Euro area,EMU,13413568065812.5,10.0,92.0975933074952,93.60411643981931,91.21275138854989,92.4315757751465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.878595,37.971945,21.543125,4.80042493343353,10.7357194423675,3
374,2020,Euro area,EMU,13021049031268.7,11.0,91.7803421020509,93.48709106445311,90.7490158081056,92.174373626709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.878595,37.971945,21.543125,4.79524993896484,10.282594203948902,4
