,Year,Country Name,Country Code,GDP (current $),"Compulsory education, duration (years)","Current education expenditure, primary (% of total expenditure in primary public institutions)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Current education expenditure, tertiary (% of total expenditure in tertiary public institutions)","Current education expenditure, total (% of total expenditure in public institutions)","Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed post-secondary, population 25+, total (%) (cumulative)","Educational attainment, at least completed primary, population 25+ years, total (%)","Educational attainment, at least completed short-cycle tertiary, population 25+, total (%) (cumulative)","Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)","Educational attainment, at least Master's or equivalent, population 25+, total (%) (cumulative)","Educational attainment, Doctoral or equivalent, population 25+, total (%) (cumulative)",Expenditure on primary education (% of government expenditure on education),Expenditure on secondary education (% of government expenditure on education),Expenditure on tertiary education (% of government expenditure on education),"Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Age
669,2020,Latin America & Caribbean (excluding high income),LAC,4035270946811.09,13.5,96.29802322387692,94.54178746541344,98.26496124267581,98.94913482666009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.87399,32.94466,20.36758,3.9361098607381204,15.9588003158569,4
670,2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,5014502216212.06,14.0,96.4411964416504,96.499038696289,95.1059684753418,95.8936767578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8408,32.94466,21.091,4.36275005340576,17.0281496047973,0
671,2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,5590908813814.5,14.0,95.0100326538086,95.0055313110352,95.7997703552246,95.5914764404297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8408,32.94466,21.091,4.42176485061646,17.577299118042,1
672,2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,5462065046113.99,14.0,96.3866882324219,97.1097564697266,95.152515411377,96.3474578857422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8408,32.94466,21.091,4.25442981719971,16.1483592987061,2
673,2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,5376512716922.1,14.0,96.35943412780765,97.4151153564454,95.17578887939459,96.57434844970706,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8408,32.94466,21.091,4.04276990890503,14.6086902618408,3
674,2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,4478206456171.96,14.0,96.3321800231934,97.7204742431642,95.1990623474122,96.8012390136719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.8408,32.94466,21.091,3.9361098607381204,15.9588003158569,4
675,2016,Latvia,LVA,28064533352.2849,11.0,89.013542175293,90.8116683959961,96.2135162353516,90.6947708129883,29.1061897277832,99.238639831543,38.7738914489746,100.0,31.3902797698975,88.7302703857422,11.6028203964233,0.412400007247925,32.01818,33.40473,16.04117,4.65953016281128,12.89328956604,0
676,2017,Latvia,LVA,30408509601.8003,11.0,87.6732177734375,88.6588363647461,94.3040008544922,88.6027526855469,29.7158966064453,99.238639831543,41.96243158976237,100.0,32.252220153808636,89.46253712972006,13.413003285725901,0.7597349882125876,32.01818,33.40473,16.04117,4.37029981613159,11.9676303863525,1
677,2018,Latvia,LVA,34412210812.2783,11.0,83.1430969238281,82.2578430175781,83.8821334838867,84.5362167358398,30.0282802581787,99.238639831543,43.5797996520996,100.0,33.0747489929199,90.3030319213867,14.6020202636719,1.10706996917725,32.01818,33.40473,16.04117,4.24517011642456,11.1475095748901,2
678,2019,Latvia,LVA,34308783825.3019,11.0,80.20787429809565,77.9809303283691,77.71644210815425,81.45693969726555,30.9353103637695,99.238639831543,48.3395118713379,100.0,33.9761009216309,90.9270706176758,17.0333690643311,1.4544049501419127,32.01818,33.40473,16.04117,4.037990093231199,10.27461957931515,3
679,2020,Latvia,LVA,33707320816.3036,11.0,77.2726516723632,73.7040176391601,71.5507507324218,78.3776626586913,31.545017242431598,99.238639831543,51.52805201212566,100.0,34.838041305542035,91.65933736165366,18.8435519536337,1.8017399311065752,32.01818,33.40473,16.04117,3.830810070037839,9.401729583740199,4
680,2016,Least developed countries: UN classification,LDC,936300776403.567,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93502998352051,13.1072101593018,0
681,2017,Least developed countries: UN classification,LDC,1025443701461.53,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45445001125336,15.0576548576355,1
682,2018,Least developed countries: UN classification,LDC,1063215566761.73,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.29086494445801,14.6441402435303,2
683,2019,Least developed countries: UN classification,LDC,1107362458211.5,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.08948993682862,15.412605285644549,3
684,2020,Least developed countries: UN classification,LDC,1114278182953.05,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1409765879313234,16.1810703277588,4
685,2016,Lebanon,LBN,51389318290.8642,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12392997741699,7.14896011352539,0
686,2017,Lebanon,LBN,53324800958.6119,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.13294005393982,7.14754009246826,1
687,2018,Lebanon,LBN,55276157552.246,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.52447009086609,8.04745006561279,2
688,2019,Lebanon,LBN,51953744507.4091,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.59202003479004,8.14395046234131,3
689,2020,Lebanon,LBN,31735217784.5445,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74805005391439,9.89828968048096,4
690,2016,Lesotho,LSO,2114323793.98266,7.0,96.5161209106445,96.4000625610352,100.0,96.5287628173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.95786,30.06448,7.40778,7.76074981689453,13.9976396560669,0
691,2017,Lesotho,LSO,2306843528.52853,7.0,96.5161209106445,96.4000625610352,100.0,96.5287628173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.95786,30.06448,7.40778,8.15688991546631,15.115309715271,1
692,2018,Lesotho,LSO,2514146887.91664,7.0,96.5161209106445,96.4000625610352,100.0,96.5287628173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.95786,30.06448,7.40778,7.28535985946655,14.1297998428345,2
693,2019,Lesotho,LSO,2366213068.57507,7.0,96.5161209106445,96.4000625610352,100.0,96.5287628173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.95786,30.06448,7.40778,7.80014991760254,13.1358604431152,3
694,2020,Lesotho,LSO,1875227642.47384,7.0,96.5161209106445,96.4000625610352,100.0,96.5287628173828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.95786,30.06448,7.40778,7.37501001358032,13.7912197113037,4
695,2016,Liberia,LBR,3398419600.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38775,53.44416,0.0,2.14812994003296,8.536089897155758,0
696,2017,Liberia,LBR,3390703400.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38775,53.44416,0.0,2.76128005981445,8.34193992614746,1
697,2018,Liberia,LBR,3422754800.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38775,53.44416,0.0,2.58412003517151,8.14778995513916,2
698,2019,Liberia,LBR,3319596500.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38775,53.44416,0.0,2.27039003372192,7.953639984130861,3
699,2020,Liberia,LBR,3201187800.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.38775,53.44416,0.0,2.30928993225098,7.759490013122562,4
700,2016,Libya,LBY,26197143268.1243,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
701,2017,Libya,LBY,37883243650.452,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
702,2018,Libya,LBY,52607888717.9487,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
703,2019,Libya,LBY,52091152228.3425,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
704,2020,Libya,LBY,25418916028.8964,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
705,2016,Liechtenstein,LIE,6237264055.20601,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
706,2017,Liechtenstein,LIE,6474256118.61481,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
707,2018,Liechtenstein,LIE,6839145106.86164,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
708,2019,Liechtenstein,LIE,6684443550.01006,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
709,2020,Liechtenstein,LIE,6833503381.61141,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
710,2016,Lithuania,LTU,43018087237.5741,10.0,92.8103408813477,92.4404678344727,92.4194869995117,93.1268081665039,33.9425315856934,95.1781692504883,53.2520294189453,99.0842132568359,0.0,86.2218475341797,13.4428100585938,0.58772999048233,18.8941,38.62685,20.5208,4.004310131073,12.025239944458,0
711,2017,Lithuania,LTU,47640770634.427,11.0,94.606559753418,94.6543273925781,92.5234527587891,94.5356292724609,34.5394706726074,95.6007766723633,54.6428489685059,99.0762023925781,0.0,87.3072128295898,13.3521699905396,0.624520003795624,18.8941,38.62685,20.5208,3.81220006942749,11.7656402587891,1
712,2018,Lithuania,LTU,53724663842.5623,11.0,92.3411407470703,93.540657043457,93.7503433227539,93.5996475219727,36.0229949951172,95.89471817016604,55.64507484436035,99.14815521240234,0.0,88.04382705688475,14.0168800354004,0.7200849950313565,18.8941,38.62685,20.5208,3.89495992660522,11.742730140686,2
713,2019,Lithuania,LTU,54697379017.3332,11.0,92.1065406799316,94.09075164794916,94.415771484375,93.83606719970709,37.0632266998291,96.25299263000493,56.84159755706787,99.18012619018558,0.0,88.95481681823728,14.3039150238037,0.7862624973058697,18.8941,38.62685,20.5208,3.8402848243713303,11.601475238799999,3
714,2020,Lithuania,LTU,56546957475.4912,11.0,91.8719406127929,94.6408462524413,95.08119964599611,94.07248687744149,38.103458404541,96.6112670898438,58.0381202697754,99.2120971679688,0.0,89.8658065795898,14.590950012207,0.852439999580383,18.8941,38.62685,20.5208,3.7856097221374405,11.460220336913999,4
715,2016,Low & middle income,LMY,26945295092752.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.80339503288269,15.0634803771973,0
716,2017,Low & middle income,LMY,29595883137001.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.92026996612549,15.68577003479,1
717,2018,Low & middle income,LMY,31412370428414.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.71429991722107,15.1350598335266,2
718,2019,Low & middle income,LMY,32220208388558.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66319990158081,14.1593904495239,3
719,2020,Low & middle income,LMY,30993151083682.1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61646819114685,13.858027140299432,4
720,2016,Low income,LIC,387204228271.268,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.82907497882843,13.4974398612976,0
721,2017,Low income,LIC,409137806152.78,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98144006729126,14.3444204330444,1
722,2018,Low income,LIC,425614516516.61,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.19979000091553,15.8293504714966,2
723,2019,Low income,LIC,448440169081.511,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.21377992630005,16.995305776596098,3
724,2020,Low income,LIC,459729949563.423,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.34201490879059,18.1612610816956,4
725,2016,Lower middle income,LMC,6737458245945.12,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.10197019577026,16.1110401153564,0
726,2017,Lower middle income,LMC,7246520795601.96,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.37884497642517,16.0652093887329,1
727,2018,Lower middle income,LMC,7346924046154.44,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97974491119385,15.735710144043,2
728,2019,Lower middle income,LMC,7735772656431.27,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7992000579834,14.2790751457214,3
729,2020,Lower middle income,LMC,7384772400818.06,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6982766787211134,13.668420155843068,4
730,2016,Luxembourg,LUX,62174650367.2216,12.0,90.57547760009761,92.13908386230472,92.86640930175791,91.60369873046871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.47292017936706,8.267549514770499,0
731,2017,Luxembourg,LUX,65549868206.9418,12.0,90.9988327026367,90.6685562133789,92.8747711181641,91.1174392700195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56959009170532,8.47449970245361,1
732,2018,Luxembourg,LUX,71250208995.6425,12.0,91.4221878051758,89.1980285644531,92.8831329345703,90.6311798095703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66626000404358,8.68144989013672,2
733,2019,Luxembourg,LUX,70195715495.5136,12.0,91.84554290771489,87.72750091552729,92.89149475097649,90.1449203491211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.76292991638184,8.888400077819831,3
734,2020,Luxembourg,LUX,73353132793.7076,12.0,92.26889801025398,86.25697326660148,92.89985656738268,89.65866088867189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8595998287201,9.095350265502942,4
735,2016,"Macao SAR, China",MAC,45070605746.0194,10.0,0.0,0.0,90.436897277832,91.9495315551758,0.0,73.3394165039063,26.3172092437744,89.8282089233398,23.8560104370117,51.9776382446289,0.0,0.0,0.0,0.0,39.27335,3.09854006767273,13.8348398208618,0
736,2017,"Macao SAR, China",MAC,50440941938.6992,10.0,0.0,0.0,93.6737670898438,92.6362762451172,0.0,73.3394165039063,26.3172092437744,89.8282089233398,23.8560104370117,51.9776382446289,0.0,0.0,0.0,0.0,37.12156,2.70557999610901,14.1025695800781,1
737,2018,"Macao SAR, China",MAC,55284360483.1217,10.0,0.0,0.0,80.178337097168,81.2330017089844,0.0,73.3394165039063,26.3172092437744,89.8282089233398,23.8560104370117,51.9776382446289,0.0,0.0,0.0,0.0,34.969770000000004,2.72788000106812,15.1596899032593,2
738,2019,"Macao SAR, China",MAC,55204758069.5124,10.0,0.0,0.0,77.649543762207,79.4349670410156,0.0,73.3394165039063,26.3172092437744,89.8282089233398,23.8560104370117,51.9776382446289,0.0,0.0,0.0,0.0,32.817980000000006,3.06146001815796,16.5979499816895,3
739,2020,"Macao SAR, China",MAC,25586111076.3415,10.0,0.0,0.0,73.387092590332,75.26344553629554,0.0,73.3394165039063,26.3172092437744,89.8282089233398,23.8560104370117,51.9776382446289,0.0,0.0,0.0,0.0,30.666190000000007,3.0491000016530365,17.5189867019654,4
740,2016,Madagascar,MDG,11848613735.1908,5.0,0.0,0.0,93.8933792114258,0.0,2.75500011444092,28.5201206207275,0.0,49.0766906738281,4.70568990707397,9.7143497467041,1.51721000671387,0.325960010290146,0.0,0.0,0.00583,2.68719005584717,19.8381805419922,0
741,2017,Madagascar,MDG,13176313593.5418,5.0,0.0,0.0,95.2106475830078,0.0,2.75500011444092,28.5201206207275,0.0,49.0766906738281,4.70568990707397,9.7143497467041,1.51721000671387,0.325960010290146,0.0,0.0,0.0058,2.8364200592041,15.8376998901367,1
742,2018,Madagascar,MDG,13760033096.5122,5.0,0.0,0.0,96.5279159545898,0.0,2.75500011444092,28.5201206207275,0.0,49.0766906738281,4.70568990707397,9.7143497467041,1.51721000671387,0.325960010290146,0.0,0.0,0.005769999999999999,2.87452006340027,19.8180408477783,2
743,2019,Madagascar,MDG,14104664514.87,5.0,0.0,0.0,97.8451843261718,0.0,2.75500011444092,28.5201206207275,0.0,49.0766906738281,4.70568990707397,9.7143497467041,1.51721000671387,0.325960010290146,0.0,0.0,0.005739999999999999,2.94490003585815,16.4410991668701,3
744,2020,Madagascar,MDG,13056079982.3887,5.0,0.0,0.0,99.1624526977538,0.0,2.75500011444092,28.5201206207275,0.0,49.0766906738281,4.70568990707397,9.7143497467041,1.51721000671387,0.325960010290146,0.0,0.0,0.005709999999999998,3.0308033625284763,14.3206396102905,4
745,2016,Malawi,MWI,5433040159.88747,8.0,99.1433410644531,97.702262878418,92.1611785888672,96.9301681518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92015,28.75596,23.10647,4.74856996536255,17.1988105773926,0
746,2017,Malawi,MWI,8943543677.18899,8.0,99.1433410644531,97.702262878418,92.1611785888672,96.9301681518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92015,28.75596,23.10647,4.03133010864258,14.3444204330444,1
747,2018,Malawi,MWI,9880675785.93057,8.0,99.1433410644531,97.702262878418,92.1611785888672,96.9301681518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92015,28.75596,23.10647,3.38193988800049,15.8293504714966,2
748,2019,Malawi,MWI,11025357837.607,8.0,99.1433410644531,97.702262878418,92.1611785888672,96.9301681518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92015,28.75596,23.10647,3.71131992340088,14.5902395248413,3
749,2020,Malawi,MWI,12182348212.7073,8.0,99.1433410644531,97.702262878418,92.1611785888672,96.9301681518555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.92015,28.75596,23.10647,2.90761995315552,11.4976501464844,4
750,2016,Malaysia,MYS,301255380276.258,6.0,98.1388092041016,91.685432434082,86.7398529052734,91.9291763305664,11.3065395355225,74.2072372436523,20.8830394744873,93.94287109375,18.8380794525146,58.3323707580566,1.58956003189087,0.258500009775162,33.78704,39.42596,23.3901,4.75192022323608,20.9357204437256,0
751,2017,Malaysia,MYS,319112136545.438,6.0,99.1616516113281,91.0579223632813,81.681510925293,92.0902099609375,11.6663964589437,75.06415049235024,21.4391860961914,94.08649190266927,19.321406046549434,59.759367624918596,1.6004433631896966,0.26052667697270737,33.75627,42.05227,20.9924,4.6753101348877,21.3158206939697,1
752,2018,Malaysia,MYS,358791603677.728,6.0,99.3965835571289,92.8581314086914,83.5316925048828,93.3609390258789,12.026253382364901,75.92106374104816,21.9953327178955,94.23011271158853,19.804732640584266,61.1863644917806,1.6113266944885234,0.26255334417025267,34.03561,41.36964,21.34708,4.47959995269775,19.6432590484619,2
753,2019,Malaysia,MYS,365276282438.141,6.0,96.7981796264648,95.6382675170898,80.3488616943359,92.3803787231445,12.3861103057861,76.7779769897461,22.5514793395996,94.3737335205078,20.2880592346191,62.6133613586426,1.62221002578735,0.264580011367798,34.159895,42.34147999999999,20.32557,4.16339015960693,17.6856002807617,3
754,2020,Malaysia,MYS,337006066373.26,6.0,96.35130310058587,96.95587921142574,78.21853129069007,92.53077952067054,12.7459672292073,77.63489023844403,23.107625961303697,94.51735432942706,20.771385828653937,64.0403582255046,1.6330933570861765,0.26660667856534337,34.28418,43.31331999999999,19.304059999999996,3.9672134717305467,16.7574691772461,4
755,2016,Maldives,MDV,4379136461.83077,7.0,99.0936126708984,99.1202087402344,99.9582672119141,99.3004379272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39613,21.60521,20.58919,3.68701004981995,10.1574201583862,0
756,2017,Maldives,MDV,4754175869.24027,7.0,99.135991414388,99.169672648112,99.9582672119141,99.3004379272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39613,21.60521,20.58919,3.88747000694275,11.3538103103638,1
757,2018,Maldives,MDV,5300962659.51088,7.0,92.8887329101563,93.394416809082,99.9582672119141,99.3004379272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39613,21.60521,20.58919,3.91248989105225,11.3899002075195,2
758,2019,Maldives,MDV,5607762625.14627,7.0,99.2207489013672,99.2686004638672,99.9582672119141,99.3004379272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39613,21.60521,20.58919,4.12159013748169,12.0559501647949,3
759,2020,Maldives,MDV,3742769967.42798,7.0,99.26312764485681,99.3180643717448,99.9582672119141,99.3004379272461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.39613,21.60521,20.58919,4.2664501667022705,10.5050401687622,4
760,2016,Mali,MLI,14026048690.7312,9.0,97.7154693603516,96.3849487304688,93.9275283813477,96.3863296508789,1.58950996398926,7.7949800491333,4.94879007339478,12.8266696929932,2.05767011642456,5.64105987548828,1.01243996620178,0.062780000269413,39.57861,37.39832,21.74443,3.09477996826172,13.9038801193237,0
761,2017,Mali,MLI,15365714371.3316,9.0,97.2860870361328,96.5540618896484,97.4971389770508,97.0229721069336,1.582092463970185,8.74146008491515,4.441425025463108,12.870279788970976,2.1361351013183603,5.58300995826721,1.01243996620178,0.06021750066429377,44.67033,37.00151,17.28712,3.78976988792419,16.534330368042,1
762,2018,Mali,MLI,17070866299.0945,9.0,96.85670471191399,96.72317504882798,101.06674957275389,97.65961456298828,2.24835991859436,10.0408096313477,6.18122005462646,15.6179399490356,2.81132006645203,7.11877012252808,1.01243996620178,0.110440000891685,49.76205,36.60470000000001,12.829810000000002,3.88252997398376,15.8884201049805,2
763,2019,Mali,MLI,17280251193.9527,9.0,96.42732238769518,96.89228820800757,104.63636016845699,98.29625701904297,1.5672574639320351,10.63442015647885,3.4266949295997624,12.957499980926524,2.2930650711059597,5.466910123825071,1.01243996620178,0.05509250145405532,54.853770000000004,36.20789000000001,8.372500000000002,3.43867993354797,14.6360197067261,3
764,2020,Mali,MLI,17465392915.9153,9.0,95.99794006347638,97.06140136718716,108.20597076416009,98.93289947509766,1.55983996391296,11.5809001922607,2.91932988166809,13.0011100769043,2.37153005599976,5.408860206604,1.01243996620178,0.0525300018489361,59.94549000000001,35.81108000000002,3.9151900000000026,3.5533132553100533,14.4661197662354,4
765,2016,Malta,MLT,11721521912.7202,11.0,94.0691986083984,86.0972595214844,75.3408203125,84.6710968017578,13.4876699447632,78.2185134887695,24.6765995025635,98.9275283813477,16.7845191955566,38.0723686218262,4.52152013778687,0.239959999918938,0.0,0.0,0.0,5.08445978164673,14.1685495376587,0
766,2017,Malta,MLT,13221298307.8894,11.0,92.1300888061523,96.3548583984375,79.9773788452148,90.0066833496094,15.57600474357605,79.97339820861815,26.690106868743925,98.9378471374512,18.922269344329802,40.62249183654787,5.759930014610295,0.357070002704859,0.0,0.0,0.0,4.65162992477417,13.3727102279663,1
767,2018,Malta,MLT,14864712990.1631,11.0,90.19097900390621,106.6124572753906,84.6139373779296,95.34226989746101,18.4249897003174,82.1786727905273,30.1369705200195,98.9329223632813,22.1188697814941,45.2157211303711,6.64273977279663,0.491809993982315,0.0,0.0,0.0,4.2188000679016096,12.5768709182739,2
768,2019,Malta,MLT,15215714309.0974,11.0,88.25186920166011,116.8700561523437,89.2504959106444,100.67785644531261,19.752674341201747,83.48316764831546,30.717121601104775,98.9584846496582,23.1977696418762,45.722738265991225,8.236749768257145,0.591290008276701,0.0,0.0,0.0,3.785970211029049,11.781031608581499,3
769,2020,Malta,MLT,14647384607.604,11.0,86.31275939941402,127.12765502929679,93.8870544433592,106.01344299316422,21.8410091400146,85.2380523681641,32.7306289672852,98.9688034057617,25.3355197906494,48.2728614807129,9.47515964508057,0.708400011062622,0.0,0.0,0.0,3.353140354156489,10.985192298889098,4
770,2016,Marshall Islands,MHL,201510900.0,13.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61128997802734,24.6583995819092,0
771,2017,Marshall Islands,MHL,213204100.0,13.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61128997802734,12.5202102661133,1
772,2018,Marshall Islands,MHL,221588900.0,13.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61128997802734,15.0780096054077,2
773,2019,Marshall Islands,MHL,239462200.0,13.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61128997802734,15.0427398681641,3
774,2020,Marshall Islands,MHL,244462400.0,13.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61128997802734,16.1667194366455,4
775,2016,Mauritania,MRT,6398744505.08129,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.90347,25.86476,17.73177,1.94405996799469,9.33061027526855,0
776,2017,Mauritania,MRT,6799075418.99441,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.90347,25.86476,17.73177,1.92969247698784,9.434222698211666,1
