,Year,Country Name,Country Code,"Compulsory education, duration (years)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Weighted World Education
241,2017,Comoros,COM,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
242,2018,Comoros,COM,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
243,2019,Comoros,COM,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
244,2020,Comoros,COM,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
245,2016,"Congo, Dem. Rep.",COD,0.35294117647058826,0.0,0.15679296376306365,0.3118302943882329,1.6020179871614142
246,2017,"Congo, Dem. Rep.",COD,0.35294117647058826,0.0,0.10767309857237413,0.298428481059007,1.4635728167923576
247,2018,"Congo, Dem. Rep.",COD,0.35294117647058826,0.0,0.058553233381684604,0.2850266677297811,1.3251276464233008
248,2019,"Congo, Dem. Rep.",COD,0.35294117647058826,0.0,0.009433368190995085,0.27162485440055517,1.186682476054244
249,2020,"Congo, Dem. Rep.",COD,0.35294117647058826,0.0,-0.03968649699969443,0.25822304107132926,1.048237305685187
250,2016,"Congo, Rep.",COG,0.5882352941176471,0.0,0.3855488275114539,0.2423044736974946,2.086246370233039
251,2017,"Congo, Rep.",COG,0.5882352941176471,0.0,0.3288005315246589,0.33420963247129026,2.248465254580836
252,2018,"Congo, Rep.",COG,0.5882352941176471,0.0,0.22212281542355927,0.3320156944635112,2.0285280083552992
253,2019,"Congo, Rep.",COG,0.5882352941176471,0.0,0.2884702193534344,0.35505935856837617,2.2303538085296446
254,2020,"Congo, Rep.",COG,0.5882352941176471,0.0,0.25611068330076125,0.36398104531193687,2.19239979665498
255,2016,Costa Rica,CRI,0.7647058823529411,0.7866109067846395,0.510185262231041,0.4990675783786457,6.428722769089519
256,2017,Costa Rica,CRI,0.7647058823529411,0.752104558660822,0.5231989778285075,0.6424227291750039,6.746790260178256
257,2018,Costa Rica,CRI,0.7647058823529411,0.7842958202413561,0.50168285794158,0.5558169186245135,6.572705635075066
258,2019,Costa Rica,CRI,0.7647058823529411,0.7818450428365429,0.5038822995273287,0.5230973076081853,6.469142575578326
259,2020,Costa Rica,CRI,0.7647058823529411,0.7819389041843681,0.4992547842477237,0.4589319968623441,6.267767058172893
260,2016,Cote d'Ivoire,CIV,0.5882352941176471,0.7564510472261814,0.2939702524890341,0.47700250181920756,5.632987493458063
261,2017,Cote d'Ivoire,CIV,0.5882352941176471,0.7213815910290639,0.2814752907587105,0.43962866666552947,5.355598239747912
262,2018,Cote d'Ivoire,CIV,0.5882352941176471,0.7111128355033071,0.23977069812226653,0.3896773806560081,5.0812601743434325
263,2019,Cote d'Ivoire,CIV,0.5882352941176471,0.68844372964187,0.27384690407282747,0.37029886827650943,5.00060062566031
264,2020,Cote d'Ivoire,CIV,0.5882352941176471,0.6657746237804326,0.26713912126742523,0.32134921213543,4.749659668180517
265,2016,Croatia,HRV,0.47058823529411764,0.0,0.28903782970362674,0.18406110092561914,1.6008471974782288
266,2017,Croatia,HRV,0.47058823529411764,0.0,0.28903782970362674,0.18406110092561914,1.6008471974782288
267,2018,Croatia,HRV,0.47058823529411764,0.0,0.28903782970362674,0.18406110092561914,1.6008471974782288
268,2019,Croatia,HRV,0.47058823529411764,0.0,0.28903782970362674,0.18406110092561914,1.6008471974782288
269,2020,Croatia,HRV,0.47058823529411764,0.0,0.28903782970362674,0.18406110092561914,1.6008471974782288
270,2016,Cuba,CUB,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
271,2017,Cuba,CUB,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
272,2018,Cuba,CUB,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
273,2019,Cuba,CUB,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
274,2020,Cuba,CUB,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
275,2016,Curacao,CUW,0.8235294117647058,0.0,0.0,0.0,0.8235294117647058
276,2017,Curacao,CUW,0.8235294117647058,0.0,0.0,0.0,0.8235294117647058
277,2018,Curacao,CUW,0.8235294117647058,0.0,0.0,0.0,0.8235294117647058
278,2019,Curacao,CUW,0.8235294117647058,0.0,0.0,0.0,0.8235294117647058
279,2020,Curacao,CUW,0.8235294117647058,0.0,0.0,0.0,0.8235294117647058
280,2016,Cyprus,CYP,0.5882352941176471,0.7567079656597101,0.4547890680893165,0.34948665199273066,5.573105248913311
281,2017,Cyprus,CYP,0.5882352941176471,0.7642320569390306,0.42583547056186055,0.33406390095393723,5.499026165859302
282,2018,Cyprus,CYP,0.5882352941176471,0.7717561482183513,0.39688187303440453,0.3186411499151438,5.424947082805292
283,2019,Cyprus,CYP,0.5882352941176471,0.7792802394976717,0.36792827550694857,0.30321839887635044,5.350867999751282
284,2020,Cyprus,CYP,0.5882352941176471,0.7868043307769924,0.33897467797949254,0.287795647837557,5.276788916697273
285,2016,Czech Republic,CZE,0.5294117647058824,0.7290949653589216,0.4110019788904704,0.29768423840895963,5.1608482991493885
286,2017,Czech Republic,CZE,0.5294117647058824,0.7240134296144323,0.2816736279656271,0.2080284086240227,4.612897964966933
287,2018,Czech Republic,CZE,0.5294117647058824,0.6961979432602152,0.31577203018042616,0.22397168452060662,4.6176626516694155
288,2019,Czech Republic,CZE,0.5294117647058824,0.679749432210862,0.26815705582540406,0.1871154075764301,4.346069827929429
289,2020,Czech Republic,CZE,0.5294117647058824,0.6633009211615088,0.2205420814703819,0.15025913063225363,4.0744770041894425
290,2016,Denmark,DNK,0.5882352941176471,0.7561452776819564,0.5737167930301049,0.3267642799615441,5.740542830790314
291,2017,Denmark,DNK,0.5882352941176471,0.7450351307901476,0.5737167930301049,0.3267642799615441,5.69610224322308
292,2018,Denmark,DNK,0.5882352941176471,0.7339249838983386,0.5737167930301049,0.3267642799615441,5.651661655655843
293,2019,Denmark,DNK,0.5882352941176471,0.7228148370065296,0.5737167930301049,0.3267642799615441,5.607221068088608
294,2020,Denmark,DNK,0.5882352941176471,0.7117046901147207,0.5737167930301049,0.3267642799615441,5.562780480521372
295,2016,Djibouti,DJI,0.5882352941176471,0.5698896757078431,0.2904232083009649,0.2558599025134996,4.216220121091448
296,2017,Djibouti,DJI,0.5882352941176471,0.5698896757078431,0.277410957162904,0.28241191269406213,4.269851649357014
297,2018,Djibouti,DJI,0.5882352941176471,0.5698896757078431,0.26846970908637446,0.2981112325675893,4.299067112824536
298,2019,Djibouti,DJI,0.5882352941176471,0.5698896757078431,0.25749295947907924,0.3192368975946342,4.340490608691081
299,2020,Djibouti,DJI,0.5882352941176471,0.5698896757078431,0.246516209871784,0.3403625626216791,4.381914104557625
300,2016,Dominica,DMA,0.7058823529411765,0.0,0.37962327187614714,0.2705526955169571,2.2767869832443424
301,2017,Dominica,DMA,0.7058823529411765,0.0,0.35276176929562864,0.20846135639873986,2.0367899607286533
302,2018,Dominica,DMA,0.7058823529411765,0.0,0.4123207334069162,0.17995170377862435,2.070378931090882
303,2019,Dominica,DMA,0.7058823529411765,0.0,0.4123251797173993,0.17680813352550748,2.0609571129524977
304,2020,Dominica,DMA,0.7058823529411765,0.0,0.3698849697132151,0.227259279452337,2.1274301307246177
305,2016,Dominican Republic,DOM,0.8823529411764706,0.6695108935576313,0.2849550051023173,0.4675764848663974,5.533035980210823
306,2017,Dominican Republic,DOM,0.8823529411764706,0.6749138624088667,0.2901183007951626,0.4760650003206428,5.590439993364191
307,2018,Dominican Republic,DOM,0.8823529411764706,0.7101436150638102,0.2907266160591839,0.47205661145206046,5.720550467906261
308,2019,Dominican Republic,DOM,0.8823529411764706,0.6900669488268414,0.2991838691243329,0.47602050059629786,5.669049976521396
309,2020,Dominican Republic,DOM,0.8823529411764706,0.5844136990517127,0.30392682379833813,0.41170389078768094,5.06297305734304
310,2016,Early-demographic dividend,EAR,0.5882352941176471,0.0,0.29543960812901304,0.36124477961338913,2.2628488492158407
311,2017,Early-demographic dividend,EAR,0.5882352941176471,0.0,0.32248941725172686,0.36505438272705254,2.3283772768022586
312,2018,Early-demographic dividend,EAR,0.5882352941176471,0.0,0.29451972471550847,0.32812085101029137,2.161637296579538
313,2019,Early-demographic dividend,EAR,0.5882352941176471,0.0,0.2639343400627185,0.308166849501607,2.040604522747905
314,2020,Early-demographic dividend,EAR,0.5882352941176471,0.0,0.25343258404062036,0.290474206131013,1.966523080591927
315,2016,East Asia & Pacific,EAS,0.5294117647058824,0.0,0.30070763031342035,0.3455560055649441,2.1674950420275554
316,2017,East Asia & Pacific,EAS,0.5294117647058824,0.0,0.3023490422894236,0.3215886978665412,2.0988759428843533
317,2018,East Asia & Pacific,EAS,0.5294117647058824,0.0,0.25416942179119845,0.3183975088444741,1.9929431348217013
318,2019,East Asia & Pacific,EAS,0.5294117647058824,0.0,0.2309003175300875,0.3048182604842391,1.9056671812187744
319,2020,East Asia & Pacific,EAS,0.5294117647058824,0.0,0.20763121326897657,0.2912390121240041,1.818391227615848
320,2016,East Asia & Pacific (IDA & IBRD countries),TEA,0.5294117647058824,0.0,0.28074561944903736,0.3324865787612206,2.088362739887619
321,2017,East Asia & Pacific (IDA & IBRD countries),TEA,0.5294117647058824,0.0,0.2868787401499226,0.2955116155659467,1.9897040917035675
322,2018,East Asia & Pacific (IDA & IBRD countries),TEA,0.5294117647058824,0.0,0.23186404650530243,0.3086741666786569,1.919162357752458
323,2019,East Asia & Pacific (IDA & IBRD countries),TEA,0.5294117647058824,0.0,0.23935849690992006,0.3482387649168559,2.05284505327629
324,2020,East Asia & Pacific (IDA & IBRD countries),TEA,0.5294117647058824,0.0,0.22556278939688093,0.35348949363540094,2.041005824405847
325,2016,East Asia & Pacific (excluding high income),EAP,0.5294117647058824,0.0,0.28074561944903736,0.3324865787612206,2.088362739887619
326,2017,East Asia & Pacific (excluding high income),EAP,0.5294117647058824,0.0,0.2868787401499226,0.2955116155659467,1.9897040917035675
327,2018,East Asia & Pacific (excluding high income),EAP,0.5294117647058824,0.0,0.23186404650530243,0.3086741666786569,1.919162357752458
328,2019,East Asia & Pacific (excluding high income),EAP,0.5294117647058824,0.0,0.23935849690992006,0.296767960637375,1.8984326404378473
329,2020,East Asia & Pacific (excluding high income),EAP,0.5294117647058824,0.0,0.22556278939688093,0.2848617545960931,1.8351226072879236
330,2016,Ecuador,ECU,0.8823529411764706,0.7731897542777133,0.32286389540132193,0.2571996693284429,5.392438757075297
331,2017,Ecuador,ECU,0.8823529411764706,0.7765448323566717,0.3414768215598911,0.2539832333166487,5.433435613672886
332,2018,Ecuador,ECU,0.8823529411764706,0.7862162570254984,0.3420096377661424,0.2507667973048545,5.463537636725313
333,2019,Ecuador,ECU,0.8823529411764706,0.786609166388804,0.31271857938827347,0.24755036129306027,5.396877849387414
334,2020,Ecuador,ECU,0.8823529411764706,0.7866100665935468,0.3059449429605414,0.24433392528126607,5.3736848693155395
335,2016,"Egypt, Arab Rep.",EGY,0.7058823529411765,0.749662663276136,0.0,0.0,3.7045330060457204
336,2017,"Egypt, Arab Rep.",EGY,0.7058823529411765,0.749662663276136,0.0,0.0,3.7045330060457204
337,2018,"Egypt, Arab Rep.",EGY,0.7058823529411765,0.749662663276136,0.0,0.0,3.7045330060457204
338,2019,"Egypt, Arab Rep.",EGY,0.7058823529411765,0.749662663276136,0.0,0.0,3.7045330060457204
339,2020,"Egypt, Arab Rep.",EGY,0.7058823529411765,0.749662663276136,0.0,0.0,3.7045330060457204
340,2016,El Salvador,SLV,0.8823529411764706,0.7013920646111756,0.283085631493598,0.2977451766159515,5.1473279924562245
341,2017,El Salvador,SLV,0.8823529411764706,0.690290079575699,0.2756844301005054,0.286882468791063,5.055529526053466
342,2018,El Salvador,SLV,0.8823529411764706,0.6941371945635323,0.26684235944947887,0.28319600190093064,5.04217444403235
343,2019,El Salvador,SLV,0.8823529411764706,0.7083864754199701,0.2505176599336112,0.26673285137084085,5.017132716836096
344,2020,El Salvador,SLV,0.8823529411764706,0.7107179456895681,0.23966166941361564,0.2789643016302673,5.041440967652777
345,2016,Equatorial Guinea,GNQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
346,2017,Equatorial Guinea,GNQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
347,2018,Equatorial Guinea,GNQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
348,2019,Equatorial Guinea,GNQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
349,2020,Equatorial Guinea,GNQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
350,2016,Eritrea,ERI,0.47058823529411764,0.0,0.0,0.0,0.47058823529411764
351,2017,Eritrea,ERI,0.47058823529411764,0.0,0.0,0.0,0.47058823529411764
352,2018,Eritrea,ERI,0.47058823529411764,0.0,0.0,0.0,0.47058823529411764
353,2019,Eritrea,ERI,0.47058823529411764,0.0,0.0,0.0,0.47058823529411764
354,2020,Eritrea,ERI,0.47058823529411764,0.0,0.0,0.0,0.47058823529411764
355,2016,Estonia,EST,0.5294117647058824,0.7349008658529299,0.3784939443015625,0.2792928477685981,5.063881660026521
356,2017,Estonia,EST,0.5294117647058824,0.7287697513922575,0.36678934954782794,0.27166490415247174,4.993064181827983
357,2018,Estonia,EST,0.5294117647058824,0.7065838454298048,0.38770087707355955,0.28535541706320305,4.98721515176183
358,2019,Estonia,EST,0.5294117647058824,0.6924253352182423,0.39230434345955817,0.2883867017105055,4.948881897629485
359,2020,Estonia,EST,0.5294117647058824,0.6782668250066798,0.39690780984555657,0.291417986357808,4.910548643497139
360,2016,Eswatini,SWZ,0.4117647058823529,0.0,0.40071088741229005,0.0,1.213186480706933
361,2017,Eswatini,SWZ,0.4117647058823529,0.0,0.4542473592620984,0.0,1.3202594244065498
362,2018,Eswatini,SWZ,0.4117647058823529,0.0,0.42028439307614884,0.0,1.2523334920346505
363,2019,Eswatini,SWZ,0.4117647058823529,0.0,0.41779707053069365,0.0,1.2473588469437402
364,2020,Eswatini,SWZ,0.4117647058823529,0.0,0.3953581294894057,0.0,1.2024809648611643
365,2016,Ethiopia,ETH,0.47058823529411764,0.0,0.37457540381497656,0.4903352694574138,2.690744851296312
366,2017,Ethiopia,ETH,0.47058823529411764,0.0,0.4180908799043772,0.5648349198399463,3.001274754622711
367,2018,Ethiopia,ETH,0.47058823529411764,0.0,0.3751059968659859,0.5113902225937187,2.7549708968072455
368,2019,Ethiopia,ETH,0.47058823529411764,0.0,0.3753712933914906,0.5219176991618713,2.7870839195627126
369,2020,Ethiopia,ETH,0.47058823529411764,0.0,0.3756365899169953,0.5324451757300236,2.8191969423181793
370,2016,Euro area,EMU,0.5882352941176471,0.739061792214021,0.3564028035469699,0.2577047411997637,5.0304022936669615
371,2017,Euro area,EMU,0.5882352941176471,0.744233618494191,0.3613455834127489,0.23555307305343062,4.994520154080201
372,2018,Euro area,EMU,0.5882352941176471,0.7372207234813487,0.35563685598986094,0.2383956707417034,4.963578912247874
373,2019,Euro area,EMU,0.5882352941176471,0.7363001891150126,0.3552538822113065,0.2287411355126732,4.93016722153833
374,2020,Euro area,EMU,0.6470588235294118,0.7353796547486765,0.35487090843275204,0.21908660028364305,4.955579060240551
375,2016,Europe & Central Asia,ECS,0.5882352941176471,0.7432227185751129,0.358125642994721,0.26320235703051426,5.066984525499083
376,2017,Europe & Central Asia,ECS,0.5882352941176471,0.7447981969019037,0.3538000533698408,0.25498890676734715,5.039994908766984
377,2018,Europe & Central Asia,ECS,0.5882352941176471,0.734447822812821,0.3462086486949621,0.25029176782734186,4.96931918624088
378,2019,Europe & Central Asia,ECS,0.5882352941176471,0.730060374931675,0.34025015154508265,0.2438364732257556,4.920486516611779
379,2020,Europe & Central Asia,ECS,0.5882352941176471,0.725672927050529,0.33429165439520314,0.23738117862416944,4.871653846982677
380,2016,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.0,0.29321317990880275,0.26320235703051426,1.9642687250267956
381,2017,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.0,0.30275460932422366,0.2640052011440373,1.9857601161982066
382,2018,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.0,0.3415907670880709,0.2738139766847447,2.092858758348023
383,2019,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.0,0.2920046833058893,0.2791197865118599,2.0096040202650056
384,2020,Europe & Central Asia (IDA & IBRD countries),TEC,0.5882352941176471,0.0,0.29160185110491815,0.2844255963389752,2.024715785344409
385,2016,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.0,0.2857516621967131,0.2665376824884939,1.959351665976555
386,2017,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.0,0.30275460932422366,0.271252621318238,2.0075023767208084
387,2018,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.0,0.3320145611727982,0.2759517718896173,2.0801197321320952
388,2019,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.0,0.2920046833058893,0.2934444509737812,2.0525780136507694
389,2020,Europe & Central Asia (excluding high income),ECA,0.5882352941176471,0.0,0.29408902367561474,0.3024133738022103,2.0836534628755072
390,2016,European Union,EUU,0.5882352941176471,0.7432227185751129,0.35467996409921887,0.2562163676569668,5.039135199587436
391,2017,European Union,EUU,0.5882352941176471,0.7486376301426005,0.3418816122547656,0.23555307305343062,4.973208258357872
392,2018,European Union,EUU,0.5882352941176471,0.7362701072731983,0.342442553139233,0.23700447524990487,4.9292142552386204
393,2019,European Union,EUU,0.5882352941176471,0.732793801622241,0.33632384765924006,0.22739852904637392,4.874253783064212
394,2020,European Union,EUU,0.5882352941176471,0.7293174959712838,0.33020514217924707,0.21779258284284297,4.819293310889805
395,2016,Faroe Islands,FRO,0.5294117647058824,0.0,0.5713079513934979,0.34622736213680644,2.7107097539032976
396,2017,Faroe Islands,FRO,0.5294117647058824,0.0,0.6093086262446227,0.3675575633397703,2.8507017072144385
397,2018,Faroe Islands,FRO,0.5294117647058824,0.0,0.6473093010957476,0.37003532424693764,2.93413633963819
398,2019,Faroe Islands,FRO,0.5294117647058824,0.0,0.6853099759468724,0.3283686474205153,2.885137658861173
399,2020,Faroe Islands,FRO,0.5294117647058824,0.0,0.7233106507979972,0.32241574251508487,2.943280293847131
400,2016,Fiji,FJI,0.0,0.0,0.35787919035650273,0.3232180176823633,1.6854124337600953
401,2017,Fiji,FJI,0.0,0.0,0.3442097851154604,0.35831629136127574,1.763368444314748
402,2018,Fiji,FJI,0.0,0.0,0.3578651456614843,0.31820925875488426,1.6703580675876215
403,2019,Fiji,FJI,0.0,0.0,0.3750468185907441,0.3586680626982022,1.8260978252760949
404,2020,Fiji,FJI,0.0,0.0,0.3807693613354913,0.3492516365535626,1.8092936323316704
405,2016,Finland,FIN,0.5882352941176471,0.7016401610382271,0.5070452495371774,0.2623328446085067,5.19588497117043
406,2017,Finland,FIN,0.5882352941176471,0.7031494443096143,0.47089988595566507,0.252778123886745,5.100967214927669
407,2018,Finland,FIN,0.5882352941176471,0.7064348915517352,0.46395750145863646,0.25038647705801587,5.093049294415908
408,2019,Finland,FIN,0.5882352941176471,0.7088322568084894,0.44241362741936596,0.24441329328277042,5.0416314560386475
409,2020,Finland,FIN,0.5882352941176471,0.7112296220652433,0.42086975338009547,0.238440109507525,4.990213617661386
410,2016,Fragile and conflict affected situations,FCS,0.5294117647058824,0.0,0.2094898416273607,0.2737325868921132,1.7695892086369436
411,2017,Fragile and conflict affected situations,FCS,0.5294117647058824,0.0,0.20037432288160967,0.30901336023961434,1.8572004911879447
412,2018,Fragile and conflict affected situations,FCS,0.5294117647058824,0.0,0.23172344075831208,0.2806093893849436,1.8346868143773372
413,2019,Fragile and conflict affected situations,FCS,0.5294117647058824,0.0,0.2428402403237878,0.2840477906313588,1.8672356172475344
414,2020,Fragile and conflict affected situations,FCS,0.5294117647058824,0.0,0.25395703988926344,0.287486191877774,1.8997844201177312
415,2016,France,FRA,0.5882352941176471,0.7241268554119958,0.40628790170915524,0.20411737052226156,4.909670630750726
416,2017,France,FRA,0.5882352941176471,0.7237526703073353,0.40344388625603794,0.2056599666743805,4.9071136478822055
417,2018,France,FRA,0.5882352941176471,0.7233784852026746,0.40059987080292064,0.20720256282649943,4.9045566650136845
418,2019,France,FRA,0.5882352941176471,0.7230043000980139,0.3977558553498033,0.20874515897861834,4.9019996821451635
419,2020,France,FRA,0.7647058823529411,0.7226301149933533,0.394911839896686,0.21028775513073727,5.075913287511939
420,2016,French Polynesia,PYF,0.0,0.0,0.0,0.0,0.0
421,2017,French Polynesia,PYF,0.0,0.0,0.0,0.0,0.0
422,2018,French Polynesia,PYF,0.0,0.0,0.0,0.0,0.0
423,2019,French Polynesia,PYF,0.0,0.0,0.0,0.0,0.0
424,2020,French Polynesia,PYF,0.0,0.0,0.0,0.0,0.0
425,2016,Gabon,GAB,0.5882352941176471,0.0,0.20499294554024788,0.21902366060503242,1.6552921670132403
426,2017,Gabon,GAB,0.5882352941176471,0.0,0.2461994808262037,0.34214992757720647,2.107084038501674
427,2018,Gabon,GAB,0.5882352941176471,0.0,0.2170897507532434,0.31310144222184316,1.9617191222896633
428,2019,Gabon,GAB,0.5882352941176471,0.0,0.20483234904017192,0.3016877505954227,1.9029632439842588
429,2020,Gabon,GAB,0.5882352941176471,0.0,0.20477881687347996,0.3201419894766077,1.9582188962944302
430,2016,"Gambia, The",GMB,0.5294117647058824,0.0,0.1498172848696782,0.22068876307590854,1.4911126236729644
431,2017,"Gambia, The",GMB,0.5294117647058824,0.0,0.18199154622282065,0.22953609057689256,1.5820031288822012
432,2018,"Gambia, The",GMB,0.5294117647058824,0.0,0.17505360803627593,0.23838341807787658,1.5946692350120641
433,2019,"Gambia, The",GMB,0.5294117647058824,0.0,0.21278563398494357,0.2472307455788606,1.6966752694123515
434,2020,"Gambia, The",GMB,0.5294117647058824,0.0,0.23377508369003205,0.2560780730798446,1.7651961513254801
435,2016,Georgia,GEO,0.5294117647058824,0.0,0.2659631721277593,0.26987300794647356,1.8709571328008217
436,2017,Georgia,GEO,0.5294117647058824,0.0,0.26452452602506643,0.27599139493184294,1.8864350015515439
437,2018,Georgia,GEO,0.5294117647058824,0.0,0.26057489665327616,0.2759517718896173,1.8784168736812865
438,2019,Georgia,GEO,0.5294117647058824,0.0,0.281857161781689,0.24598799425884518,1.831090071045796
439,2020,Georgia,GEO,0.5294117647058824,0.0,0.2841135584874384,0.23802632302963572,1.811717850769666
440,2016,Germany,DEU,0.7647058823529411,0.7432227185751129,0.358125642994721,0.23246595039585313,5.151245893830394
441,2017,Germany,DEU,0.7647058823529411,0.7428521943030728,0.3613455834127489,0.23538815991973627,5.164970306149939
442,2018,Germany,DEU,0.7647058823529411,0.7367392039645504,0.3694861074323185,0.23927637921307737,5.168464050715012
443,2019,Germany,DEU,0.7647058823529411,0.7334974466592693,0.3751663396511173,0.24268159362168948,5.177073129157321
444,2020,Germany,DEU,0.7647058823529411,0.730255689353988,0.38084657186991605,0.24608680803030164,5.18568220759963
445,2016,Ghana,GHA,0.6470588235294118,0.0,0.3351553325624981,0.4707324297003928,2.7295667777555863
446,2017,Ghana,GHA,0.6470588235294118,0.0,0.2684430665116525,0.42821133784702864,2.4685789700938026
447,2018,Ghana,GHA,0.6470588235294118,0.0,0.2963243268727031,0.3962628115519175,2.4284959119305705
448,2019,Ghana,GHA,0.6470588235294118,0.0,0.2769088240278056,0.35902800247767985,2.2779604790180628
449,2020,Ghana,GHA,0.6470588235294118,0.0,0.2574933211829081,0.3217931934034422,2.1274250461055546
450,2016,Gibraltar,GIB,0.5882352941176471,0.7866109067846395,0.0,0.0,3.7346789212562053
451,2017,Gibraltar,GIB,0.5882352941176471,0.7866109067846395,0.0,0.0,3.7346789212562053
452,2018,Gibraltar,GIB,0.5882352941176471,0.7866109067846395,0.0,0.0,3.7346789212562053
453,2019,Gibraltar,GIB,0.5882352941176471,0.7866109067846395,0.0,0.0,3.7346789212562053
454,2020,Gibraltar,GIB,0.5882352941176471,0.7866109067846395,0.0,0.0,3.7346789212562053
455,2016,Greece,GRC,0.5882352941176471,0.7624050614071672,0.24795042730808084,0.14791709388434024,4.5775076760154985
456,2017,Greece,GRC,0.5882352941176471,0.7677375742338844,0.25695976392490905,0.15306454361936164,4.6322987497610875
457,2018,Greece,GRC,0.5882352941176471,0.7665801509895416,0.2659691005417372,0.15821199335438302,4.661130079222437
458,2019,Greece,GRC,0.5882352941176471,0.7686676957807288,0.27497843715856535,0.1633594430894044,4.702941280825906
459,2020,Greece,GRC,0.5882352941176471,0.770755240571916,0.2839877737753935,0.1685068928244258,4.744752482429375
460,2016,Greenland,GRL,0.5882352941176471,0.0,0.8204261527465754,0.0,2.2290875996107977
461,2017,Greenland,GRL,0.5882352941176471,0.0,0.8161649640473434,0.0,2.220565222212334
462,2018,Greenland,GRL,0.5882352941176471,0.0,0.781503433081018,0.0,2.151242160279683
463,2019,Greenland,GRL,0.5882352941176471,0.0,0.7620420732482394,0.0,2.112319440614126
464,2020,Greenland,GRL,0.5882352941176471,0.0,0.7425807134154607,0.0,2.0733967209485686
465,2016,Grenada,GRD,0.7058823529411765,0.0,0.2068467570622769,0.2991688833218869,2.0170825170313913
466,2017,Grenada,GRD,0.7058823529411765,0.0,0.23487603368778914,0.2991688833218869,2.0731410702824156
467,2018,Grenada,GRD,0.7058823529411765,0.0,0.2629053103133014,0.2991688833218869,2.1291996235334403
468,2019,Grenada,GRD,0.7058823529411765,0.0,0.29093458693881363,0.2991688833218869,2.1852581767844645
469,2020,Grenada,GRD,0.7058823529411765,0.0,0.3189638635643259,0.2991688833218869,2.2413167300354893
470,2016,Guam,GUM,0.0,0.0,0.0,0.0,0.0
471,2017,Guam,GUM,0.0,0.0,0.0,0.0,0.0
472,2018,Guam,GUM,0.0,0.0,0.0,0.0,0.0
473,2019,Guam,GUM,0.0,0.0,0.0,0.0,0.0
474,2020,Guam,GUM,0.0,0.0,0.0,0.0,0.0
475,2016,Guatemala,GTM,0.9411764705882353,0.7410192574199085,0.21792452790239805,0.49931364763062075,5.839043498964529
476,2017,Guatemala,GTM,0.9411764705882353,0.7163160789289916,0.21832118467214204,0.49192669338926115,5.718863235816269
477,2018,Guatemala,GTM,0.9411764705882353,0.6739253775878792,0.23215635613140187,0.5060207517454268,5.619252948438837
478,2019,Guatemala,GTM,0.9411764705882353,0.7129280683598687,0.23676167514676877,0.5061451884175242,5.78484765957382
479,2020,Guatemala,GTM,0.9411764705882353,0.724900011258561,0.24419470647681338,0.45044539144192813,5.68050210290189
480,2016,Guinea,GIN,0.35294117647058826,0.7039539872948706,0.18830490129508315,0.3359799899979268,4.553306898234017
481,2017,Guinea,GIN,0.35294117647058826,0.7039539872948706,0.1717159991872428,0.28501323653444516,4.367228833627892
482,2018,Guinea,GIN,0.35294117647058826,0.7039539872948706,0.17645082581748062,0.3168309458316841,4.472151614780084
483,2019,Guinea,GIN,0.35294117647058826,0.7770743777964866,0.13678801600756454,0.2643154190854001,4.527760976927864
484,2020,Guinea,GIN,0.35294117647058826,0.775771961574941,0.16277106349606588,0.26187368466739497,4.567192203764669
485,2016,Guinea-Bissau,GNB,0.5294117647058824,0.0,0.17021074664774616,0.21306549294681448,1.5090297368418182
486,2017,Guinea-Bissau,GNB,0.5294117647058824,0.0,0.1628102863064014,0.31959823942022175,1.8138270555793503
487,2018,Guinea-Bissau,GNB,0.5294117647058824,0.0,0.15821237780850655,0.42613098589362897,2.124229478003782
488,2019,Guinea-Bissau,GNB,0.5294117647058824,0.0,0.21815245424693558,0.5326637323670362,2.563707870300862
489,2020,Guinea-Bissau,GNB,0.5294117647058824,0.0,0.23413302344666542,0.6391964788404435,2.9152672481205437
