,Year,Country Name,Country Code,"Compulsory education, duration (years)","Current education expenditure, secondary (% of total expenditure in secondary public institutions)","Government expenditure on education, total (% of GDP)","Government expenditure on education, total (% of government expenditure)",Weighted World Education
490,2016,Guyana,GUY,0.35294117647058826,0.0,0.3506156481475009,0.39880555424833536,2.2505891355105963
491,2017,Guyana,GUY,0.35294117647058826,0.0,0.34521553348915196,0.37575656643215594,2.1706419427453603
492,2018,Guyana,GUY,0.35294117647058826,0.0,0.329363730852546,0.3410362559370554,2.0347774059868464
493,2019,Guyana,GUY,0.35294117647058826,0.0,0.31873777220506855,0.31215160678141546,1.9268715412249717
494,2020,Guyana,GUY,0.35294117647058826,0.0,0.3081118135575911,0.2832669576257754,1.8189656764630968
495,2016,Haiti,HTI,0.35294117647058826,0.0,0.10529014963669736,0.2792694193749133,1.401329733868723
496,2017,Haiti,HTI,0.35294117647058826,0.0,0.11775549576326617,0.32379242987757795,1.5598294576298546
497,2018,Haiti,HTI,0.35294117647058826,0.0,0.12448326638107242,0.31201609597700675,1.5379559971637533
498,2019,Haiti,HTI,0.35294117647058826,0.0,0.13407982475325994,0.3283894342780534,1.6062691288112685
499,2020,Haiti,HTI,0.35294117647058826,0.0,0.14367638312544748,0.3447627725791002,1.6745822604587839
500,2016,Heavily indebted poor countries (HIPC),HPC,0.5,0.0,0.2290281826214049,0.31941266134604546,1.916294349280946
501,2017,Heavily indebted poor countries (HIPC),HPC,0.5,0.0,0.2684430665116525,0.33904707761979386,2.0540273658826864
502,2018,Heavily indebted poor countries (HIPC),HPC,0.5,0.0,0.24502502849343963,0.3580004042769478,2.064051269817723
503,2019,Heavily indebted poor countries (HIPC),HPC,0.5,0.0,0.254478387437521,0.3108676576572408,1.9415597478467643
504,2020,Heavily indebted poor countries (HIPC),HPC,0.5,0.0,0.262961789042893,0.2840704113245659,1.8781348120594838
505,2016,High income,HIC,0.5882352941176471,0.7432227185751129,0.3645810506292902,0.27471150970943325,5.114422798804979
506,2017,High income,HIC,0.5882352941176471,0.744233618494191,0.3613455834127489,0.252778123886745,5.0461953065801435
507,2018,High income,HIC,0.5882352941176471,0.7339249838983386,0.36251115194659084,0.25041512756547046,5.000202916300594
508,2019,High income,HIC,0.5882352941176471,0.7292761165599515,0.36147620260524116,0.2382669364934891,4.943092975048403
509,2020,High income,HIC,0.5882352941176471,0.7246272492215643,0.3604412532638915,0.22611874542150773,4.88598303379621
510,2016,Honduras,HND,0.7058823529411765,0.0,0.3818359818169894,0.383718400217436,2.6207095172274633
511,2017,Honduras,HND,0.7058823529411765,0.0,0.36536254262900164,0.4191098234502906,2.6939369085500515
512,2018,Honduras,HND,0.7058823529411765,0.0,0.44820708175868607,0.4933554799724028,3.082362956375757
513,2019,Honduras,HND,0.7058823529411765,0.0,0.3635738554402831,0.42863963245422265,2.7189489611844104
514,2020,Honduras,HND,0.7058823529411765,0.0,0.357486479981381,0.5167854585792114,2.971211688641573
515,2016,"Hong Kong SAR, China",HKG,0.5294117647058824,0.0,0.2436714886550974,0.38622298287626244,2.1754236906448643
516,2017,"Hong Kong SAR, China",HKG,0.5294117647058824,0.0,0.2449628771891635,0.380136111449093,2.1597458534314886
517,2018,"Hong Kong SAR, China",HKG,0.5294117647058824,0.0,0.2461780256137126,0.4003040367467767,2.2226799261736376
518,2019,"Hong Kong SAR, China",HKG,0.5294117647058824,0.0,0.28200221383916246,0.43282146865020965,2.3918805983348363
519,2020,"Hong Kong SAR, China",HKG,0.5294117647058824,0.0,0.3260897642333278,0.4393636189923043,2.499682150149451
520,2016,Hungary,HUN,0.7647058823529411,0.7611034253630652,0.34193786161119705,0.21014051996972935,5.123416866936784
521,2017,Hungary,HUN,0.7647058823529411,0.7520987373368203,0.3418816122547656,0.21169356034938866,5.091944737257919
522,2018,Hungary,HUN,0.7647058823529411,0.7280227614968754,0.342442553139233,0.21466433349938427,5.005675035117061
523,2019,Hungary,HUN,0.7647058823529411,0.7114824295637804,0.34269489890325094,0.21692624026421173,4.9468041192072
524,2020,Hungary,HUN,0.7647058823529411,0.6949420976306855,0.34294724466726895,0.2191881470290392,4.887933203297338
525,2016,IBRD only,IBD,0.5882352941176471,0.0,0.29321317990880275,0.31577765361203197,2.1219946147713484
526,2017,IBRD only,IBD,0.5882352941176471,0.0,0.2966421763179486,0.30893984425665566,2.108339179523511
527,2018,IBRD only,IBD,0.5882352941176471,0.0,0.308410775005327,0.3006488344282713,2.107003347413115
528,2019,IBRD only,IBD,0.5882352941176471,0.0,0.2873497932218606,0.30144474958928197,2.067269129329214
529,2020,IBRD only,IBD,0.5882352941176471,0.0,0.2853953309928799,0.2966671149150319,2.0490273008485027
530,2016,IDA & IBRD total,IBT,0.5294117647058824,0.0,0.28263901548522935,0.3180469058793036,2.0488305133142517
531,2017,IDA & IBRD total,IBT,0.5294117647058824,0.0,0.28957806524939467,0.32668895554229627,2.0886347618315604
532,2018,IDA & IBRD total,IBT,0.5294117647058824,0.0,0.28110045972733116,0.3168309458316841,2.042105521655597
533,2019,IDA & IBRD total,IBT,0.5294117647058824,0.0,0.271093914475994,0.30144474958928197,1.9759338424257162
534,2020,IDA & IBRD total,IBT,0.5294117647058824,0.0,0.26724554747291557,0.2959106974926081,1.9516349521295377
535,2016,IDA blend,IDB,0.5588235294117647,0.0,0.3968626409771546,0.2957154100797932,2.2396950416054535
536,2017,IDA blend,IDB,0.5588235294117647,0.0,0.35982219274953586,0.33420963247129026,2.2810968123247073
537,2018,IDA blend,IDB,0.5588235294117647,0.0,0.26547548950173144,0.3320156944635112,2.085821591805761
538,2019,IDA blend,IDB,0.5588235294117647,0.0,0.2884702193534344,0.35016583665537016,2.1862614780847442
539,2020,IDA blend,IDB,0.5588235294117647,0.0,0.2523394121455277,0.3683159788472291,2.1684502902445075
540,2016,IDA only,IDX,0.5294117647058824,0.0,0.24168112952659976,0.32699502830385807,1.9937591086706559
541,2017,IDA only,IDX,0.5294117647058824,0.0,0.27715379456252903,0.34445359093268924,2.1170801266290082
542,2018,IDA only,IDX,0.5294117647058824,0.0,0.25936899373147815,0.3385295397298019,2.0637383713582444
543,2019,IDA only,IDX,0.5294117647058824,0.0,0.2546319527680431,0.34429679544277375,2.0715660565702896
544,2020,IDA only,IDX,0.5294117647058824,0.0,0.2589488938485242,0.3500640511557457,2.097501705870168
545,2016,IDA total,IDA,0.5294117647058824,0.0,0.25990293915944007,0.320950787206221,2.0120700046434257
546,2017,IDA total,IDA,0.5294117647058824,0.0,0.2793787406792453,0.33904707761979386,2.1053104789237547
547,2018,IDA total,IDA,0.5294117647058824,0.0,0.26364535634743613,0.33852740618137483,2.0722846959448793
548,2019,IDA total,IDA,0.5294117647058824,0.0,0.2547855180985652,0.3473157156689518,2.080929947909868
549,2020,IDA total,IDA,0.5294117647058824,0.0,0.2530797110782736,0.35610402515652867,2.1038832623320154
550,2016,Iceland,ISL,0.5882352941176471,0.7576593020316548,0.5500175346958659,0.34036487904568674,5.740002208773058
551,2017,Iceland,ISL,0.5882352941176471,0.7571098770704415,0.5612410810011198,0.3631637540276324,5.82864822648455
552,2018,Iceland,ISL,0.5882352941176471,0.7506458668959675,0.5605158383578405,0.36683825272706105,5.812365196598381
553,2019,Iceland,ISL,0.5882352941176471,0.7471391493281239,0.5657649901888278,0.3800749395677482,5.848546690511043
554,2020,Iceland,ISL,0.5882352941176471,0.7436324317602802,0.571014142019815,0.39331162640843537,5.884728184423703
555,2016,India,IND,0.47058823529411764,0.0,0.2553886460003563,0.2717341327190678,1.7965679254520337
556,2017,India,IND,0.47058823529411764,0.0,0.2553886460003563,0.2717341327190678,1.7965679254520337
557,2018,India,IND,0.47058823529411764,0.0,0.2553886460003563,0.2717341327190678,1.7965679254520337
558,2019,India,IND,0.47058823529411764,0.0,0.2553886460003563,0.2717341327190678,1.7965679254520337
559,2020,India,IND,0.47058823529411764,0.0,0.2553886460003563,0.2717341327190678,1.7965679254520337
560,2016,Indonesia,IDN,0.5294117647058824,0.0,0.259016358964337,0.44911604853501824,2.394792628239611
561,2017,Indonesia,IDN,0.5294117647058824,0.0,0.19759100309540828,0.34325872253523826,1.9543699385024134
562,2018,Indonesia,IDN,0.5294117647058824,0.0,0.2220140219694317,0.42613098589362897,2.2518327663256326
563,2019,Indonesia,IDN,0.5294117647058824,0.0,0.21031018591153344,0.38806114660387564,2.114215576340576
564,2020,Indonesia,IDN,0.5294117647058824,0.0,0.19407479489393228,0.3677095126268281,2.0206898923742314
565,2016,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.7546887464084839,0.24908197803790805,0.41431502895083,5.289275793268124
566,2017,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.7787513992182383,0.2805073183800382,0.4326339602226933,5.503333879006991
567,2018,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.7680130368851095,0.2927151225583139,0.4505491428540331,5.5385415859250475
568,2019,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.7522283668197499,0.271093914475994,0.45268236616941576,5.438560159445117
569,2020,"Iran, Islamic Rep.",IRN,0.5294117647058824,0.751408240290172,0.2784312266220227,0.465471478575611,5.4883216148374485
570,2016,Iraq,IRQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
571,2017,Iraq,IRQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
572,2018,Iraq,IRQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
573,2019,Iraq,IRQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
574,2020,Iraq,IRQ,0.35294117647058826,0.0,0.0,0.0,0.35294117647058826
575,2016,Ireland,IRL,0.5882352941176471,0.7144003232095114,0.2761662019566447,0.28146634435049067,4.842568023920454
576,2017,Ireland,IRL,0.5882352941176471,0.7439059739747212,0.25671110577553813,0.28128287950523295,4.921130040083307
577,2018,Ireland,IRL,0.5882352941176471,0.7377022429981477,0.2503644739510073,0.2813092948667161,4.8837010986124
578,2019,Ireland,IRL,0.5882352941176471,0.7493532028924658,0.2374636099481886,0.2812307701248287,4.904267635958373
579,2020,Ireland,IRL,0.5882352941176471,0.761004162786784,0.2245627459453699,0.2811522453829414,4.924834173304347
580,2016,Isle of Man,IMN,0.0,0.0,0.0,0.0,0.0
581,2017,Isle of Man,IMN,0.0,0.0,0.0,0.0,0.0
582,2018,Isle of Man,IMN,0.0,0.0,0.0,0.0,0.0
583,2019,Isle of Man,IMN,0.0,0.0,0.0,0.0,0.0
584,2020,Isle of Man,IMN,0.0,0.0,0.0,0.0,0.0
585,2016,Israel,ISR,0.8823529411764706,0.7167974484116671,0.4339093705005362,0.3289006731203057,5.6040634951851285
586,2017,Israel,ISR,0.8823529411764706,0.7128036600644457,0.45163052910177226,0.3345358418661049,5.640436165236112
587,2018,Israel,ISR,0.8823529411764706,0.7033281049441888,0.45623140180665533,0.3307036434586194,5.6002390949423955
588,2019,Israel,ISR,0.8823529411764706,0.6965934332104498,0.4673924174597149,0.3316051286277763,5.598326894821028
589,2020,Israel,ISR,0.8823529411764706,0.6898587614767107,0.47855343311277454,0.33250661379693314,5.5964146946996625
590,2016,Italy,ITA,0.7058823529411765,0.7760443035163921,0.2823862903732928,0.16565628924967166,4.871801015502346
591,2017,Italy,ITA,0.7058823529411765,0.7760443035163921,0.29934446562440886,0.17674166841211295,4.938973503491901
592,2018,Italy,ITA,0.7058823529411765,0.7760443035163921,0.31494318144524946,0.18740687061113898,5.002166541730661
593,2019,Italy,ITA,0.7058823529411765,0.7760443035163921,0.3312216269812278,0.19828216129187268,5.067349304844819
594,2020,Italy,ITA,0.7058823529411765,0.7760443035163921,0.34750007251720605,0.20915745197260635,5.1325320679589765
595,2016,Jamaica,JAM,0.35294117647058826,0.7705124253460213,0.3933059807604615,0.4079164562581528,5.445352208150054
596,2017,Jamaica,JAM,0.35294117647058826,0.7655441953717962,0.3892771647162538,0.39209463006586825,5.369956177587885
597,2018,Jamaica,JAM,0.35294117647058826,0.7686390992767398,0.4006472275383859,0.3959609042896695,5.416674741523328
598,2019,Jamaica,JAM,0.35294117647058826,0.771870234166059,0.382133496449409,0.36890137373697013,5.311393227244553
599,2020,Jamaica,JAM,0.35294117647058826,0.7723228371060717,0.3998753692113891,0.35589634622990923,5.309672302007381
600,2016,Japan,JPN,0.5294117647058824,0.7035540563345735,0.0,0.0,3.343627990044176
601,2017,Japan,JPN,0.5294117647058824,0.704968698080692,0.0,0.0,3.34928655702865
602,2018,Japan,JPN,0.5294117647058824,0.7090403241313205,0.0,0.0,3.365573061231164
603,2019,Japan,JPN,0.5294117647058824,0.711783458029694,0.0,0.0,3.3765455968246583
604,2020,Japan,JPN,0.5294117647058824,0.7145265919280676,0.0,0.0,3.3875181324181525
605,2016,Jordan,JOR,0.5882352941176471,0.7229211211798017,0.2555248230809529,0.2588779794800595,4.767603363438938
606,2017,Jordan,JOR,0.5882352941176471,0.7304507937285261,0.23892704599623504,0.23854918463094216,4.703540114917048
607,2018,Jordan,JOR,0.5882352941176471,0.7278474016130235,0.22088989940116652,0.20934367011131155,4.569435709706009
608,2019,Jordan,JOR,0.5882352941176471,0.6888214255450267,0.22116075381477562,0.21007724501922156,4.41607423898497
609,2020,Jordan,JOR,0.5882352941176471,0.6774548603334349,0.20970606405938322,0.1938103335322756,4.29889786416698
610,2016,Kazakhstan,KAZ,0.5294117647058824,0.7527759913714783,0.22039332415417254,0.29496999905798776,4.866212375674104
611,2017,Kazakhstan,KAZ,0.5294117647058824,0.7527759913714783,0.20357353149480498,0.24331888453699244,4.677619446792383
612,2018,Kazakhstan,KAZ,0.5294117647058824,0.7527759913714783,0.19359253488465777,0.2957387470356887,4.814917041068177
613,2019,Kazakhstan,KAZ,0.5294117647058824,0.7527759913714783,0.21142913876165706,0.30062540603458654,4.865250225818869
614,2020,Kazakhstan,KAZ,0.5294117647058824,0.7527759913714783,0.2084410769641519,0.30251054169345276,4.864929509200458
615,2016,Kenya,KEN,0.7058823529411765,0.0,0.3968626409771546,0.36976600947685623,2.6089056633260546
616,2017,Kenya,KEN,0.7058823529411765,0.0,0.39715941455782716,0.3773112933310484,2.632135062049976
617,2018,Kenya,KEN,0.7058823529411765,0.0,0.3926873084160679,0.40557422647490693,2.707979649198033
618,2019,Kenya,KEN,0.7058823529411765,0.0,0.3681281124614486,0.4234783349739323,2.7125735827858706
619,2020,Kenya,KEN,0.7058823529411765,0.0,0.3759415150668876,0.44138244347295763,2.7819127134938246
620,2016,Kiribati,KIR,0.5294117647058824,0.0,0.7469728212566916,0.27459987432790234,2.8471570302029727
621,2017,Kiribati,KIR,0.5294117647058824,0.0,0.8039246241685472,0.2673733222892748,2.939380979910801
622,2018,Kiribati,KIR,0.5294117647058824,0.0,0.8857094240115305,0.3225751897009026,3.2685561818316513
623,2019,Kiribati,KIR,0.5294117647058824,0.0,0.9172627722209468,0.26408743419628694,3.1561996117366364
624,2020,Kiribati,KIR,0.5294117647058824,0.0,0.9740260892090318,0.4299152505797782,3.7672096948632805
625,2016,"Korea, Dem. People's Rep.",PRK,0.7058823529411765,0.0,0.0,0.0,0.7058823529411765
626,2017,"Korea, Dem. People's Rep.",PRK,0.7058823529411765,0.0,0.0,0.0,0.7058823529411765
627,2018,"Korea, Dem. People's Rep.",PRK,0.7058823529411765,0.0,0.0,0.0,0.7058823529411765
628,2019,"Korea, Dem. People's Rep.",PRK,0.7058823529411765,0.0,0.0,0.0,0.7058823529411765
629,2020,"Korea, Dem. People's Rep.",PRK,0.7058823529411765,0.0,0.0,0.0,0.7058823529411765
630,2016,"Korea, Rep.",KOR,0.5294117647058824,0.679930283343644,0.3206696411778032,0.0,3.8904721804360647
631,2017,"Korea, Rep.",KOR,0.5294117647058824,0.6772587757359536,0.32030998406315286,0.0,3.8790668357760025
632,2018,"Korea, Rep.",KOR,0.5294117647058824,0.6745872681282632,0.32991874332303545,0.0,3.887598323865006
633,2019,"Korea, Rep.",KOR,0.5294117647058824,0.6719157605205729,0.33454329439565156,0.0,3.886161395579477
634,2020,"Korea, Rep.",KOR,0.5294117647058824,0.6692442529128825,0.3391678454682676,0.0,3.8847244672939474
635,2016,Kosovo,XKX,0.0,0.0,0.0,0.0,0.0
636,2017,Kosovo,XKX,0.0,0.0,0.0,0.0,0.0
637,2018,Kosovo,XKX,0.0,0.0,0.0,0.0,0.0
638,2019,Kosovo,XKX,0.0,0.0,0.0,0.0,0.0
639,2020,Kosovo,XKX,0.0,0.0,0.0,0.0,0.0
640,2016,Kuwait,KWT,0.5294117647058824,0.0,0.432757881949892,0.22404603360342804,2.0670656294159504
641,2017,Kuwait,KWT,0.5294117647058824,0.0,0.47107600925425425,0.23730829254598448,2.183488660852344
642,2018,Kuwait,KWT,0.5294117647058824,0.0,0.47282845548371544,0.25044377807292517,2.226400009892089
643,2019,Kuwait,KWT,0.5294117647058824,0.0,0.4804701811010491,0.27328418613092803,2.3102046853007647
644,2020,Kuwait,KWT,0.5294117647058824,0.0,0.4848238601159669,0.2538178934732677,2.260513165357619
645,2016,Kyrgyz Republic,KGZ,0.5882352941176471,0.0,0.487405896132352,0.36052640369808725,2.644626297476613
646,2017,Kyrgyz Republic,KGZ,0.5882352941176471,0.0,0.4459662118514499,0.3468309734662176,2.5206606382191996
647,2018,Kyrgyz Republic,KGZ,0.5882352941176471,0.0,0.4109235332698001,0.35786267864607385,2.483670396595469
648,2019,Kyrgyz Republic,KGZ,0.5882352941176471,0.0,0.39716456663187943,0.35097745371683303,2.435496788531905
649,2020,Kyrgyz Republic,KGZ,0.5882352941176471,0.0,0.3670841234650552,0.34779447038974826,2.3657869522170025
650,2016,Lao PDR,LAO,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
651,2017,Lao PDR,LAO,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
652,2018,Lao PDR,LAO,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
653,2019,Lao PDR,LAO,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
654,2020,Lao PDR,LAO,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
655,2016,Late-demographic dividend,LTE,0.5882352941176471,0.7537315286988876,0.3242041051302589,0.28558532214590104,5.108325585611418
656,2017,Late-demographic dividend,LTE,0.5882352941176471,0.7456149226580099,0.31299869694872295,0.27599139493184294,5.024666563442661
657,2018,Late-demographic dividend,LTE,0.5882352941176471,0.7374983166171322,0.32925419634667136,0.2786305333781667,5.0326285534140185
658,2019,Late-demographic dividend,LTE,0.5882352941176471,0.7293817105762544,0.3006047829173599,0.2989217168164345,5.003736852706687
659,2020,Late-demographic dividend,LTE,0.5882352941176471,0.7212651045353768,0.29273834217972694,0.30336718170661225,4.968873941738445
660,2016,Latin America & Caribbean,LCN,0.7647058823529411,0.7590719633273392,0.32286389540132193,0.3628111089518241,5.535154853320414
661,2017,Latin America & Caribbean,LCN,0.7647058823529411,0.7473238713412986,0.32723126622947457,0.3745115901259226,5.531998670554853
662,2018,Latin America & Caribbean,LCN,0.7647058823529411,0.7638759359428716,0.3148476916343939,0.3440658134261091,5.482102449671543
663,2019,Latin America & Caribbean,LCN,0.7647058823529411,0.7662779222506377,0.2991838691243329,0.3112607791946439,5.36196764718809
664,2020,Latin America & Caribbean,LCN,0.7647058823529411,0.7686799085584041,0.29129052703200325,0.2940773359422505,5.304238578477316
665,2016,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.7477705829413845,0.32286389540132193,0.38148768389866794,5.575390821323009
666,2017,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.7318199751351452,0.3284294057520148,0.3745115901259226,5.501791129481202
667,2018,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.7638759359428716,0.3027871538467889,0.3486412994667282,5.501119596924073
668,2019,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.7446996544894176,0.2991838691243329,0.33505156116005674,5.37643868674533
669,2020,Latin America & Caribbean (excluding high income),LAC,0.7941176470588235,0.7436760116720953,0.29129052703200325,0.3400269656137829,5.37148364465256
670,2016,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.7590719633273392,0.32286389540132193,0.3628111089518241,5.593978382732178
671,2017,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.7473238713412986,0.32723126622947457,0.3745115901259226,5.590822199966618
672,2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.7638759359428716,0.3148476916343939,0.3440658134261091,5.540925979083307
673,2019,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.7662779222506377,0.2991838691243329,0.3112607791946439,5.420791176599854
674,2020,Latin America & the Caribbean (IDA & IBRD countries),TLA,0.8235294117647058,0.7686799085584041,0.29129052703200325,0.3400269656137829,5.500910996903677
675,2016,Latvia,LVA,0.6470588235294118,0.7143344882360048,0.34482701064453775,0.27471150970943325,5.018185326890807
676,2017,Latvia,LVA,0.6470588235294118,0.697400076673439,0.3234226131305474,0.25498890676734715,4.848471076786304
677,2018,Latvia,LVA,0.6470588235294118,0.6470491648620563,0.3141624304972857,0.23751496227032934,4.576125230783196
678,2019,Latvia,LVA,0.6470588235294118,0.6134065031750822,0.2988301404236597,0.21891668855077742,4.355095182729392
679,2020,Latvia,LVA,0.6470588235294118,0.5797638414881079,0.28349785035003366,0.20031841483122548,4.134065134675587
680,2016,Least developed countries: UN classification,LDC,0.47058823529411764,0.0,0.21720593708075445,0.2792694193749133,1.7428083675803663
681,2017,Least developed countries: UN classification,LDC,0.47058823529411764,0.0,0.2556454468969024,0.32082666548651034,1.9443591255474533
682,2018,Least developed countries: UN classification,LDC,0.47058823529411764,0.0,0.2435393873591111,0.31201609597700675,1.89371529794336
683,2019,Least developed countries: UN classification,LDC,0.47058823529411764,0.0,0.22863669556980248,0.3283894342780534,1.913029929267883
684,2020,Least developed countries: UN classification,LDC,0.47058823529411764,0.0,0.23244694839948515,0.3447627725791002,1.9697704498303885
685,2016,Lebanon,LBN,0.5882352941176471,0.0,0.15718074555593006,0.1523196710645402,1.359555798423128
686,2017,Lebanon,LBN,0.5882352941176471,0.0,0.15784753333162532,0.152289415315887,1.3607986067285587
687,2018,Lebanon,LBN,0.5882352941176471,0.0,0.18682258607157248,0.17146339151946635,1.476270640819191
688,2019,Lebanon,LBN,0.5882352941176471,0.0,0.19182159764969436,0.1735194819793189,1.4924369353549927
689,2020,Lebanon,LBN,0.5882352941176471,0.0,0.20336854834761578,0.21089839701020427,1.6276675818434914
690,2016,Lesotho,LSO,0.4117647058823529,0.7582934062523188,0.5743317601157618,0.29824139934117727,5.488326049146684
691,2017,Lesotho,LSO,0.4117647058823529,0.7582934062523188,0.6036479789648578,0.322055091552799,5.618399563479741
692,2018,Lesotho,LSO,0.4117647058823529,0.7582934062523188,0.5391506812982741,0.30105727687533546,5.426411524114183
693,2019,Lesotho,LSO,0.4117647058823529,0.7582934062523188,0.5772475517238238,0.2798798580592901,5.439073008517147
694,2020,Lesotho,LSO,0.4117647058823529,0.7582934062523188,0.5457852117266,0.2938433026126748,5.418038662182853
695,2016,Liberia,LBR,0.35294117647058826,0.0,0.1589716558998905,0.18187462017758146,1.2165083488031136
696,2017,Liberia,LBR,0.35294117647058826,0.0,0.204347630621133,0.17773795424973216,1.2948503004620509
697,2018,Liberia,LBR,0.35294117647058826,0.0,0.19123696075340543,0.17360128832188287,1.2562189629430478
698,2019,Liberia,LBR,0.35294117647058826,0.0,0.1680194742753057,0.16946462239403356,1.1973739922033004
699,2020,Liberia,LBR,0.35294117647058826,0.0,0.1708982485841855,0.16532795646618428,1.1907215430375122
700,2016,Libya,LBY,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
701,2017,Libya,LBY,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
702,2018,Libya,LBY,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
703,2019,Libya,LBY,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
704,2020,Libya,LBY,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
705,2016,Liechtenstein,LIE,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
706,2017,Liechtenstein,LIE,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
707,2018,Liechtenstein,LIE,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
708,2019,Liechtenstein,LIE,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
709,2020,Liechtenstein,LIE,0.5294117647058824,0.0,0.0,0.0,0.5294117647058824
710,2016,Lithuania,LTU,0.5882352941176471,0.7271468022687088,0.296337665804153,0.2562163676569668,4.858146937771688
711,2017,Lithuania,LTU,0.6470588235294118,0.74456126301366,0.2821206233219146,0.25068519415737855,4.941600704700017
712,2018,Lithuania,LTU,0.6470588235294118,0.7358010105818469,0.2882452395717958,0.2501970585966679,4.917344520790395
713,2019,Lithuania,LTU,0.6470588235294118,0.7401281147384161,0.2841990264556172,0.24718740406651846,4.917531547593867
714,2020,Lithuania,LTU,0.6470588235294118,0.7444552188949851,0.2801528133394387,0.244177749536369,4.917718574397337
715,2016,Low & middle income,LMY,0.5294117647058824,0.0,0.28146900946294834,0.320950787206221,2.055202145250442
716,2017,Low & middle income,LMY,0.5294117647058824,0.0,0.2901183007951626,0.33420963247129026,2.1122772637100784
717,2018,Low & middle income,LMY,0.5294117647058824,0.0,0.27487555447432566,0.3224758984209877,2.046590568917497
718,2019,Low & middle income,LMY,0.5294117647058824,0.0,0.271093914475994,0.3016877505954227,1.9766628454441384
719,2020,Low & middle income,LMY,0.5294117647058824,0.0,0.26763554948034257,0.29526673839182327,1.950483078842037
720,2016,Low income,LIC,0.5294117647058824,0.0,0.20936477150092822,0.28758386775673567,1.810892910977946
721,2017,Low income,LIC,0.5294117647058824,0.0,0.2206405002000486,0.3056301010602963,1.8875830682868684
722,2018,Low income,LIC,0.5294117647058824,0.0,0.23679941585360947,0.3372688361237314,2.0148171047842953
723,2019,Low income,LIC,0.5294117647058824,0.0,0.23783473572083266,0.36211132030722915,2.091415197069235
724,2020,Low income,LIC,0.5294117647058824,0.0,0.24732472379413414,0.386953804490727,2.184922625766332
725,2016,Lower middle income,LMC,0.5294117647058824,0.0,0.3035649670538975,0.34327067040643144,2.1663537100329715
726,2017,Lower middle income,LMC,0.5294117647058824,0.0,0.3240549949322645,0.34229417577041676,2.2044042818816614
727,2018,Lower middle income,LMC,0.5294117647058824,0.0,0.29451972471550847,0.33527368387087114,2.1242722657495126
728,2019,Lower middle income,LMC,0.5294117647058824,0.0,0.28115856171313097,0.3042378184747737,2.0044423435564656
729,2020,Lower middle income,LMC,0.5294117647058824,0.0,0.2736897599328754,0.2912268678308878,1.9504718880642966
730,2016,Luxembourg,LUX,0.7058823529411765,0.7247760830723347,0.25701232566669374,0.17615295128267733,4.647470190411934
731,2017,Luxembourg,LUX,0.7058823529411765,0.7132087521986005,0.26416635101391023,0.18056234565809112,4.6287371007376725
732,2018,Luxembourg,LUX,0.7058823529411765,0.7016414213248663,0.2713203763611267,0.1849717400335049,4.61000401106341
733,2019,Luxembourg,LUX,0.7058823529411765,0.6900740904511321,0.2784744017083432,0.18938113440891866,4.591270921389147
734,2020,Luxembourg,LUX,0.7058823529411765,0.678506759577398,0.2856284270555597,0.19379052878433245,4.572537831714886
735,2016,"Macao SAR, China",MAC,0.5882352941176471,0.0,0.22930644755248597,0.29477269662721384,1.9311662791042608
736,2017,"Macao SAR, China",MAC,0.5882352941176471,0.0,0.20022556556540025,0.3004770939396091,1.890117707067275
737,2018,"Macao SAR, China",MAC,0.5882352941176471,0.0,0.20187587016237035,0.32300068021587897,1.960989075090025
738,2019,"Macao SAR, China",MAC,0.5882352941176471,0.0,0.22656235057661936,0.3536450394755244,2.102295113697459
